,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent
860,"27 ACACIA WAY, CHURCHILL",-38.301581,146.415178,3.0,1.0,0,$125_Week,House,November 2006,3842,2006,11,CHURCHILL,125
1525,"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,3.0,1.0,2,$180_Week,Rental_residential,October 2006,3169,2006,10,SOUTH,180
2091,"5 / 5 BURNS AVE, CLAYTON SOUTH",-37.936524,145.134469,2.0,1.0,1,$230,Apartment,December 2006,3169,2006,12,SOUTH,230
2733,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2.0,1.0,1,$240,Unit,December 2006,3168,2006,12,CLAYTON,240
4260,"9 BURTON AVENUE, CLAYTON",-37.926327,145.115883,4.0,3.0,1,$250,Townhouse,November 2006,3168,2006,11,CLAYTON,250
5171,"-37.93001,145.421908, CLEMATIS",-37.93001,145.421908,3.0,1.0,0,$220_Week,House,November 2006,3782,2006,11,CLEMATIS,220
5392,"2/30 EDMUND ST, CLIFTON HILL",-37.787664,145.004331,2.0,1.0,1,$260,Unit/apmt,October 2006,3068,2006,10,HILL,260
5800,"2/6 FORD STREET, CLIFTON HILL",-37.791295,144.997988,1.0,1.0,1,$175,Unit/apmt,November 2006,3068,2006,11,HILL,175
6153,"14 KIEWA STREET, CLIFTON HILL",-37.79235,145.000221,2.0,1.0,0,$340,Rental_residential,November 2006,3068,2006,11,HILL,340
8676,"3/5 INDUSTRY LANE, COBURG",-37.74493,144.96469,2.0,1.0,1,$300,Rental_residential,December 2006,3058,2006,12,COBURG,300
8678,"2/29 COBURG STREET, COBURG",-37.747604,144.970613,3.0,1.0,1,$260_Week,Available Now,November 2006,3058,2006,11,COBURG,260
9084,"4/36 THE GROVE, COBURG",-37.751916,144.969914,2.0,1.0,1,$255,Townhouse,December 2006,3058,2006,12,COBURG,255
10688,"22 GLEN ROAD, COCKATOO",-37.937274,145.486381,2.0,1.0,0,$200_Week,House,November 2006,3781,2006,11,COCKATOO,200
809,"29A VICTORIA PARADE, COLLINGWOOD",-37.808649,144.983618,2.0,1.0,0,$270,Rental_residential,November 2006,3066,2006,11,COLLINGWOOD,270
1046,"11/99 OXFORD STREET, COLLINGWOOD",-37.80365372,144.98460388,1.0,1.0,1,$290,Unit,November 2006,3066,2006,11,COLLINGWOOD,290
4311,"19 VENTNOR ROAD, COWES",-38.463337,145.235389,3.0,1.0,2,$900_Week,House,November 2006,3922,2006,11,COWES,900
1918,"8/82 BURWOOD HIGHWAY, BURWOOD EAST",-37.85173416,145.13832092,2.0,1.0,1,$190,Unit/apmt,October 2006,3151,2006,10,EAST,190
3018,"16 BEDDOWS STREET, BURWOOD",-37.853564,145.117521,4.0,2.0,1,$300,House,December 2006,3125,2006,12,BURWOOD,300
3019,"16 BEDDOWS STREET, BURWOOD",-37.853564,145.117521,4.0,2.0,1,$300_Week,House,November 2006,3125,2006,11,BURWOOD,300
4738,"252 HIGHFIELD ROAD, CAMBERWELL",-37.848314,145.082571,3.0,2.0,3,$680,House,November 2006,3124,2006,11,CAMBERWELL,680
5129,"9/5 ACHERON AVENUE, CAMBERWELL",-37.84073639,145.0660553,2.0,1.0,0,$230,Unit/apmt,October 2006,3124,2006,10,CAMBERWELL,230
5405,"2/596 RIVERSDALE ROAD, CAMBERWELL",-37.83227158,145.06324768,2.0,1.0,1,$270,Available Now,November 2006,3124,2006,11,CAMBERWELL,270
5571,"3/894-896 TOORAK ROAD, CAMBERWELL",-37.84629822,145.05543518,3.0,2.0,1,$400,Rental_residential,December 2006,3124,2006,12,CAMBERWELL,400
5689,"5/27 THOMAS STREET, CAMBERWELL",-37.84245682,145.09342957,2.0,1.0,1,$270,Unit/apmt,November 2006,3124,2006,11,CAMBERWELL,270
118,"1711/668 BOURKE STREET, MELBOURNE",-37.816897,144.953675,3.0,2.0,2,$540,Available Now,December 2006,3000,2006,12,MELBOURNE,540
3297,"32 CHRISTOPHER CRESCENT, MELTON",-37.685577,144.573168,3.0,1.0,1,$185_Week,House,November 2006,3337,2006,11,MELTON,185
3298,"32 CHRISTOPHER CRESCENT, MELTON",-37.685577,144.573168,3.0,1.0,1,$185,House,November 2006,3337,2006,11,MELTON,185
3972,"3/30 SEA PARADE, MENTONE",-37.98299789,145.05371094,2.0,1.0,1,$270,Rental_residential,October 2006,3194,2006,10,MENTONE,270
4635,"1/77 PATTY STREET, MENTONE",-37.97831,145.066961,3.0,1.0,1,$375,Rental_residential,December 2006,3194,2006,12,MENTONE,375
4670,"8/2-4 SALMON STREET, MENTONE",-37.9790535,145.06227112,1.0,1.0,1,$145,Rental_residential,November 2006,3194,2006,11,MENTONE,145
4699,"6 / 8 COMMERCIAL ROAD, MENTONE",-37.985738,145.065634,2.0,1.0,1,$300_Week,none,November 2006,3194,2006,11,MENTONE,300
4700,"6 / 8 COMMERCIAL ROAD, MENTONE",-37.985738,145.065634,2.0,1.0,1,$290,none,November 2006,3194,2006,11,MENTONE,290
4724,"5/5 STATION STREET, MENTONE",-37.98222351,145.06625366,1.0,1.0,1,$185,Rental_residential,November 2006,3194,2006,11,MENTONE,185
4823,"1/50 BALCOMBE ROAD, MENTONE",-37.981502,145.068097,3.0,3.0,2,$480,Rental_residential,November 2006,3194,2006,11,MENTONE,480
5489,"12/56 MILAN STREET, MENTONE",-37.98303223,145.06063843,2.0,1.0,1,$200,Rental_residential,November 2006,3194,2006,11,MENTONE,200
5714,"125C SEVENTH STREET, MERBEIN SOUTH",-34.2045981,142.0387241,4.0,2.0,2,$250_Week,House,November 2006,3505,2006,11,SOUTH,250
6013,"51 BOUNDARY ROAD, MEREDITH",-37.826186,144.044756,3.0,1.0,1,$180_Week,House,October 2006,3333,2006,10,MEREDITH,180
7210,"172 CANTERBURY ROAD, MIDDLE PARK",-37.853158,144.969079,2.0,1.0,0,$355_Mid,House,November 2006,3206,2006,11,PARK,355
7471,"23 WRIGHT STREET, MIDDLE PARK",-37.84669,144.96075,3.0,3.0,1,$330_Mid,none,December 2006,3206,2006,12,PARK,330
7561,"1/18 PATTERSON STREET, MIDDLE PARK",-37.85435104,144.96452332,2.0,1.0,1,$275_Mid,Rental_residential,November 2006,3206,2006,11,PARK,275
7577,"204 RICHARDSON STREET, MIDDLE PARK",-37.848215,144.958765,2.0,1.0,1,$550_Mid,Rental_residential,December 2006,3206,2006,12,PARK,550
7804,"10/109 NIMMO STREET, MIDDLE PARK",-37.849121,144.963098,2.0,1.0,1,$1457,Rental_residential,November 2006,3206,2006,11,PARK,1457
7941,"4/72 PATTERSON STREET, MIDDLE PARK",-37.85546112,144.96662903,1.0,1.0,1,$220_Mid,Rental_residential,December 2006,3206,2006,12,PARK,220
7975,"11/5 - 7 HAROLD STREET, MIDDLE PARK",-37.848476,144.961384,1.0,1.0,1,$340_Mid,Rental_residential,December 2006,3206,2006,12,PARK,340
7989,"3/51 NIMMO STREET, MIDDLE PARK",-37.850501,144.962039,2.0,1.0,1,$375_Mid,none,November 2006,3206,2006,11,PARK,375
8261,"2/51 NIMMO STREET, MIDDLE PARK",-37.850501,144.962039,2.0,1.0,1,$360_Mid,Rental_residential,October 2006,3206,2006,10,PARK,360
8297,"326 RICHARDSON STREET, MIDDLE PARK",-37.852041,144.965831,2.0,1.0,1,$350_Mid,Rental_residential,November 2006,3206,2006,11,PARK,350
8497,"3/82 PATTERSON STREET, MIDDLE PARK",-37.85563278,144.9669342,2.0,1.0,0,$335_Mid,Unit/apmt,October 2006,3206,2006,10,PARK,335
8664,"5/2 CAMERON AVENUE, MILDURA WEST",-34.181651,142.151354,2.0,1.0,1,$135,Unit/apmt,December 2006,3500,2006,12,WEST,135
10608,"42 SEVENTH STREET, MILDURA",-34.189769,142.171985,3.0,1.0,2,$200,Rental_residential,November 2006,3500,2006,11,MILDURA,200
12778,"17 PATRICK STREET, MILLGROVE",-37.746826,145.661548,3.0,1.0,0,$175_Week,House,November 2006,3799,2006,11,MILLGROVE,175
550,"23 WANDONG AVENUE, WANDONG",-37.35751785,145.02833315,2.0,1.0,1,$170_Week,House,November 2006,3758,2006,11,WANDONG,170
1230,"17 HINCHLEY STREET, WANGARATTA",-36.356764,146.299309,3.0,1.0,2,$240_Week,House,November 2006,3677,2006,11,WANGARATTA,240
1892,"2/13 THOMSON STREET, WANGARATTA",-36.368739,146.318901,2.0,1.0,1,$120_Week,none,October 2006,3677,2006,10,WANGARATTA,120
4783,"63 NORTH ROAD, WARRAGUL",-38.159412,145.949167,3.0,2.0,2,$185_Week,House,November 2006,3820,2006,11,WARRAGUL,185
4784,"63 NORTH ROAD, WARRAGUL",-38.159412,145.949167,3.0,2.0,2,$200,House,November 2006,3820,2006,11,WARRAGUL,200
5756,"20 DAISY STREET, WARRANWOOD",-37.771689,145.244089,4.0,2.0,2,$380_Week,House,November 2006,3134,2006,11,WARRANWOOD,380
242,"62B TWEDDLE PLACE, GISBORNE SOUTH",-37.543852,144.592628,3.0,1.0,0,$190_Week,Unit/apmt,November 2006,3437,2006,11,SOUTH,190
1007,"27 DUNFIELD DRIVE, GLADSTONE PARK",-37.686147,144.895315,3.0,1.0,3,$225_Week,House,November 2006,3043,2006,11,PARK,225
1363,"1 DINGLEY CLOSE, GLADSTONE PARK",-37.686288,144.89869,3.0,1.0,1,$230,House,November 2006,3043,2006,11,PARK,230
1761,"8/15 WARATAH AVENUE, GLEN HUNTLY",-37.891661,145.042483,1.0,1.0,1,$157,Available Now,November 2006,3163,2006,11,HUNTLY,157
2686,"1146 GLEN HUNTLY ROAD, GLEN HUNTLY",-37.89224,145.04113,2.0,1.0,1,$250_Week,Unit/apmt,November 2006,3163,2006,11,HUNTLY,250
2687,"1146 GLEN HUNTLY ROAD, GLEN HUNTLY",-37.89224,145.04113,2.0,1.0,1,$250,Unit/apmt,November 2006,3163,2006,11,HUNTLY,250
2786,"6/11 BELMONT AVENUE, GLEN IRIS",-37.85740662,145.04795837,1.0,1.0,1,$195,Unit/apmt,December 2006,3146,2006,12,IRIS,195
2812,"22 ELLIS ROAD, GLEN IRIS",-37.86,145.046815,4.0,2.0,2,$680,none,October 2006,3146,2006,10,IRIS,680
3062,"7/1492 MALVERN ROAD, GLEN IRIS",-37.853953,145.047567,1.0,1.0,1,$145,Unit/apmt,November 2006,3146,2006,11,IRIS,145
3663,"9/1555 HIGH STREET, GLEN IRIS",-37.85981369,145.06015015,1.0,1.0,1,$200,Unit/apmt,November 2006,3146,2006,11,IRIS,200
4139,"8/46 SCOTT GROVE, GLEN IRIS",-37.85461426,145.050354,2.0,1.0,1,$265,none,December 2006,3146,2006,12,IRIS,265
4505,"2 FERNDALE ROAD, GLEN IRIS",-37.855005,145.06852,5.0,2.0,2,$750,Available Now,December 2006,3146,2006,12,IRIS,750
4865,"46A WILLS STREET, GLEN IRIS",-37.856816,145.056936,2.0,1.0,1,$295,Unit/apmt,November 2006,3146,2006,11,IRIS,295
5183,"9A LITHGOW STREET, GLEN IRIS",-37.850125,145.081979,2.0,1.0,1,$270,House,November 2006,3146,2006,11,IRIS,270
7585,"1/37 GYTON AVENUE, GLEN WAVERLEY",-37.86565018,145.16069031,3.0,1.0,1,$280,Unit/apmt,December 2006,3150,2006,12,WAVERLEY,280
1177,"1/1 FRANCESCO STREET, BENTLEIGH EAST",-37.92020035,145.05574036,3.0,1.0,2,$250,Rental_residential,December 2006,3165,2006,12,EAST,250
1768,"21 ROCHFORD STREET, BENTLEIGH EAST",-37.906838,145.057884,3.0,1.0,2,$260,Rental_residential,November 2006,3165,2006,11,EAST,260
1857,"1/16 BESSIE STREET, BENTLEIGH EAST",-37.92569351,145.08106995,3.0,2.0,1,$395,Rental_residential,November 2006,3165,2006,11,EAST,395
2234,"3/10A EDDYS GROVE, BENTLEIGH",-37.9200325,145.02926636,2.0,1.0,1,$270,Unit/apmt,November 2006,3204,2006,11,BENTLEIGH,270
3098,"6/13 PHILLIP STREET, BENTLEIGH",-37.92409,145.034414,2.0,1.0,1,$195,none,December 2006,3204,2006,12,BENTLEIGH,195
3586,"8/207 CENTRE ROAD, BENTLEIGH",-37.9168129,145.02645874,2.0,1.0,1,$235,Rental_residential,November 2006,3204,2006,11,BENTLEIGH,235
4291,"1 HOWITT COURT, BERWICK",-38.02383,145.32452,4.0,2.0,2,$230,House,November 2006,3806,2006,11,BERWICK,230
4507,"10/10 PARKHILL DRIVE, BERWICK",-38.02732468,145.32804871,3.0,2.0,1,$250,Townhouse,November 2006,3806,2006,11,BERWICK,250
4821,"9 SPOONBILL STREET, BERWICK",-38.062788,145.332992,4.0,2.0,2,$290,House,November 2006,3806,2006,11,BERWICK,290
5984,"2/27 MARGARET STREET, BERWICK",-38.03538132,145.34059143,3.0,1.0,1,$175,Unit/apmt,October 2006,3806,2006,10,BERWICK,175
7864,"1/6 FIRST STREET, BLACK ROCK",-37.97750854,145.01922607,2.0,1.0,1,$230,none,November 2006,3193,2006,11,ROCK,230
8217,"2 / 149 BLUFF ROAD, BLACK ROCK",-37.96472549,145.01823425,2.0,1.0,2,$350,none,December 2006,3193,2006,12,ROCK,350
8652,"8/85 SURREY ROAD, BLACKBURN NORTH",-37.807528,145.158979,1.0,1.0,1,$170,Rental_residential,December 2006,3130,2006,12,NORTH,170
8653,"8/85 SURREY ROAD, BLACKBURN NORTH",-37.807528,145.158979,1.0,1.0,1,$170_Week,Rental_residential,November 2006,3130,2006,11,NORTH,170
10338,"1/3 HINDON STREET, BLACKBURN",-37.8191185,145.14733887,2.0,1.0,2,$250,Unit/apmt,November 2006,3130,2006,11,BLACKBURN,250
1835,"25 MCNAMARA AVENUE, AIRPORT WEST",-37.729434,144.880894,3.0,1.0,1,$260,House,December 2006,3042,2006,12,WEST,260
1836,"25 MCNAMARA AVENUE, AIRPORT WEST",-37.729434,144.880894,3.0,1.0,1,$260_Week,House,November 2006,3042,2006,11,WEST,260
3053,"4/119 DANKS STREET, ALBERT PARK",-37.846203,144.949898,2.0,1.0,0,$310,none,December 2006,3206,2006,12,PARK,310
3210,"3/119 DANKS STREET, ALBERT PARK",-37.84621048,144.95018005,2.0,1.0,0,$350,Rental_residential,October 2006,3206,2006,10,PARK,350
3945,"41 WITHERS STREET, ALBERT PARK",-37.846134,144.947924,2.0,1.0,0,$450,House,November 2006,3206,2006,11,PARK,450
4043,"4/74 KERFERD ROAD, ALBERT PARK",-37.84446335,144.95593262,1.0,1.0,0,$195,none,December 2006,3206,2006,12,PARK,195
4106,"24 KERFERD PLACE, ALBERT PARK",-37.842067,144.957094,3.0,2.0,0,$600,House,December 2006,3206,2006,12,PARK,600
5944,"7 HANSEN STREET, ALTONA EAST",-37.839549,144.864444,4.0,2.0,2,$270,House,October 2006,3025,2006,10,EAST,270
7062,"1/45 EPSOM STREET, ALTONA MEADOWS",-37.86845398,144.7702179,2.0,1.0,1,$165,Unit,November 2006,3028,2006,11,MEADOWS,165
7232,"1/144 VICTORIA STREET, ALTONA MEADOWS",-37.87713623,144.78564453,2.0,1.0,1,$170,Unit,November 2006,3028,2006,11,MEADOWS,170
7825,"266 MASON STREET, ALTONA NORTH",-37.83944,144.857988,3.0,1.0,3,$280,House,November 2006,3025,2006,11,NORTH,280
7869,"1A BERKELEY CRESCENT, ALTONA NORTH",-37.845944,144.847562,2.0,2.0,1,$190,House,October 2006,3025,2006,10,NORTH,190
8765,"108 THIRD AVENUE, ALTONA NORTH",-37.831939,144.853487,3.0,2.0,1,$320,House,November 2006,3025,2006,11,NORTH,320
10807,"4/163 QUEEN STREET, ALTONA",-37.86948776,144.82568359,2.0,1.0,1,$240,none,November 2006,3018,2006,11,ALTONA,240
292,"7 / 40-42 CALDER STREET, MANIFOLD HEIGHTS",-38.14372253,144.33163452,1.0,1.0,1,$110,Unit/apmt,November 2006,3218,2006,11,HEIGHTS,110
2031,"1/12 NAVIGATOR STREET, MARIBYRNONG",-37.76811981,144.89854431,1.0,1.0,1,$175,Unit,December 2006,3032,2006,12,MARIBYRNONG,175
2496,"10/82 RALEIGH ROAD, MARIBYRNONG",-37.768881,144.891825,2.0,1.0,1,$220,none,December 2006,3032,2006,12,MARIBYRNONG,220
2531,"5/91 RALEIGH ROAD, MARIBYRNONG",-37.76910782,144.89178467,3.0,1.0,2,$280,Townhouse,December 2006,3032,2006,12,MARIBYRNONG,280
3265,"37 FORGE CLOSE, MARIBYRNONG",-37.773245,144.879261,3.0,2.0,2,$345,Townhouse,November 2006,3032,2006,11,MARIBYRNONG,345
3503,"4/11 CHIFLEY DRIVE, MARIBYRNONG",-37.76827621,144.90118408,2.0,1.0,1,$170,Rental_residential,November 2006,3032,2006,11,MARIBYRNONG,170
5349,"2/11 GLEN ORME AVENUE, MCKINNON",-37.91093,145.037485,2.0,1.0,1,$240_Week,none,October 2006,3204,2006,10,MCKINNON,240
5350,"2/11 GLEN ORME AVENUE, MCKINNON",-37.91093,145.037485,2.0,1.0,1,$240,none,October 2006,3204,2006,10,MCKINNON,240
6459,"8 CARTWRIGHT COURT, MEENIYAN",-38.581807,146.008969,3.0,1.0,1,$155_Week,House,November 2006,3956,2006,11,MEENIYAN,155
6552,"325 COLLINS STREET, MELBOURNE",-37.81647873,144.96333313,2.0,2.0,1,$630_pw,Available Now,November 2006,3000,2006,11,MELBOURNE,630
6553,"325 COLLINS STREET, MELBOURNE",-37.81647873,144.96333313,2.0,2.0,1,$330_pw,Available Now,October 2006,3000,2006,10,MELBOURNE,330
6554,"325 COLLINS STREET, MELBOURNE",-37.81647873,144.96333313,2.0,2.0,1,$630_pw,Available Now,October 2006,3000,2006,10,MELBOURNE,630
192,"32 GRESSWELL PARK DRIVE, WATSONIA",-37.710506,145.075021,3.0,2.0,2,$310,none,December 2006,3087,2006,12,WATSONIA,310
193,"32 GRESSWELL PARK DRIVE, WATSONIA",-37.710506,145.075021,3.0,2.0,2,$310_Week,none,November 2006,3087,2006,11,WATSONIA,310
4050,"1 GILES COURT, WERRIBEE",-37.886405,144.672862,3.0,2.0,2,$180_Week,House,November 2006,3030,2006,11,WERRIBEE,180
4051,"1 GILES COURT, WERRIBEE",-37.886405,144.672862,3.0,2.0,2,$180,House,November 2006,3030,2006,11,WERRIBEE,180
4856,"28 WERRIMULL SOUTH ROAD, WERRIMULL",-34.390058,141.595836,1.0,1.0,0,$120_Week,House,November 2006,3496,2006,11,WERRIMULL,120
4892,"20 FOREST ROAD, WESBURN",-37.786008,145.65471,2.0,1.0,1,$195_Week,House,November 2006,3799,2006,11,WESBURN,195
7103,"2 HESSE COURT, WESTMEADOWS",-37.670225,144.902533,3.0,1.0,3,$200_Week,Available Now,October 2006,3049,2006,10,WESTMEADOWS,200
7312,"2 DOOEN COURT, WESTMEADOWS",-37.674216,144.901534,2.0,1.0,1,$220,House,December 2006,3049,2006,12,WESTMEADOWS,220
7313,"2 DOOEN COURT, WESTMEADOWS",-37.674216,144.901534,2.0,1.0,1,$220_Week,House,November 2006,3049,2006,11,WESTMEADOWS,220
7810,"6 BASIL CRESCENT, WHEELERS HILL",-37.904682,145.197667,5.0,3.0,4,$420,House,November 2006,3150,2006,11,HILL,420
7847,"50 EARLWOOD DRIVE, WHEELERS HILL",-37.910826,145.178225,3.0,1.0,2,$350,House,November 2006,3150,2006,11,HILL,350
118,"11 GREY ROAD, DARLIMURLA",-38.374746,146.182989,4.0,2.0,2,$250_Week,House,November 2006,3871,2006,11,DARLIMURLA,250
1041,"2/58 DOHERTY STREET, DEER PARK",-37.767467,144.763857,2.0,1.0,1,$180_Week,Unit/apmt,November 2006,3023,2006,11,PARK,180
1307,"1/20 DEER STREET, DEER PARK",-37.769226,144.758012,3.0,1.0,1,$200,Unit/apmt,December 2006,3023,2006,12,PARK,200
1861,"2/1 PLATH CLOSE, DELAHEY",-37.718407,144.78058,3.0,1.0,1,$185_Week,Unit/apmt,November 2006,3037,2006,11,DELAHEY,185
2248,"12 GRANITE WAY, DELAHEY",-37.722019,144.766372,3.0,2.0,4,$230,House,November 2006,3037,2006,11,DELAHEY,230
217,"54 MURRAY VALLEY HIGHWAY, NYAH",-35.17561,143.37736,3.0,1.0,2,$160_Week,House,November 2006,3594,2006,11,NYAH,160
521,"3/22 GREGORY STREET, OAK PARK",-37.72228241,144.91589355,2.0,1.0,1,$270,none,November 2006,3046,2006,11,PARK,270
535,"3/59-61 RHODES PARADE, OAK PARK",-37.715213,144.925254,2.0,1.0,1,$180,Rental_residential,December 2006,3046,2006,12,PARK,180
536,"3/59-61 RHODES PARADE, OAK PARK",-37.715213,144.925254,2.0,1.0,1,$180_Week,Rental_residential,November 2006,3046,2006,11,PARK,180
3177,"23/82-86 ATHERTON RD, OAKLEIGH",-37.899303,145.093684,1.0,1.0,1,$280,Unit/apmt,December 2006,3166,2006,12,OAKLEIGH,280
3356,"11/10 ALBERT AVENUE, OAKLEIGH",-37.89820099,145.09455872,2.0,1.0,1,$240,Unit/apmt,November 2006,3166,2006,11,OAKLEIGH,240
6219,"7/498 NORTH ROAD, ORMOND",-37.90391922,145.03788757,2.0,2.0,2,$325,none,November 2006,3204,2006,11,ORMOND,325
9659,"8 / 174 BEACH ROAD, PARKDALE",-38.00301361,145.07955933,2.0,1.0,1,$250,none,December 2006,3195,2006,12,PARKDALE,250
20,"RMB 6635 HALLS AND PORCHES ROAD, NILMA NORTH",-38.1449666,145.9868351,1.0,1.0,1,$587,House,November 2006,3821,2006,11,NORTH,587
1691,"15/28-30 DUNBLANE ROAD, NOBLE PARK",-37.96305084,145.1803894,2.0,1.0,2,$265,Townhouse,December 2006,3174,2006,12,PARK,265
2312,"2 SIMPSON STREET, NOBLE PARK",-37.964773,145.166772,3.0,1.0,2,$245,none,October 2006,3174,2006,10,PARK,245
6691,"A12/335 ABBOTSFORD STREET, NORTH MELBOURNE",-37.799318,144.945801,1.0,1.0,1,$200_Week,Unit,October 2006,3051,2006,10,MELBOURNE,200
6998,"14/342 DRYBURGH STREET, NORTH MELBOURNE",-37.80441,144.943285,2.0,1.0,1,$280_Week,Unit,October 2006,3051,2006,10,MELBOURNE,280
9567,"15 HARPER STREET, NORTHCOTE",-37.780632,145.001684,3.0,1.0,1,$330,House,November 2006,3070,2006,11,NORTHCOTE,330
10034,"9/6 MCCRACKEN AVENUE, NORTHCOTE",-37.77228,144.99938,2.0,1.0,1,$210,Unit/apmt,November 2006,3070,2006,11,NORTHCOTE,210
10777,"1/6-12 PEARL STREET, NORTHCOTE",-37.778889,144.997477,2.0,1.0,2,$330,none,November 2006,3070,2006,11,NORTHCOTE,330
11318,"13/54 JAMES STREET, NORTHCOTE",-37.77548218,144.9987793,2.0,1.0,1,$280,none,October 2006,3070,2006,10,NORTHCOTE,280
400,"20 MASON STREET, REGENT WEST",-37.73386,145.008343,3.0,1.0,4,$340,House,December 2006,3073,2006,12,WEST,340
401,"23 QUEEN STREET, REGENT WEST",-37.7118644,145.0107588,4.0,2.0,0,$330,House,December 2006,3073,2006,12,WEST,330
402,"17 PERSHING STREET, REGENT WEST",-37.72550583,144.99414062,2.0,1.0,1,$215,House,November 2006,3073,2006,11,WEST,215
403,"17 PERSHING STREET, REGENT WEST",-37.72550583,144.99414062,2.0,1.0,1,$215,House,December 2006,3073,2006,12,WEST,215
404,"17 PERSHING STREET, REGENT WEST",-37.72550583,144.99414062,2.0,1.0,1,$220,House,November 2006,3073,2006,11,WEST,220
405,"44 RONA STREET, REGENT WEST",-37.732672,145.022008,2.0,1.0,1,$250,House,November 2006,3073,2006,11,WEST,250
410,"17 KALIMNA STREET, REGENT",-37.730026,144.997103,3.0,2.0,1,$390,Townhouse,December 2006,3073,2006,12,REGENT,390
411,"105 SPRING STREET, REGENT",-37.729217,145.000633,4.0,2.0,3,$300,House,December 2006,3073,2006,12,REGENT,300
1860,"1/54-56 ST VIGEONS ROAD, RESERVOIR",-37.706804,145.02706,2.0,1.0,1,$170,Rental_residential,December 2006,3073,2006,12,RESERVOIR,170
2413,"2/200 EDWARDES STREET, RESERVOIR",-37.71141052,144.99343872,1.0,1.0,1,$145,Unit/apmt,November 2006,3073,2006,11,RESERVOIR,145
2559,"6/261-263 BROADWAY, RESERVOIR",-37.71721649,145.00976562,1.0,1.0,1,$200,none,November 2006,3073,2006,11,RESERVOIR,200
2812,"2/835 PLENTY ROAD, RESERVOIR",-37.72390366,145.02740479,3.0,1.0,2,$210,Available Now,December 2006,3073,2006,12,RESERVOIR,210
3053,"2/72 BARTON STREET, RESERVOIR",-37.710979,144.998688,3.0,1.0,1,$250,Unit/apmt,November 2006,3073,2006,11,RESERVOIR,250
3611,"1/32 DRYSDALE STREET, RESERVOIR",-37.72924042,145.02259827,1.0,1.0,1,$200,Unit/apmt,November 2006,3073,2006,11,RESERVOIR,200
3955,"162 MARY STREET, RICHMOND",-37.824732,145.000981,2.0,2.0,2,$475,Townhouse,November 2006,3121,2006,11,RICHMOND,475
4123,"9/23 DAVISON STREET, RICHMOND",-37.813077,145.008279,1.0,1.0,1,$180,Unit,December 2006,3121,2006,12,RICHMOND,180
5270,"4/81 EDINBURGH STREET, RICHMOND",-37.825782,145.005652,1.0,1.0,1,$210,Rental_residential,November 2006,3121,2006,11,RICHMOND,210
5370,"2/30 TANNER STREET, RICHMOND",-37.823197,144.991699,1.0,1.0,1,$290,Unit/apmt,December 2006,3121,2006,12,RICHMOND,290
5705,"7/26 DAVISON STREET, RICHMOND",-37.81244659,145.00810242,1.0,1.0,1,$185,none,December 2006,3121,2006,12,RICHMOND,185
6152,"55 BUNTING STREET, RICHMOND",-37.825307,145.009273,2.0,1.0,0,$310,House,October 2006,3121,2006,10,RICHMOND,310
7034,"80 SOMERSET STREET, RICHMOND",-37.815954,145.004037,2.0,1.0,0,$350_Week,House,November 2006,3121,2006,11,RICHMOND,350
7035,"80 SOMERSET STREET, RICHMOND",-37.815954,145.004037,2.0,1.0,0,$350,House,November 2006,3121,2006,11,RICHMOND,350
7470,"3/5 MARWARRA STREET, RINGWOOD EAST",-37.818551,145.24441,2.0,1.0,1,$200_Week,Rental_residential,November 2006,3135,2006,11,EAST,200
7899,"16 MARWARRA STREET, RINGWOOD EAST",-37.81597,145.242518,3.0,1.0,2,$265,House,November 2006,3135,2006,11,EAST,265
9539,"10/35-39 BOURKE STREET, RINGWOOD",-37.8134346,145.22195435,2.0,2.0,1,$320,Unit/apmt,December 2006,3134,2006,12,RINGWOOD,320
10516,"1/23 WILANA STREET, RINGWOOD",-37.816566,145.232972,2.0,1.0,2,$225,none,November 2006,3134,2006,11,RINGWOOD,225
10645,"1/5 IRELAND STREET, RINGWOOD",-37.822419,145.228862,3.0,1.0,1,$300,Unit/apmt,November 2006,3134,2006,11,RINGWOOD,300
845,"10 COULSTOCK STREET, EPPING",-37.650232,145.032922,2.0,1.0,2,$220,House,December 2006,3076,2006,12,EPPING,220
846,"10 COULSTOCK STREET, EPPING",-37.650232,145.032922,2.0,1.0,2,$220_Week,House,November 2006,3076,2006,11,EPPING,220
1758,"2/92 KERFERD STREET, ESSENDON NORTH",-37.736158,144.899935,2.0,1.0,1,$185,Unit/apmt,December 2006,3041,2006,12,NORTH,185
2147,"2/220 PASCOE VALE ROAD, ESSENDON",-37.75356674,144.92591858,1.0,1.0,1,$155,Rental_residential,November 2006,3040,2006,11,ESSENDON,155
2350,"1/110 BRADSHAW STREET, ESSENDON",-37.73928833,144.89573669,3.0,1.0,1,$360_Week,Townhouse,November 2006,3040,2006,11,ESSENDON,360
2351,"1/110 BRADSHAW STREET, ESSENDON",-37.73928833,144.89573669,3.0,1.0,1,$360,Townhouse,November 2006,3040,2006,11,ESSENDON,360
2352,"1/110 BRADSHAW STREET, ESSENDON",-37.73928833,144.89573669,3.0,1.0,1,$375_Week,Townhouse,November 2006,3040,2006,11,ESSENDON,375
