,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,SA2_CODE
1606,"2 / 15 GREAT OCEAN ROAD, MARENGO",-38.778081,143.661457,2.0,1.0,1,$390_pw,Unit,August 2016,3233,2016,8,MARENGO,390,214021384
1607,"2 / 15 GREAT OCEAN ROAD, MARENGO",-38.778081,143.661457,2.0,1.0,1,$390_pw,Unit,July 2016,3233,2016,7,MARENGO,390,215031405
1608,"2 / 15 GREAT OCEAN ROAD, MARENGO",-38.778081,143.661457,2.0,1.0,1,$390_per_week,Unit,June 2016,3233,2016,6,MARENGO,390,214021383
1616,"10 FERRIER DRIVE, MARENGO",-38.777587,143.659398,2.0,1.0,1,$300_Weekly,House,April 2016,3233,2016,4,MARENGO,300,214021384
1622,"13 GREAT OCEAN ROAD, MARENGO",-38.761249,143.671234,2.0,1.0,2,$350_pw,Townhouse,November 2016,3233,2016,11,MARENGO,350,205041094
1623,"13 GREAT OCEAN ROAD, MARENGO",-38.761249,143.671234,2.0,1.0,2,$350_per_week,Townhouse,June 2016,3233,2016,6,MARENGO,350,203021043
1624,"13 GREAT OCEAN ROAD, MARENGO",-38.761249,143.671234,2.0,1.0,2,$350_pw,Townhouse,June 2016,3233,2016,6,MARENGO,350,205041094
1625,"3 / 15 GREAT OCEAN ROAD, MARENGO",-38.761101,143.671156,2.0,1.0,1,$350_pw,Unit,August 2016,3233,2016,8,MARENGO,350,205041094
1626,"3 / 15 GREAT OCEAN ROAD, MARENGO",-38.761101,143.671156,2.0,1.0,1,$350_pw,Unit,July 2016,3233,2016,7,MARENGO,350,205041094
1627,"3 / 15 GREAT OCEAN ROAD, MARENGO",-38.761101,143.671156,2.0,1.0,1,$350_per_week,Unit,June 2016,3233,2016,6,MARENGO,350,205041094
1630,"4 OCEAN PARK DRIVE, MARENGO",-38.772072,143.661674,5.0,2.0,0,$1200_-_$1820,none,May 2016,3233,2016,5,MARENGO,1820,202011021
1633,"1/15 GREAT OCEAN ROAD, MARENGO",-38.778081,143.661457,2.0,1.0,1,$285_Weekly,House,May 2016,3233,2016,5,MARENGO,285,211041272
1634,"UNIT 1/15 GREAT OCEAN ROAD, MARENGO",-38.778081,143.661457,2.0,1.0,1,$285_Weekly,none,April 2016,3233,2016,4,MARENGO,285,206031501
1635,"UNIT 1/15 GREAT OCEAN ROAD, MARENGO",-38.778081,143.661457,2.0,1.0,1,$285_Weekly,none,May 2016,3233,2016,5,MARENGO,285,203021043
1636,"1/1 NEWCOMBE STREET, MARENGO",-38.7768066,143.6589103,1.0,1.0,1,$195_Weekly,Block Units,April 2016,3233,2016,4,MARENGO,195,203021043
1640,"UNIT 1/1 NEWCOMBE STREET, MARENGO",-38.7768066,143.6589103,1.0,1.0,1,$195_Weekly,none,April 2016,3233,2016,4,MARENGO,195,213021346
1641,"15A GREAT OCEAN ROAD, MARENGO",-38.761101,143.671156,2.0,1.0,0,$350_per_week,Unit/apmt,March 2016,3233,2016,3,MARENGO,350,208031185
1642,"3B/15 GREAT OCEAN ROAD, MARENGO",-38.761101,143.671156,2.0,1.0,0,$350_per_week,Unit/apmt,March 2016,3233,2016,3,MARENGO,350,207021425
1644,"UNIT 2/1 NEWCOMBE STREET, MARENGO",-38.7771308,143.6614958,1.0,1.0,0,$195_Weekly,Unit/apmt,January 2016,3233,2016,1,MARENGO,195,206041121
1689,"73 RALEIGH ROAD, MARIBYRNONG",-37.769445,144.893516,4.0,2.0,1,$580,House,June 2016,3032,2016,6,MARIBYRNONG,580,214021383
1693,"20 WESTS ROAD, MARIBYRNONG",-37.771595,144.882036,3.0,2.0,2,$400_pw,Townhouse,April 2016,3032,2016,4,MARIBYRNONG,400,213031352
1694,"20 WESTS ROAD, MARIBYRNONG",-37.771595,144.882036,3.0,2.0,2,$400_per_week,Townhouse,April 2016,3032,2016,4,MARIBYRNONG,400,202031033
1695,"44 SKYLINE DRIVE, MARIBYRNONG",-37.7857673,144.8939231,2.0,2.0,1,$375,Unit/apmt,May 2016,3032,2016,5,MARIBYRNONG,375,205021082
1696,"44 SKYLINE DRIVE, MARIBYRNONG",-37.7857673,144.8939231,2.0,2.0,1,$375_per_week,Unit/apmt,May 2016,3032,2016,5,MARIBYRNONG,375,210031535
1697,"44 SKYLINE DRIVE, MARIBYRNONG",-37.7857673,144.8939231,2.0,2.0,1,$375_pw,Unit/apmt,May 2016,3032,2016,5,MARIBYRNONG,375,215011387
1698,"44 SKYLINE DRIVE, MARIBYRNONG",-37.7857673,144.8939231,2.0,2.0,1,$375_per_week,Unit/apmt,April 2016,3032,2016,4,MARIBYRNONG,375,214021384
1724,"20 BLAIR STREET, MARIBYRNONG",-37.774237,144.879694,3.0,2.0,2,$460,Townhouse,January 2016,3032,2016,1,MARIBYRNONG,460,213031349
1725,"20 BLAIR STREET, MARIBYRNONG",-37.774237,144.879694,3.0,2.0,2,$460_per_week,Townhouse,January 2016,3032,2016,1,MARIBYRNONG,460,214021384
1726,"20 BLAIR STREET, MARIBYRNONG",-37.774237,144.879694,3.0,2.0,2,$460_pw,Townhouse,January 2016,3032,2016,1,MARIBYRNONG,460,206021112
1760,"302/7 ORDNANCE RESERVE, MARIBYRNONG",-37.770634,144.881755,2.0,1.0,1,$370,Unit,February 2016,3032,2016,2,MARIBYRNONG,370,206021112
1761,"302/7 ORDNANCE RESERVE, MARIBYRNONG",-37.770634,144.881755,2.0,1.0,1,$370_per_week,Unit,February 2016,3032,2016,2,MARIBYRNONG,370,213031349
1762,"302/7 ORDNANCE RESERVE, MARIBYRNONG",-37.770634,144.881755,2.0,1.0,1,$370_pw,Unit,February 2016,3032,2016,2,MARIBYRNONG,370,205021084
1833,"25 GATEHOUSE PLACE, MARIBYRNONG",-37.773946,144.881122,3.0,2.0,1,$460,Unit,October 2016,3032,2016,10,MARIBYRNONG,460,216011406
1834,"25 GATEHOUSE PLACE, MARIBYRNONG",-37.773946,144.881122,3.0,2.0,1,$460_per_week,Unit,October 2016,3032,2016,10,MARIBYRNONG,460,211051284
1835,"25 GATEHOUSE PLACE, MARIBYRNONG",-37.773946,144.881122,3.0,2.0,1,$460_pw,Unit,October 2016,3032,2016,10,MARIBYRNONG,460,211011446
1948,"5/20 NAVIGATOR STREET, MARIBYRNONG",-37.76754379,144.89845276,2.0,1.0,1,$330_per_week,Unit,March 2016,3032,2016,3,MARIBYRNONG,330,202011021
1949,"5/20 NAVIGATOR STREET, MARIBYRNONG",-37.76754379,144.89845276,2.0,1.0,1,$330_pw,Unit,March 2016,3032,2016,3,MARIBYRNONG,330,210031535
1950,"5/20 NAVIGATOR STREET, MARIBYRNONG",-37.76754379,144.89845276,2.0,1.0,1,$330,Unit,March 2016,3032,2016,3,MARIBYRNONG,330,211051282
1971,"25 LAKESIDE CRESCENT, MARIBYRNONG",-37.784487,144.900071,4.0,3.0,1,$730,House,September 2016,3032,2016,9,MARIBYRNONG,730,213031349
1972,"25 LAKESIDE CRESCENT, MARIBYRNONG",-37.784487,144.900071,4.0,3.0,1,$730_per_week,House,September 2016,3032,2016,9,MARIBYRNONG,730,213031352
1973,"25 LAKESIDE CRESCENT, MARIBYRNONG",-37.784487,144.900071,4.0,3.0,1,$730_pw,House,September 2016,3032,2016,9,MARIBYRNONG,730,211051284
1990,"6/1 HORIZON DRIVE, MARIBYRNONG",-37.775729,144.891834,3.0,2.0,2,$450_pw,Unit,November 2016,3032,2016,11,MARIBYRNONG,450,211031265
1991,"6/1 HORIZON DRIVE, MARIBYRNONG",-37.775729,144.891834,3.0,2.0,2,$450_per_week,Unit,November 2016,3032,2016,11,MARIBYRNONG,450,207021425
1992,"6/1 HORIZON DRIVE, MARIBYRNONG",-37.775729,144.891834,3.0,2.0,2,$440_per_week,Unit,January 2016,3032,2016,1,MARIBYRNONG,440,213021346
2124,"G22/55 CUMBERLAND DRIVE, MARIBYRNONG",-37.7863538,144.8982816,2.0,1.0,2,$370,House,March 2016,3032,2016,3,MARIBYRNONG,370,213051363
2125,"G22/55 CUMBERLAND DRIVE, MARIBYRNONG",-37.7863538,144.8982816,2.0,1.0,2,$370_per_week,House,March 2016,3032,2016,3,MARIBYRNONG,370,213051363
2126,"G22/55 CUMBERLAND DRIVE, MARIBYRNONG",-37.7863538,144.8982816,2.0,1.0,2,$370_pw,House,March 2016,3032,2016,3,MARIBYRNONG,370,213051363
2182,"90 KYNOCH LANE, MARIBYRNONG",-37.772275,144.880249,2.0,2.0,1,$375_pw,Rental_residential,January 2016,3032,2016,1,MARIBYRNONG,375,202031032
2208,"22/3-5 GRANDVIEW AVENUE, MARIBYRNONG",-37.772786,144.893287,2.0,1.0,1,$300_pw,Rental_residential,December 2016,3032,2016,12,MARIBYRNONG,300,201011001
2209,"22/3-5 GRANDVIEW AVENUE, MARIBYRNONG",-37.772786,144.893287,2.0,1.0,1,$320_Week,Rental_residential,November 2016,3032,2016,11,MARIBYRNONG,320,201011001
2221,"113/4 LA SCALA AVENUE, MARIBYRNONG",-37.7803302,144.8930974,1.0,1.0,1,$320_pw,Rental_residential,August 2016,3032,2016,8,MARIBYRNONG,320,207021160
2227,"6/14 NAVIGATOR STREET, MARIBYRNONG",-37.767984,144.898355,2.0,1.0,1,$290_pw,Rental_residential,July 2016,3032,2016,7,MARIBYRNONG,290,212041460
2228,"6/14 NAVIGATOR STREET, MARIBYRNONG",-37.767984,144.898355,2.0,1.0,1,$290_pw,Rental_residential,June 2016,3032,2016,6,MARIBYRNONG,290,212051326
2244,"107/84 LA SCALA AVENUE, MARIBYRNONG",-37.7836652,144.8922434,2.0,1.0,1,$390_per_week,none,May 2016,3032,2016,5,MARIBYRNONG,390,214021384
2265,"303/30 LA SCALA AVENUE, MARIBYRNONG",-37.7836652,144.8922434,2.0,2.0,1,$440_pw,none,October 2016,3032,2016,10,MARIBYRNONG,440,215011391
2266,"303/30 LA SCALA AVENUE, MARIBYRNONG",-37.7836652,144.8922434,2.0,2.0,1,$410_per_week,none,September 2016,3032,2016,9,MARIBYRNONG,410,208031193
2267,"303/30 LA SCALA AVENUE, MARIBYRNONG",-37.7836652,144.8922434,2.0,2.0,1,$410_per_week,none,August 2016,3032,2016,8,MARIBYRNONG,410,211031265
2268,"303/30 LA SCALA AVENUE, MARIBYRNONG",-37.7836652,144.8922434,2.0,2.0,1,$440_per_week,none,August 2016,3032,2016,8,MARIBYRNONG,440,211031265
2276,"7 MITCHELL STREET, MARIBYRNONG",-37.783853,144.889775,3.0,1.0,1,$340_Weekly,House,December 2016,3032,2016,12,MARIBYRNONG,340,206051130
2277,"7 MITCHELL STREET, MARIBYRNONG",-37.783853,144.889775,3.0,1.0,1,$340_Week,House,December 2016,3032,2016,12,MARIBYRNONG,340,202011021
2278,"7 MITCHELL STREET, MARIBYRNONG",-37.783853,144.889775,3.0,1.0,1,$340_pw,House,December 2016,3032,2016,12,MARIBYRNONG,340,202011021
2309,"15/50 MIDDLE ROAD, MARIBYRNONG",-37.768417,144.89275,1.0,1.0,1,$235_pw,Rental_residential,November 2016,3032,2016,11,MARIBYRNONG,235,212021455
2310,"15/50 MIDDLE ROAD, MARIBYRNONG",-37.768417,144.89275,1.0,1.0,1,$260_Week,Rental_residential,October 2016,3032,2016,10,MARIBYRNONG,260,213031349
2335,"7/59 THE ESPLANADE, MARIBYRNONG",-37.767379,144.893365,1.0,1.0,1,$260_per_week,none,December 2016,3032,2016,12,MARIBYRNONG,260,216011406
2341,"403F/54 LA SCALA AVENUE, MARIBYRNONG",-37.7824151,144.8924828,2.0,1.0,1,$390_per_week,Available Date,July 2016,3032,2016,7,MARIBYRNONG,390,201011002
2349,"202/62 WESTS ROAD, MARIBYRNONG",-37.770515,144.88237,2.0,2.0,1,$400_per_week,Unit/apmt,January 2016,3032,2016,1,MARIBYRNONG,400,201011002
2364,"3/10 NEWSTEAD STREET, MARIBYRNONG",-37.76836,144.897164,2.0,1.0,1,$300_per_week,none,January 2016,3032,2016,1,MARIBYRNONG,300,207011152
2368,"9 CAVALRY CCT, MARIBYRNONG",-37.774441,144.88014,3.0,2.0,2,$430_Weekly,Townhouse,January 2016,3032,2016,1,MARIBYRNONG,430,202011022
2416,"308 / 80 LA SCALA AVENUE, MARIBYRNONG",-37.7838685,144.8922061,1.0,1.0,1,$330_per_week,Unit/apmt,February 2016,3032,2016,2,MARIBYRNONG,330,209041216
2423,"9 CAVALRY CIRCUIT, MARIBYRNONG",-37.774443,144.880129,3.0,2.0,2,$450_Weekly,Townhouse,January 2016,3032,2016,1,MARIBYRNONG,450,206021112
2424,"9 CAVALRY CIRCUIT, MARIBYRNONG",-37.774443,144.880129,3.0,2.0,2,$430_Weekly,Townhouse,January 2016,3032,2016,1,MARIBYRNONG,430,206021112
2470,"9/31 WARRS ROAD, MARIBYRNONG",-37.77242,144.892439,2.0,1.0,1,$390_per_week,Townhouse,August 2016,3032,2016,8,MARIBYRNONG,390,214011375
2471,"9/31 WARRS ROAD, MARIBYRNONG",-37.77242,144.892439,2.0,1.0,1,$400_per_week,Townhouse,July 2016,3032,2016,7,MARIBYRNONG,400,214011375
2479,"30 PARK DRIVE, MARIBYRNONG",-37.762955,144.884596,3.0,2.0,2,$580_per_week,Townhouse,April 2016,3032,2016,4,MARIBYRNONG,580,206021112
2575,"111/64 WESTS ROAD, MARIBYRNONG",-37.7722933,144.8816683,2.0,2.0,1,$410_pw,Rental_residential,December 2016,3032,2016,12,MARIBYRNONG,410,207021160
2576,"111/64 WESTS ROAD, MARIBYRNONG",-37.7722933,144.8816683,2.0,2.0,1,$395_pw,Rental_residential,February 2016,3032,2016,2,MARIBYRNONG,395,207021160
2585,"418/41-45 EDGEWATER BOULEVARD, MARIBYRNONG",-37.784921,144.8944522,1.0,1.0,1,$258_pw,Rental_residential,September 2016,3032,2016,9,MARIBYRNONG,258,211031450
2620,"205/32 LA SCALA AVENUE, MARIBYRNONG",-37.7805742,144.892449,2.0,2.0,1,$400_per_week,Available Now,November 2016,3032,2016,11,MARIBYRNONG,400,213031349
2660,"108/84 LA SCALA AVENUE, MARIBYRNONG",-37.7824005,144.892463,2.0,1.0,1,$375_per_week,none,March 2016,3032,2016,3,MARIBYRNONG,375,211031451
2702,"6/97-99 RALEIGH ROAD, MARIBYRNONG",-37.769232,144.89111,2.0,1.0,1,$270_per_week,Rental_residential,April 2016,3032,2016,4,MARIBYRNONG,270,208021177
2708,"206/64 WESTS ROAD, MARIBYRNONG",-37.7704603,144.882006,2.0,2.0,1,$430,Available Now,March 2016,3032,2016,3,MARIBYRNONG,430,211011446
2743,"28 KYNOCH LANE, MARIBYRNONG",-37.774041,144.879924,3.0,2.0,2,$470_per_week,none,February 2016,3032,2016,2,MARIBYRNONG,470,205011077
2804,"1/9 HORIZON DRIVE, MARIBYRNONG",-37.775684,144.893124,3.0,2.0,2,$490_Weekly,Unit/apmt,July 2016,3032,2016,7,MARIBYRNONG,490,213051363
2805,"1/9 HORIZON DRIVE, MARIBYRNONG",-37.775684,144.893124,3.0,2.0,2,$490_Week,Unit/apmt,July 2016,3032,2016,7,MARIBYRNONG,490,213051363
2806,"1/9 HORIZON DRIVE, MARIBYRNONG",-37.775684,144.893124,3.0,2.0,2,$490_pw,Unit/apmt,July 2016,3032,2016,7,MARIBYRNONG,490,213051363
2833,"98 KYNOCH LANE, MARIBYRNONG",-37.772068,144.880295,3.0,2.0,1,$420_per_week,Townhouse,December 2016,3032,2016,12,MARIBYRNONG,420,209041216
2834,"98 KYNOCH LANE, MARIBYRNONG",-37.772068,144.880295,3.0,2.0,1,$420_per_week,Townhouse,September 2016,3032,2016,9,MARIBYRNONG,420,206061135
2835,"98 KYNOCH LANE, MARIBYRNONG",-37.772068,144.880295,3.0,2.0,1,$420_per_week,Townhouse,July 2016,3032,2016,7,MARIBYRNONG,420,209041216
2836,"98 KYNOCH LANE, MARIBYRNONG",-37.772068,144.880295,3.0,2.0,1,$420_per_week,Townhouse,April 2016,3032,2016,4,MARIBYRNONG,420,208031189
2859,"209/77 VILLAGE WAY, MARIBYRNONG",-37.7711792,144.88041687,2.0,1.0,2,$350_pw,Unit/apmt,August 2016,3032,2016,8,MARIBYRNONG,350,212051323
2860,"209/77 VILLAGE WAY, MARIBYRNONG",-37.7711792,144.88041687,2.0,1.0,2,$360_pw,Unit/apmt,August 2016,3032,2016,8,MARIBYRNONG,360,206051512
2872,"6/8 MIDDLE ROAD, MARIBYRNONG",-37.767964,144.893746,2.0,1.0,1,$350_per_week,Unit/apmt,January 2016,3032,2016,1,MARIBYRNONG,350,207021159
2902,"101/54 LA SCALA AVENUE, MARIBYRNONG",-37.7807154,144.8924212,1.0,1.0,1,$350_Weekly,Unit/apmt,July 2016,3032,2016,7,MARIBYRNONG,350,201011483
2913,"6 LA SCALA AVENUE, MARIBYRNONG",-37.7824861,144.892466,3.0,3.0,2,$520_pw,House,May 2016,3032,2016,5,MARIBYRNONG,520,213021346
2964,"48 KYNOCH LANE, MARIBYRNONG",-37.773614,144.880011,2.0,1.0,2,$350_per_week,Townhouse,February 2016,3032,2016,2,MARIBYRNONG,350,213031348
2965,"48 KYNOCH LANE, MARIBYRNONG",-37.773614,144.880011,2.0,1.0,2,$350_per_week,Townhouse,January 2016,3032,2016,1,MARIBYRNONG,350,208031189
3081,"404/77 VILLAGE WAY, MARIBYRNONG",-37.771178,144.880419,3.0,2.0,1,$500_per_week,Unit/apmt,April 2016,3032,2016,4,MARIBYRNONG,500,207031167
3110,"1/10 ANGLERS WAY, MARIBYRNONG",-37.7695659,144.900138,1.0,1.0,1,$300_pw,Unit/apmt,December 2016,3032,2016,12,MARIBYRNONG,300,211031450
3111,"1/10 ANGLERS WAY, MARIBYRNONG",-37.7695659,144.900138,1.0,1.0,1,$320_Week,Unit/apmt,November 2016,3032,2016,11,MARIBYRNONG,320,211031450
3195,"58 KYNOCH LANE, MARIBYRNONG",-37.773342,144.880065,3.0,2.0,2,$450_Week,Townhouse,January 2016,3032,2016,1,MARIBYRNONG,450,207011154
3206,"1/8 CLYDE STREET, MARIBYRNONG",-37.768841,144.899387,2.0,1.0,1,$340_per_week,Unit/apmt,May 2016,3032,2016,5,MARIBYRNONG,340,201011483
3218,"30 WESTS ROAD, MARIBYRNONG",-37.772158,144.881966,3.0,2.0,2,$400_per_week,Townhouse,January 2016,3032,2016,1,MARIBYRNONG,400,213031349
3273,"51 RALEIGH ROAD, MARIBYRNONG",-37.769651,144.8954,3.0,1.0,2,$400_per_week,House,May 2016,3032,2016,5,MARIBYRNONG,400,211031450
3314,"G6/44 SKYLINE DRIVE, MARIBYRNONG",-37.7865023,144.894244,2.0,1.0,1,$370_per_week,none,May 2016,3032,2016,5,MARIBYRNONG,370,201011483
3320,"2 JETTY LANE, MARIBYRNONG",-37.7860726,144.8982676,3.0,2.0,0,$560_per_week,Townhouse,July 2016,3032,2016,7,MARIBYRNONG,560,201011483
3331,"11 RIVER STREET, MARIBYRNONG",-37.780206,144.889976,3.0,1.0,1,$350,House,October 2016,3032,2016,10,MARIBYRNONG,350,201011483
3332,"11 RIVER STREET, MARIBYRNONG",-37.780206,144.889976,3.0,1.0,1,$350_per_week,House,October 2016,3032,2016,10,MARIBYRNONG,350,201011483
3333,"11 RIVER STREET, MARIBYRNONG",-37.780206,144.889976,3.0,1.0,1,$350_pw,House,October 2016,3032,2016,10,MARIBYRNONG,350,213031352
3334,"11 RIVER STREET, MARIBYRNONG",-37.780206,144.889976,3.0,1.0,1,$350_pw,House,September 2016,3032,2016,9,MARIBYRNONG,350,213031352
3363,"6/2 HORIZON DRIVE, MARIBYRNONG",-37.775684,144.893124,1.0,1.0,0,$320_per_week,none,August 2016,3032,2016,8,MARIBYRNONG,320,211031265
3373,"2/6 NAVIGATOR STREET, MARIBYRNONG",-37.768702,144.898187,2.0,1.0,0,$325,none,February 2016,3032,2016,2,MARIBYRNONG,325,213031352
3374,"2/6 NAVIGATOR STREET, MARIBYRNONG",-37.768702,144.898187,2.0,1.0,0,$320_per_week,none,January 2016,3032,2016,1,MARIBYRNONG,320,209021525
3375,"2/6 NAVIGATOR STREET, MARIBYRNONG",-37.768702,144.898187,2.0,1.0,0,$320_pw,none,January 2016,3032,2016,1,MARIBYRNONG,320,217011423
3451,"2/14 NAVIGATOR STREET, MARIBYRNONG",-37.767996,144.898484,2.0,1.0,1,$325_per_week,Unit/apmt,October 2016,3032,2016,10,MARIBYRNONG,325,207011521
3458,"44 BIRDWOOD STREET, MARIBYRNONG",-37.784803,144.88534,4.0,2.0,1,$570_per_week,House,January 2016,3032,2016,1,MARIBYRNONG,570,204011054
3475,"21 SEA RUSH STREET, MARIBYRNONG",-37.7837625,144.8973435,3.0,2.0,1,$500_Weekly,Townhouse,July 2016,3032,2016,7,MARIBYRNONG,500,206021112
3476,"21 SEA RUSH STREET, MARIBYRNONG",-37.7837625,144.8973435,3.0,2.0,1,$500_per_week,Townhouse,July 2016,3032,2016,7,MARIBYRNONG,500,206021112
3477,"21 SEA RUSH STREET, MARIBYRNONG",-37.7837625,144.8973435,3.0,2.0,1,$500_pw,Townhouse,July 2016,3032,2016,7,MARIBYRNONG,500,207011521
3510,"5/79 RALEIGH ROAD, MARIBYRNONG",-37.769256,144.892926,2.0,1.0,1,$300_-_$1303_pw,Available Now,February 2016,3032,2016,2,MARIBYRNONG,1303,213031352
3550,"11/97-99 RALEIGH ROAD, MARIBYRNONG",-37.769017,144.891147,2.0,1.0,1,$320_per_week,Unit/apmt,February 2016,3032,2016,2,MARIBYRNONG,320,203021488
3613,"43 IBIS PLACE, MARIBYRNONG",-37.784551,144.897601,3.0,2.0,0,$530_per_week,Townhouse,May 2016,3032,2016,5,MARIBYRNONG,530,202011022
3661,"304/90 LA SCALA AVENUE, MARIBYRNONG",-37.7836652,144.8922434,2.0,2.0,0,$410_per_week,none,June 2016,3032,2016,6,MARIBYRNONG,410,208021180
3674,"3/61 WESTS ROAD, MARIBYRNONG",-37.771308,144.881625,2.0,1.0,1,$340_per_week,Unit/apmt,July 2016,3032,2016,7,MARIBYRNONG,340,209041530
3708,"5 SEA RUSH STREET, MARIBYRNONG",-37.7837505,144.8966544,5.0,4.0,2,$900_per_week,none,August 2016,3032,2016,8,MARIBYRNONG,900,207011520
3709,"5 SEA RUSH STREET, MARIBYRNONG",-37.7837505,144.8966544,5.0,4.0,2,$900_per_week,none,July 2016,3032,2016,7,MARIBYRNONG,900,205031093
3731,"16/14 HORIZON DRIVE, MARIBYRNONG",-37.7751388,144.8924937,2.0,2.0,1,$430_per_week,Townhouse,September 2016,3032,2016,9,MARIBYRNONG,430,206051512
3732,"16/14 HORIZON DRIVE, MARIBYRNONG",-37.7751388,144.8924937,2.0,2.0,1,$450_per_week,Townhouse,August 2016,3032,2016,8,MARIBYRNONG,450,206051512
3802,"29 BRIDLE TRACK, MARKWOOD",-36.475886,146.537598,4.0,2.0,0,$290_p.w.,House,January 2016,3678,2016,1,MARKWOOD,290,212031303
3821,"22 WILLIS AVENUE, MARLO",-37.793955,148.529484,4.0,1.0,4,$320,none,November 2016,3888,2016,11,MARLO,320,212031303
3822,"22 WILLIS AVENUE, MARLO",-37.793955,148.529484,4.0,1.0,4,$320,none,August 2016,3888,2016,8,MARLO,320,206021500
3823,"22 WILLIS AVENUE, MARLO",-37.793955,148.529484,4.0,1.0,4,$320,none,April 2016,3888,2016,4,MARLO,320,206021500
3848,"20 OLD MARLO ROAD, MARLO",-37.794041,148.531003,3.0,2.0,0,$1575,House,November 2016,3888,2016,11,MARLO,1575,206051512
3860,"22 RODWELL STREET, MARLO",-37.796626,148.54095,3.0,2.0,2,$2450,House,February 2016,3888,2016,2,MARLO,2450,212031303
3861,"22 RODWELL STREET, MARLO",-37.796626,148.54095,3.0,2.0,2,$2450,House,January 2016,3888,2016,1,MARLO,2450,212031303
3887,"64 JORGENSEN STREET, MARLO",-37.796158,148.54289,4.0,3.0,1,$2450,House,September 2016,3888,2016,9,MARLO,2450,201011484
3888,"64 JORGENSEN STREET, MARLO",-37.796158,148.54289,4.0,3.0,1,$2450_pw,House,July 2016,3888,2016,7,MARLO,2450,206051513
3889,"64 JORGENSEN STREET, MARLO",-37.796158,148.54289,4.0,3.0,1,$2450,House,April 2016,3888,2016,4,MARLO,2450,213031348
3890,"64 JORGENSEN STREET, MARLO",-37.796158,148.54289,4.0,3.0,1,$2450,House,February 2016,3888,2016,2,MARLO,2450,213031352
3905,"39 OLD MARLO ROAD, MARLO",-37.79256,148.529649,2.0,1.0,0,$980,none,November 2016,3888,2016,11,MARLO,980,216021414
3906,"39 OLD MARLO ROAD, MARLO",-37.79256,148.529649,2.0,1.0,0,$980,none,February 2016,3888,2016,2,MARLO,980,211031450
3919,"8 WILLIS AVENUE, MARLO",-37.795134,148.530053,4.0,2.0,1,$2450,none,August 2016,3888,2016,8,MARLO,2450,217011422
3936,"30 OLD MARLO ROAD, MARLO",-37.7931,148.530689,4.0,2.0,0,$2450,Rental_residential,December 2016,3888,2016,12,MARLO,2450,206051512
3937,"30 OLD MARLO ROAD, MARLO",-37.7931,148.530689,4.0,2.0,0,$2450,Rental_residential,June 2016,3888,2016,6,MARLO,2450,206051512
3950,"37 MARINE PARADE, MARLO",-37.795333862305,148.532928466797,3.0,1.0,0,$1540,none,November 2016,3888,2016,11,MARLO,1540,209041530
3951,"37 MARINE PARADE, MARLO",-37.795333862305,148.532928466797,3.0,1.0,0,$1540,none,January 2016,3888,2016,1,MARLO,1540,209041530
3990,"53 JORGENSEN, MARLO",-37.795449,148.541451,3.0,1.0,4,$1750,none,February 2016,3888,2016,2,MARLO,1750,212051326
4014,"LOT 1/12 WILLIAM COURT, MARLO",-37.794684,148.571133,2.0,1.0,0,$770,House,November 2016,3888,2016,11,MARLO,770,206021112
4015,"LOT 1/12 WILLIAM COURT, MARLO",-37.794684,148.571133,2.0,1.0,0,$770,House,June 2016,3888,2016,6,MARLO,770,205021085
4024,"UNIT 2/73 MARINE PARADE, MARLO",-37.795333862305,148.532928466797,2.0,1.0,2,$980,House,November 2016,3888,2016,11,MARLO,980,202031032
4025,"UNIT 2/73 MARINE PARADE, MARLO",-37.795333862305,148.532928466797,2.0,1.0,2,$980,House,January 2016,3888,2016,1,MARLO,980,202031032
4038,"9 JORGENSEN STREET, MARLO",-37.795858,148.534699,3.0,1.0,5,$560,House,November 2016,3888,2016,11,MARLO,560,207011520
4039,"9 JORGENSEN STREET, MARLO",-37.795858,148.534699,3.0,1.0,5,$560,House,January 2016,3888,2016,1,MARLO,560,205021085
4068,"58 JORGENSEN STREET, MARLO",-37.7962,148.542191,3.0,1.0,1,$190,none,August 2016,3888,2016,8,MARLO,190,217011420
4069,"58 JORGENSEN STREET, MARLO",-37.7962,148.542191,3.0,1.0,1,$910,none,April 2016,3888,2016,4,MARLO,910,217011420
4070,"58 JORGENSEN STREET, MARLO",-37.7962,148.542191,3.0,1.0,1,$910,none,February 2016,3888,2016,2,MARLO,910,211011449
4094,"23 OLD MARLO ROAD, MARLO",-37.793959,148.530184,3.0,1.0,1,$1960,House,April 2016,3888,2016,4,MARLO,1960,211031451
4095,"23 OLD MARLO ROAD, MARLO",-37.793959,148.530184,3.0,1.0,1,$300,House,April 2016,3888,2016,4,MARLO,300,206021112
4096,"23 OLD MARLO ROAD, MARLO",-37.793959,148.530184,3.0,1.0,1,$1960,House,February 2016,3888,2016,2,MARLO,1960,216021414
4112,"2 WILLIS AVE, MARLO",-37.795672,148.5301265,3.0,2.0,1,$260_per_week,House,October 2016,3888,2016,10,MARLO,260,205021085
4113,"2 WILLIS AVE, MARLO",-37.795672,148.5301265,3.0,2.0,1,$260,House,October 2016,3888,2016,10,MARLO,260,212051323
