,park,longitude,latitude,postcode,suburb
320,BABABI DJINANANG,144.979819995862,-37.7022300048611,3060,FAWKNER
321,NORM JARDINE PAVILION,145.138889990785,-38.1616499986382,3199,FRANKSTON
322,DIANE BYRNE PAVILION,145.142499974148,-38.1074999955543,3198,SEAFORD
323,BURT-KUR-MIN RESERVE,144.898679971278,-37.5965100016657,3064,CRAIGIEBURN
324,JOHN VANDELOO RESERVE,144.919959995745,-37.7158200028576,3046,OAK PARK
325,FIDDLERS GREEN,142.237429963242,-38.3837599828336,3284,PORT FAIRY
326,THOMAS MILLETT PARK,144.707979977003,-37.5979099997666,3429,SUNBURY
327,JUNCTION SQUARE,146.88733007879,-36.1200799446383,3690,WODONGA
328,NOWINGI PLACE,142.169829973346,-34.1852000205282,3500,MILDURA
329,BILL MINNS ROTUNDA,145.348489968893,-38.0284099963861,3806,BERWICK
330,ECOTHERAPY PARK,144.74322999868,-37.3458600055676,3434,ROMSEY
331,ADA CAMBRIDGE FORECOURT,144.896149973447,-37.8584800001202,3016,WILLIAMSTOWN
332,MOIRA RESERVE,145.979029957057,-36.5481600029358,3672,BENALLA
333,Karingga Park,143.78861997647,-37.5630399964193,3350,ALFREDTON
334,Henrika Kuljurgies Reserve,146.948229999887,-36.1381799514008,3691,KILLARA
335,Kosovar Park,146.9193499982,-36.1410999382156,3691,BANDIANA
336,Bidgood Park,146.949869995568,-36.1816999478105,3691,BARANDUDA
337,Mel Read Park,146.943889999501,-36.1819699433555,3691,BARANDUDA
338,BARANDUDA FIELDS,146.938060002174,-36.1670499398129,3691,BARANDUDA
339,McCubbin Park,145.157940001732,-37.8238999898682,3130,BLACKBURN
340,Wilhelm Koschel Reserve,146.883389979283,-36.164519965629,3690,WODONGA
341,North Park Recreation Reserve,142.775840029841,-37.051099973049,3380,STAWELL
342,BILL LAWRY OVAL,145.004869969766,-37.7828999970773,3070,NORTHCOTE
343,THE RIGHI RESERVE,145.057399986754,-37.763689998563,3084,EAGLEMONT
344,DOROTHY OLSEN RESERVE,145.316529976216,-37.8059599997745,3137,KILSYTH
345,CORANDERRK BUSHLAND RESERVE,145.521259963399,-37.6842899973913,3777,BADGER CREEK
346,FRANK GRECH RESERVE,144.867309972886,-37.7619599995606,3034,AVONDALE HEIGHTS
347,FREEWAY RESERVE,145.168679965509,-37.9179799981943,3170,MULGRAVE
348,KARDINIA PARK,144.352889966443,-38.1595399975908,3220,SOUTH GEELONG
349,KATUNGA RECREATION RESERVE,145.452699938847,-35.9974101198102,3640,KATUNGA
350,SAWPIT PICNIC AREA,141.686809958549,-38.2351299871146,3305,HEATHMERE
351,SCOBORIO RESERVE,142.508809980578,-38.3930899855482,3280,WARRNAMBOOL
352,SEACOMBE PARK,142.239869975472,-38.3765099829296,3284,PORT FAIRY
353,RALPH ILLIDGE SANCTUARY,142.834380005062,-38.3936299917397,3277,NARINGAL EAST
354,RIA VISTA PARK,142.1604200015,-34.1765100309379,3500,MILDURA
355,NICOLA DAVIS CONSERVATION RESERVE,145.075880006897,-37.632070000015,3752,SOUTH MORANG
356,WANGARATTA LIONS PARK,146.313849970308,-36.3598999842053,3677,WANGARATTA
357,NELSON PARK,141.600459972517,-38.3664299951774,3305,PORTLAND
358,NEWBRIDGE RECREATION RESERVE,143.904869988666,-36.7386400056726,3551,NEWBRIDGE
359,BERRIWILLOCK RECREATION RESERVE,142.990109983105,-35.638979961904,3531,BERRIWILLOCK
360,BIG DESERT WILDERNESS PARK,141.062089725456,-35.710399480163,3490,BIG DESERT
361,BIRCHIP RECREATION RESERVE,142.911519991165,-35.9789199513716,3483,BIRCHIP
362,PRINCE OF WALES PARK,143.817110006875,-37.5497299981481,3355,LAKE GARDENS
363,PRINCES PARK OVAL,143.74125996627,-37.0429000001778,3465,MARYBOROUGH
364,NORTHCOTT PARK,143.900649961413,-37.43074999574,3363,CRESWICK
365,FAWKNER AVENUE RESERVE,144.767939998451,-38.3603099955088,3942,BLAIRGOWRIE
366,ECCO PARK,145.013539996192,-38.2762799977141,3934,MOUNT MARTHA
367,BRACKEN RIDGE BUSHLAND RESERVE,144.956049979742,-38.3453699982011,3936,DROMANA
368,BALD HILL NATURE CONSERVATION RESERVE,145.022189989476,-38.3503599967609,3937,RED HILL
369,BALCOMBE ESTUARY RESERVE,145.022629976914,-38.2642599982639,3934,MOUNT MARTHA
370,B A CAIRNS RESERVE,145.01573998323,-38.4711999950562,3929,FLINDERS
371,DAVID MACFARLAN RESERVE,144.736749955476,-38.3374099962633,3943,SORRENTO
372,JACKSON WAY RESERVE,144.969509986091,-38.3477899981362,3936,DROMANA
373,TARA DRIVE RESERVE,145.17116002198,-38.3066599967601,3915,HASTINGS
374,KING CREEK BUSHLAND RESERVE,145.170039982617,-38.2937499966034,3915,HASTINGS
375,STUMPY GULLY RESERVE,145.12829994948,-38.3701999961859,3926,BALNARRING
376,OSMENT COURT RESERVE,145.199339985615,-38.3548699970078,3919,CRIB POINT
377,HORIZONS COMMUNITY PARK,144.997359976661,-38.3160699978487,3936,SAFETY BEACH
378,OLIVERS CREEK BUSHLAND RESERVE,145.158800000409,-38.259549996616,3913,TYABB
379,CRAIGIE ROAD RESERVE,145.046839989371,-38.2576499968857,3934,MOUNT MARTHA
380,HARRAP CREEK RESERVE,145.047559991728,-38.2532699979083,3934,MOUNT MARTHA
381,BALCOMBE CREEK,145.072729974567,-38.2507399966237,3931,MORNINGTON
382,SUMMERFIELDS WETLANDS,145.069749970681,-38.2454199963859,3931,MORNINGTON
383,WARANA RESERVE,145.093739972406,-38.1916299977075,3930,MOUNT ELIZA
384,E G RITCHIE MEMORIAL FLORA RESERVE,144.768339983069,-38.3723399946092,3942,BLAIRGOWRIE
385,MILTON RESERVE,144.79663998101,-38.3726699965252,3941,RYE
386,Moonah Waren Bushland Reserve,144.79663998101,-38.3726699965252,3941,RYE
387,VERN WRIGHT RESERVE,144.870009971936,-38.3731799975059,3940,CAPEL SOUND
388,MERRICKS BEACH FORESHORE RESERVE,145.090559956163,-38.406189998803,3916,MERRICKS
389,ADELAIDE RESERVE,145.034179978547,-38.2309999968527,3931,MORNINGTON
390,WOODVALE GROVE RESERVE,144.921409983566,-38.3572999959091,3939,ROSEBUD
391,WESTPARK RESERVE,145.174819990636,-38.2949799969419,3915,HASTINGS
392,WELLINGTON ROAD RESERVE,145.159980006581,-38.2561299956766,3913,TYABB
393,WATTLE GULLY CLOSE RESERVE,145.181229977915,-38.2374499960328,3912,SOMERVILLE
394,Colston Drive Reserve,144.751199977297,-37.6846200022181,3037,HILLSIDE
395,Lachlans Field,144.755339969778,-37.6921300025441,3037,HILLSIDE
396,Toolern Creek Park,144.584079999468,-37.7389999983359,3338,MELTON SOUTH
397,The Serpentine,144.734129981817,-37.7448500024406,3023,CAROLINE SPRINGS
398,Goulding Park,144.725989989057,-37.6996300026115,3335,PLUMPTON
399,The Regency Reserve,144.730819981235,-37.690130001878,3037,HILLSIDE
400,Maloneys Biodiversity Reserve,144.603810003432,-37.7730499968654,3024,MOUNT COTTRELL
401,Mount Cottrell Volcano Biodiversity Reserve,144.627189983283,-37.7644599953769,3024,MOUNT COTTRELL
402,Anderson Avenue Reserve,144.738549983415,-37.7414400037174,3023,CAROLINE SPRINGS
403,The Grove Reserve,144.734309984238,-37.7406200044265,3023,CAROLINE SPRINGS
404,MAITS REST SCENIC RESERVE,143.554310019365,-38.7553999939027,3233,CAPE OTWAY
405,MAROXOMS PARK,142.016260024334,-34.2167900320875,3505,MERBEIN SOUTH
406,LYONS BUSHLAND RESERVE,141.449029998039,-38.0053999998166,3304,LYONS
407,NARRAPORT SCHOOL RESERVE,143.335150022297,-35.8776299694316,3527,TOWANINNY
408,WY YUNG RECREATION RESERVE,147.619789979026,-37.8132499893838,3875,WY YUNG
409,WEST BAIRNSDALE RECREATION RESERVE,147.624819987762,-37.8323599909024,3875,BAIRNSDALE
410,SWAN REACH RECREATION RESERVE,147.859040035778,-37.8242600015073,3903,SWAN REACH
411,A J FREEMAN RESERVE,147.716279988864,-37.9134399946712,3880,PAYNESVILLE
412,KOALA COURT RESERVE,148.452780002655,-37.6943599939667,3888,ORBOST
413,BALMORAL CRESCENT RESERVE,147.628469989281,-37.8153299920842,3875,EASTWOOD
414,ROTARY PARK WEST,147.598540004909,-37.8191999897402,3875,BAIRNSDALE
415,KEYTE COURT RESERVE,147.601240002381,-37.819729989957,3875,BAIRNSDALE
416,CAMERON CRESCENT RESERVE,147.650410015303,-37.8250899938841,3875,EAST BAIRNSDALE
417,HARNHAM DRIVE RESERVE,147.592859982611,-37.8372599874047,3875,BAIRNSDALE
418,LAKE BUNGA FORESHORE RESERVE,148.041440000858,-37.8616700064249,3909,LAKE BUNGA
419,A M PEARSON HISTORICAL PARK,147.592409972273,-37.1011299626919,3898,OMEO
420,BAIRNSDALE CITY OVAL,147.624479986877,-37.8319099918726,3875,BAIRNSDALE
421,BEMM RIVER RECREATION RESERVE,148.95753008023,-37.755500022513,3889,BEMM RIVER
422,BRUTHEN RECREATION RESERVE,147.835079967005,-37.7129399958859,3885,BRUTHEN
423,CANN RIVER RECREATION RESERVE,149.155649998064,-37.5682299861464,3890,CANN RIVER
424,CREIGHTON LAUGHTONS ROAD RESERVE,147.972169980762,-37.876670011928,3909,KALIMNA
425,DAVIES STREET RESERVE,147.614419984607,-37.8318299900758,3875,BAIRNSDALE
426,FERRY RESERVE,147.727429974086,-37.9202799946015,3880,RAYMOND ISLAND
427,FOREST PARK,148.452840001704,-37.7092099920659,3888,ORBOST
428,HODDINOTT STREET RESERVE,147.65418001933,-37.8276999931995,3875,EAST BAIRNSDALE
429,LIONS PARK EASTERN BEACH,148.015169974525,-37.8758200163913,3909,LAKES ENTRANCE
430,LIONS PARK MALLACOOTA,149.758439968522,-37.559359944247,3892,MALLACOOTA
431,NICHOLSON RESERVE,147.739789986063,-37.8169499929352,3882,NICHOLSON
432,NOORINBEE PUBLIC PURPOSES RESERVE,149.170700037488,-37.5166600001013,3890,NOORINBEE
433,OMEO RECREATION RESERVE,147.597839972166,-37.0946599630795,3898,OMEO
434,SKIDALE CLOSE RESERVE,148.085579993966,-37.8566999909667,3909,LAKE TYERS BEACH
435,BENDOC COMMUNITY RECREATION RESERVE,148.885320040026,-37.1474199845285,3888,BENDOC
436,COMBIENBAR RECREATION RESERVE,149.015970006356,-37.3968099861709,3889,COMBIENBAR
437,JORGENSEN STREET RESERVE,148.53748999104,-37.7955099916119,3888,MARLO
438,LOCHIEL STREET RESERVE,148.455409996911,-37.7119499922954,3888,ORBOST
439,SARSFIELD RECREATION RESERVE,147.713739978169,-37.7563099954794,3875,SARSFIELD
440,BENAMBRA PUBLIC HALL RESERVE,147.703709998758,-36.9555699455765,3900,BENAMBRA
441,METUNG FORESHORE RESERVE,147.854029965931,-37.8925500005363,3904,METUNG
442,BENDON PUBLIC RECREATION RESERVE,148.881860038726,-37.1464499852308,3888,BENDOC
443,SAW PIT PICNIC AREA,141.688259959277,-38.235259986195,3285,NARRAWONG
444,GOODMAN PARK,141.392520074622,-37.5880700252631,3311,CASTERTON
445,MOUNT RICHMOND RECREATION RESERVE,141.354839991479,-38.1961500069048,3305,MOUNT RICHMOND
446,BOLWARRA RECREATION RESERVE,141.613160106716,-38.281230017362,3305,BOLWARRA
447,CAVALIER PARK,141.616080035511,-38.368590016042,3305,PORTLAND
448,FRIENDLY SOCIETY RESERVE,141.603159999141,-38.3538000022494,3305,PORTLAND
449,YARRAMAN PARK,141.586969979984,-38.3660399844404,3305,PORTLAND WEST
450,HOMERTON RECREATION RESERVE,141.762979969543,-38.1373999917187,3304,HOMERTON
451,MUMBANNAR RECREATION RESERVE,141.199590037938,-37.9285700280549,3304,MUMBANNAR
452,STRATHDOWNIE RECREATION RESERVE,141.136419586961,-37.7274201645182,3312,STRATHDOWNIE
453,TYRENDARRA RECREATION RESERVE,141.779539960474,-38.2176299861135,3285,TYRENDARRA
454,DIGBY RECREATION RESERVE,141.531370037896,-37.8024800330419,3309,DIGBY
455,DARTMOOR PUBLIC PARK,141.271930073572,-37.9228300248509,3304,DARTMOOR
456,CANTERBURY PARK,144.254790006475,-36.7144900021504,3556,EAGLEHAWK
457,COOINDA PARK,144.244809972167,-36.7836300029359,3555,GOLDEN SQUARE
458,LONGLEA RECREATION RESERVE,144.425869987679,-36.7752199997834,3551,LONGLEA
459,WOODVALE RECREATION RESERVE,144.228109980951,-36.6845599982174,3556,WOODVALE
460,RANDAZZO PARK,144.964589980197,-37.769570003238,3056,BRUNSWICK
461,WATTLE GROVE BUSHLAND RESERVE,144.720489978789,-38.3242399970868,3944,PORTSEA
462,NARANG COURT RESERVE,145.060379974708,-38.2239399966096,3931,MORNINGTON
463,MOUNT ELIZA PARK,145.097129970368,-38.2046499970211,3930,MOUNT ELIZA
464,SHEOAK GROVE RESERVE,144.99150997892,-38.2958999993245,3934,MOUNT MARTHA
465,MILLBANK BUSHLAND RESERVE,145.10770997677,-38.1932299976803,3930,MOUNT ELIZA
466,MELBOURNE ROAD LINEAR RESERVE,144.749979978444,-38.3528999962506,3943,SORRENTO
467,VAN NESS RESERVE,145.043829983011,-38.2385599975618,3931,MORNINGTON
468,MARIE COURT RESERVE,145.103419972674,-38.1918799983762,3930,MOUNT ELIZA
469,LOMBARDY AVENUE,144.978569997013,-38.3430100007269,3936,DROMANA
470,LORD SOMERS CAMP PLAYING FIELD,145.14771997779,-38.390369996651,3927,SOMERS
471,LOMICA DRIVE RESERVE,145.180480017902,-38.3105299964292,3915,HASTINGS
472,KOALA COURT RESERVE,145.173969991181,-38.3899899974648,3927,SOMERS
473,CHILDRENS BUSHLAND RESERVE,144.784029991089,-38.3649599956249,3942,BLAIRGOWRIE
474,KARINA-KIANDRA RESERVE,145.045129991176,-38.2440399976847,3931,MORNINGTON
475,JAMES COURT RESERVE,145.019759987575,-38.271919998114,3934,MOUNT MARTHA
476,ILUKA PLACE RESERVE,145.040019977862,-38.2278799962346,3931,MORNINGTON
477,HUTCHINS PARK,145.047369981284,-38.2394899968108,3931,MORNINGTON
478,HIBISCUS GROVE RESERVE,144.791729985035,-38.3712599961843,3941,RYE
479,WARILDA RESERVE,145.045479985491,-38.2406299976879,3931,MORNINGTON
480,HOVE ROAD BUSHLAND RESERVE,145.018839994254,-38.2853599991332,3934,MOUNT MARTHA
481,TANTI CREEK RESERVE,145.047459977065,-38.2232199967171,3931,MORNINGTON
482,ROSYTH ROAD RESERVE,145.153000006431,-38.3583200008201,3918,BITTERN
483,GRANT ROAD RESERVE,145.175569957057,-38.2181699945225,3912,SOMERVILLE
484,GORIS CLOSE RESERVE,145.169669966748,-38.337999995849,3918,BITTERN
485,STRATFORD CLOSE WALKWAY,145.171599974673,-38.2368999973627,3912,SOMERVILLE
486,STAN WILLIAMS RESERVE,144.957209979368,-38.3468999982898,3936,DROMANA
487,BROXBOURNE BRAE,145.056179973557,-38.2410599974259,3931,MORNINGTON
488,RICHARDSON DRIVE RESERVE,145.05389997536,-38.2283799971914,3931,MORNINGTON
489,GASKIN AVENUE RESERVE,145.191009991558,-38.3148599961853,3915,HASTINGS
490,FLINDERS STREET RESERVE,145.177779979434,-38.3458799964587,3918,BITTERN
491,SPUNNER COURT RESERVE,144.732679958077,-38.3385199969957,3943,SORRENTO
492,SOMERVILLE CRESCENT RESERVE,145.189249988877,-38.2250999955126,3912,SOMERVILLE
493,FITZJOHNS COURT RESERVE,144.714259969241,-38.3210299966476,3944,PORTSEA
494,FINLAYSON AVENUE RESERVE,144.99860998356,-38.2877899997612,3934,MOUNT MARTHA
495,FORESHORE RESERVE,145.163579963427,-38.3953199967782,3927,SOMERS
496,VISTA COURT RESERVE,145.179520001249,-38.2461299959677,3912,SOMERVILLE
497,VILLAWOOD DRIVE RESERVE,145.18015000071,-38.3038099963652,3915,HASTINGS
498,ELIZABETH STREET RESERVE,145.186310007978,-38.3095799958272,3915,HASTINGS
499,TERN AVENUE RESERVE,144.8700099713,-38.3698599964856,3940,CAPEL SOUND
500,SINCLAIR STREET RESERVE,145.172179966488,-38.2286499963521,3912,SOMERVILLE
501,EAST CRESCENT RESERVE,145.177029995533,-38.3909299976824,3927,SOMERS
502,DUNNS ROAD RESERVE,145.042040005776,-38.252599997525,3934,MOUNT MARTHA
503,DUNNS CREEK RESERVE,144.989689976439,-38.3213099993554,3936,SAFETY BEACH
504,DOWDLE RESERVE,145.002709984535,-38.2723799979477,3934,MOUNT MARTHA
505,DELEPAN DRIVE RESERVE,145.185079984148,-38.2561999964146,3913,TYABB
506,VICTORIA RESERVE,145.017849976735,-38.2644599979372,3934,MOUNT MARTHA
507,CYPRESS COURT RESERVE,144.721579977393,-38.3261099971717,3944,PORTSEA
508,CORAL CLOSE RESERVE,144.921459982166,-38.3790299960452,3939,ROSEBUD
509,CONWAY COURT RESERVE,145.165259975919,-38.2267499968616,3912,SOMERVILLE
510,COMMUNITY CENTRE RESERVE,145.057699975202,-38.2237499974242,3931,MORNINGTON
511,COLSTAN COURT RESERVE,145.093699972973,-38.1865599976736,3930,MOUNT ELIZA
512,CLAIRMONT CLOSE RESERVE,145.167829973951,-38.2223899950126,3912,SOMERVILLE
513,TYALLA GROVE RESERVE,145.040869977596,-38.2289299962994,3931,MORNINGTON
514,GOOLGOWIE BUSHLAND RESERVE,144.929529980178,-38.3840799946266,3939,ROSEBUD
515,SEAVIEW RESERVE,145.04187997684,-38.2341599974009,3931,MORNINGTON
516,TODD GROVE RECREATION RESERVE,145.186769985524,-38.2232099953291,3912,SOMERVILLE
517,SEASCAPE AVENUE RESERVE,145.114899968822,-38.3704899992629,3926,BALNARRING
518,ALAMEDA RESERVE,145.041769979625,-38.2362899974064,3931,MORNINGTON
519,ROTARY PARK,145.187250003491,-38.31245999591,3915,HASTINGS
520,ROSINA STREET RESERVE,144.792089963437,-38.3853099972944,3941,RYE
521,RECREATION RESERVE,144.956599980533,-38.3372999981894,3936,DROMANA
522,RAYMOND STREET RESERVE,145.171569965302,-38.2222999952709,3912,SOMERVILLE
523,RAMSAY COURT RESERVE,145.014099991401,-38.2734899977354,3934,MOUNT MARTHA
524,QUINNS PARK,144.85868997031,-38.3698399977161,3941,TOOTGAROOK
525,BATMAN AVENUE,145.101649974802,-38.2025799973199,3930,MOUNT ELIZA
526,THE RIDGE RESERVE,145.099219970396,-38.2010699981431,3930,MOUNT ELIZA
527,PORT PHILLIP DRIVE RESERVE,145.046639977796,-38.2360199967393,3931,MORNINGTON
528,TERRIGAL STREET RESERVE,145.063999974065,-38.2239899958589,3931,MORNINGTON
529,POPLAR DRIVE RESERVE,144.915929983925,-38.371959997625,3939,ROSEBUD
530,TARANNA STREET RESERVE,145.058089975355,-38.2217399974387,3931,MORNINGTON
531,OSBOURNE DRIVE RESERVE,145.034080000398,-38.2506299959662,3934,MOUNT MARTHA
532,SYLVAN BUSHLAND RESERVE,144.911279984049,-38.3783299963469,3939,ROSEBUD
533,NIXON STREET RESERVE,144.914859984375,-38.3695899975375,3939,ROSEBUD
534,MALAHANG PARADE RESERVE,145.049029977742,-37.7404000028432,3081,HEIDELBERG HEIGHTS
535,MALVERN CRICKET GROUND,145.034589990491,-37.8573499925772,3144,MALVERN
536,MANGALORE FLORA PARK,145.148479974299,-36.9398500046669,3663,MANGALORE
537,J W MANSON RESERVE,145.236719971189,-37.8408899944339,3152,WANTIRNA
538,CALDER RISE NEIGHBOURHOOD PARK,144.823159981427,-37.7165000042823,3036,KEILOR
539,CALDER RISE PARK,144.823159981427,-37.7165000042823,3036,KEILOR
540,ORCHID SQUARE RESERVE,144.764579980626,-37.7066500022581,3037,SYDENHAM
541,OVERTON LEA PARK,144.76363997919,-37.7029000021713,3037,SYDENHAM
542,STAGECOACH RESERVE,144.767759981508,-37.7026100014478,3037,SYDENHAM
543,TRICKS RESERVE,145.019359977341,-37.9653299922002,3193,BLACK ROCK
544,WISHART RESERVE,145.025760004429,-37.9360399904582,3188,HAMPTON EAST
545,INDIGENOUS RESOURCE GARDEN,145.018699974106,-37.9593899921182,3191,SANDRINGHAM
546,FRANK GARTH RESERVE,146.330279979331,-36.3536799873782,3677,WANGARATTA
547,LAWRENCE RESERVE,145.138139999599,-37.8563999847015,3151,BURWOOD EAST
548,RUFFEY LAKE PARK,145.138279978434,-37.7756699922101,3106,TEMPLESTOWE
549,CANDLEBARK WALK,145.267649988552,-37.7709699981502,3136,CROYDON HILLS
550,STRINGYBARK RESERVE,145.22094998666,-37.85235999741,3152,WANTIRNA
551,LOYS PADDOCK,145.009479985566,-37.8324999997009,3142,TOORAK
552,BUCKANBE PARK,145.19892996163,-37.8328899947619,3133,VERMONT
553,OLD SCHOOL YARD BALMORAL,141.795699936437,-37.2492900081353,3407,BALMORAL
554,PANTON HILL FIREFIGHTERS MEMORIAL PARK,145.240869976417,-37.6416999984829,3759,PANTON HILL
555,Pristine Drive Park,144.618609973311,-37.8722199974688,3024,WYNDHAM VALE
556,OLIVES CORNER,144.942059993661,-37.8381999961244,3207,PORT MELBOURNE
557,COUGHLAN RESERVE,145.133219958142,-37.9773899961106,3172,DINGLEY VILLAGE
558,Frog Way Park,144.692499979579,-37.8147199950706,3029,TARNEIT
559,Greenbank Way Park,144.724719986161,-37.8783299966326,3030,POINT COOK
560,Carnboon Park,144.651389981671,-37.9183299969499,3030,WERRIBEE
561,KEVIN ADLARD RESERVE,145.252269969689,-37.992529998454,3177,EUMEMMERRING
562,ROD LAVIN RESERVE,145.26162997901,-37.9929399971077,3802,ENDEAVOUR HILLS
563,LORNA WILSON RESERVE,145.295129991972,-38.0126299985626,3805,NARRE WARREN
564,NICK DRODGE RESERVE,145.308419958985,-38.0275799985819,3805,NARRE WARREN
565,BOBBY HRYCKOW RESERVE,145.339619974399,-38.0108899986576,3806,BERWICK
566,LANCE REICHSTEIN PLAYGROUND,144.854309973523,-37.786240001828,3019,BRAYBROOK
567,Tulsi Avenue Park,144.637499984563,-37.9233299960494,3030,WERRIBEE
568,DIMMICKS BUSHLAND RESERVE,144.782019971507,-38.3827299965974,3942,BLAIRGOWRIE
569,JAMES FORD RESERVE,144.719589973641,-38.3270699970434,3944,PORTSEA
570,BRUCE AITKEN PLAYGROUND,145.145139971933,-38.1142899937786,3198,SEAFORD
571,JACK DILLON RESERVE,144.206259971432,-37.8226299949096,3342,DURDIDWARRAH
572,GARY WATSON OVAL,145.023479977576,-38.2659599983326,3934,MOUNT MARTHA
573,SLIPS RESERVE,144.766119995882,-38.3593199953797,3942,BLAIRGOWRIE
574,ALEXANDER WEBB PARK,144.343059967575,-38.1747099980363,3216,BELMONT
575,Farm Road Park,144.654439984227,-37.9174999971494,3030,WERRIBEE
576,Webster Street Reserve,144.71638997151,-37.888609997135,3030,POINT COOK
577,Rosso Drive Park,144.683329968965,-37.8166699964663,3029,TARNEIT
578,CHARLES EDWARD BROWN RESERVE,143.843240010771,-37.5356399977249,3355,WENDOUREE
579,JENKINS RESERVE,145.447639974609,-36.1292900303107,3636,NUMURKAH
580,STRINGERS CORNER PARK,144.742089964355,-38.3390099956333,3943,SORRENTO
581,NYERIMILANG PARK,147.93347996521,-37.8701300087721,3909,NYERIMILANG
582,J F O'BRIEN RESERVE,144.779309988796,-37.8862399943656,3028,ALTONA MEADOWS
583,OAK PARK RESERVE,144.924869991401,-37.7204000032209,3046,OAK PARK
584,OCEAN GROVE NATURE RESERVE,144.528479978405,-38.2442899997372,3222,WALLINGTON
585,OCEAN PARK,144.759869969964,-38.368739995015,3942,BLAIRGOWRIE
586,WINDMILL RESERVE,144.325019998067,-38.1528500007159,3220,NEWTOWN
587,WINDSOR RESERVE,144.361529986247,-38.0901299957349,3214,NORLANE
588,WINGAN INLET NATIONAL PARK,149.497369947905,-37.7212399165132,3891,WINGAN RIVER
589,WINGROVE PARK,145.144719977616,-37.7273299983545,3095,ELTHAM
590,WINSOR RESERVE,145.080049970803,-37.7181300008377,3085,MACLEOD
591,WINTER RESERVE,144.339609982192,-38.1841100028667,3216,BELMONT
592,WINDERMERE RESERVE,145.263479993417,-37.8962399966378,3156,FERNTREE GULLY
593,MARIBYRNONG PARK,144.903739986222,-37.7651800010589,3039,MOONEE PONDS
594,THE KNOB RECREATION RESERVE,147.100419998538,-37.9792899848575,3862,STRATFORD
595,THE MERRICKS STATION RESERVE,145.087919975449,-38.3898499995212,3916,MERRICKS
596,JACK MAHER PARK,146.907820040515,-36.1285099372543,3690,WODONGA
597,SISTER WILLET PARK,146.898500064216,-36.1267799295328,3690,WODONGA
598,PEG SPRY PARK,146.910020049334,-36.1270199444122,3690,WODONGA
599,GORDON HARTSMAN PARK,146.876599992082,-36.1497899650159,3690,WODONGA
600,CASTLE HEIGHTS PARK,146.883629995281,-36.1469199605322,3690,WODONGA
601,HAROLD DRAPER PARK,146.881599991685,-36.1548999634298,3690,WODONGA
602,HOLLOWAY PARK,146.899750108442,-36.1230899316039,3690,WODONGA
603,HERB HARRIS PARK,146.856009910028,-36.1357100363581,3690,WEST WODONGA
604,BILL BUCKPITT PARK,146.845629957649,-36.1361499995723,3690,WEST WODONGA
605,JOHN SCHWIND PARK,146.847269958716,-36.1332800016781,3690,WEST WODONGA
606,THOMAS REIDY PARK,146.860969910194,-36.1360100387371,3690,WEST WODONGA
607,DANIEL RHODES PARK,146.855879922554,-36.1399900263762,3690,WEST WODONGA
608,JOHN HADDLETON PARK,146.858079922261,-36.1394600275399,3690,WEST WODONGA
609,COYLE PARK,146.83777002049,-36.1225099678861,3690,WEST WODONGA
610,ELFY QUICK PARK,146.846260010833,-36.1250199775473,3690,WEST WODONGA
611,ALFRED INGRAM PARK,146.831560011679,-36.120869974404,3690,WEST WODONGA
612,BIRALLEE PARK,146.85840998463,-36.1271500024846,3690,WEST WODONGA
613,JOHN POTTER PARK,146.865569969966,-36.1488699841709,3690,WODONGA
614,TONY PLOWMAN PARK,146.86293994005,-36.1431600129337,3690,WEST WODONGA
615,MARIMBA PARK,146.860960030702,-36.1229699846511,3690,WEST WODONGA
616,ERN HART WOODLAND,146.910180028978,-36.1298699374431,3690,WODONGA
617,GAYVIEW PARK,146.857460017186,-36.1236599853895,3690,WEST WODONGA
618,RESULOGLU RESERVE,144.920959981428,-37.6523000015309,3048,MEADOW HEIGHTS
619,RECEP RESULOGLU RESERVE,144.920959981428,-37.6523000015309,3048,MEADOW HEIGHTS
620,VALENTINA GILLARD PARK,146.840230021781,-36.116549967034,3690,WEST WODONGA
621,HOWARD WILSON OVAL,145.136120005887,-37.8205399873395,3128,BOX HILL
622,SALTWATER RESERVE,144.75528996858,-37.9085899958811,3030,POINT COOK
623,PETER SIDDLE OVAL,146.407229983855,-38.2274999989533,3840,MORWELL
624,WARD MORRISON PARK,146.872089981235,-36.1633999677617,3690,WODONGA
625,BOB CROSBY PARK,146.837600025862,-36.1195199678537,3690,WEST WODONGA
626,SUSAN CAMPBELL RESERVE,146.86850994419,-36.1428400083551,3690,WODONGA
627,WESTLANDS PARK,146.857989948277,-36.1307900194764,3690,WEST WODONGA
628,WIGGY JACKSON PARK,146.856429926267,-36.1330500293726,3690,WEST WODONGA
629,BRIAN ESLER PARK,146.860549928634,-36.1327900316841,3690,WEST WODONGA
630,JOHN BYRNE PARK,146.853389975322,-36.1281600011096,3690,WEST WODONGA
631,ARTHUR DUNSTAN PARK,146.899870047791,-36.1285499256488,3690,WODONGA
632,RIFLE BUTTS,145.985979954025,-36.0134599839745,3730,YARRAWONGA
633,RIGHETTI OVAL,145.03736999598,-37.8392899916561,3144,KOOYONG
634,LINDENOW SOUTH GOLF COURSE,147.430700070974,-37.8323500136083,3875,LINDENOW SOUTH
635,A K LINES RESERVE,145.087609977005,-37.7043000002721,3087,WATSONIA
636,KEITH MCCORKELL PARK,145.417179989775,-36.3611199926706,3630,SHEPPARTON
