,address,latitude_ori,longitude_ori,year,month,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent,SA2_CODE_2016
7423,"3614 PRINCES HIGHWAY, KILMANY",-38.1054885,146.9111688,2014,3,3.0,2.0,2,3851,205051102,House,199.27948,0.32674,5.4933000000000005,,0.10018,,12.62863,,300.0,205051102
7424,"362 HADDON-WINDERMERE ROAD, CARDIGAN",-37.5740499,143.7101742,2014,1,3.0,2.0,2,3352,201011007,House,141.27236,2.17031,2.09756,,2.0344100000000003,,,,360.0,201011007
7425,"362 WALNUT AVENUE, MILDURA",-34.197242,142.138369,2014,2,3.0,1.0,2,3500,215021470,House,541.75675,,2.43862,1.1662,,,,,275.0,215021470
7426,"363 BEACONSFIELD -EMERALD ROAD, GUYS HILL",-38.016128,145.386494,2014,5,2.0,1.0,0,3807,212011546,House,50.4968,3.21421,4.335319999999999,4.93329,4.51463,,,,300.0,212011287
7427,"363 BEACONSFIELD EMERALD ROAD, GUYS HILL",-38.016313,145.386707,2014,4,2.0,1.0,0,3807,212011546,House,50.45284,3.17025,4.29136,4.88934,4.47067,,,,310.0,212011287
7428,"363 CHILDS ROAD, MILL PARK",-37.668863,145.062008,2014,4,3.0,2.0,2,3082,209041221,House,22.40481,,1.17314,,,,,,350.0,209041221
7429,"363 RACECOURSE ROAD, KENSINGTON",-37.788188,144.928302,2014,3,2.0,1.0,1,3031,206041121,House,5.01959,0.91326,0.6205499999999999,0.31043,0.8115399999999999,,,,350.0,206041121
7430,"363 RACECOURSE ROAD, KENSINGTON",-37.788188,144.928302,2014,4,2.0,1.0,1,3031,206041121,House,5.01959,0.91326,0.6205499999999999,0.31043,0.8115399999999999,,,,350.0,206041121
7431,"363 YARRA ROAD, WONGA PARK",-37.74182,145.268583,2014,1,4.0,2.0,2,3115,211021262,House,36.99171,3.6767,1.40523,3.96901,,,7.58165,,700.0,211021262
7432,"364 CARMODYS LANE, LOCKSLEY",-36.814352,145.350223,2014,5,3.0,1.0,1,3665,204011058,House,134.0403,2.7720100000000003,17.019,,2.6195500000000003,,24.06648,,350.0,204011058
7433,"364A BAY STREET, BRIGHTON",-37.905893,145.004145,2014,2,2.0,1.0,1,3186,208011169,Apartment,12.39551,1.14246,1.27281,0.82085,0.37835,1.83102,0.84323,,375.0,208011169
7434,"365 OAKLANDS ROAD, OAKLANDS JUNCTION",-37.598307,144.84141,2014,6,3.0,2.0,2,3063,210051246,House,30.26857,7.93254,8.68874,9.28774,,6.44683,,,690.0,210051246
7435,"365 POGUE ROAD, TOOLAMBA",-36.474444,145.325524,2014,7,2.0,1.0,0,3614,216031419,House,176.32386,3.34712,3.81308,14.08808,3.39702,15.66169,14.36271,,165.0,216031419
7436,"365 POGUE ROAD, TOOLAMBA",-36.474444,145.325524,2014,8,2.0,1.0,0,3614,216031419,House,176.32386,3.34712,3.81308,14.08808,3.39702,15.66169,14.36271,,165.0,216031419
7437,"367 BRUNSWICK ROAD, BRUNSWICK",-37.775908,144.952345,2014,9,3.0,1.0,3,3056,206011496,House,5.55206,0.17056,1.69649,0.74139,0.92299,,1.08181,,570.0,206011105
7438,"367 BRUNSWICK ROAD, BRUNSWICK",-37.775908,144.952345,2014,10,3.0,1.0,3,3056,206011496,House,5.55206,0.17056,1.69649,0.74139,0.92299,,1.08181,,550.0,206011105
7439,"368 DANKS STREET, MIDDLE PARK",-37.852826,144.961684,2014,9,2.0,1.0,0,3206,206051128,House,6.414140000000001,2.03346,1.17182,1.98116,0.92727,,4.41901,,650.0,206051128
7440,"368 DANKS STREET, MIDDLE PARK",-37.852826,144.961684,2014,11,2.0,1.0,0,3206,206051128,House,6.414140000000001,2.03346,1.17182,1.98116,0.92727,,4.41901,,630.0,206051128
7441,"368 PURVES ROAD, MAIN RIDGE",-38.385754,144.956018,2014,9,4.0,2.0,2,3928,214021378,House,91.94002,7.610489999999999,8.46299,,,,,,725.0,214021378
7442,"36A JORDAN STREET, ASHWOOD",-37.871151,145.102756,2014,4,4.0,3.0,2,3147,212051319,House,18.62375,0.91159,1.49646,1.0991099999999998,,,,,650.0,212051319
7443,"36A VIEW STREET, MONT ALBERT",-37.823081,145.110331,2014,9,3.0,2.0,2,3127,207031167,House,13.54363,,1.45624,,1.096,,,,595.0,207031167
7444,"36A VIEW STREET, MONT ALBERT",-37.823081,145.110331,2014,10,3.0,2.0,2,3127,207031167,House,13.54363,,1.45624,,1.096,,,,595.0,207031167
7445,"36A WESTALL STREET, THOMASTOWN",-37.674951,145.011177,2014,2,2.0,1.0,1,3074,209041223,Apartment,17.28148,,1.29982,1.31801,0.8715900000000001,,0.9329,,310.0,209041223
7446,"37 ALMA AVENUE, ALTONA MEADOWS",-37.869458,144.783844,2014,2,3.0,1.0,2,3028,213021342,House,23.24617,1.05345,0.36667,,,,,,310.0,213021342
7447,"37 ALMA AVENUE, ALTONA MEADOWS",-37.869458,144.783844,2014,3,3.0,1.0,2,3028,213021342,House,23.24617,1.05345,0.36667,,,,,,300.0,213021342
7448,"37 AMALFI DRIVE, ENDEAVOUR HILLS",-37.978705,145.244745,2014,9,3.0,1.0,2,3802,212021454,House,34.4407,0.58672,0.1191,1.85952,,,,2.3025300000000004,280.0,212021454
7449,"37 AMALFI DRIVE, ENDEAVOUR HILLS",-37.978705,145.244745,2014,10,3.0,1.0,2,3802,212021454,House,34.4407,0.58672,0.1191,1.85952,,,,2.3025300000000004,290.0,212021454
7450,"37 AMESBURY AVENUE, WANTIRNA",-37.854697,145.237471,2014,3,3.0,1.0,2,3152,211011259,House,32.11296,2.295,0.10538,0.78974,,,,1.66769,350.0,211011259
7451,"37 ARLINGTON WALK, VERMONT",-37.836432,145.211881,2014,12,4.0,2.0,3,3133,211041272,House,28.95654,1.07621,0.05143,1.75858,,,,,600.0,211041272
7452,"37 ARNOLD STREET, CARLTON NORTH",-37.784116,144.964852,2014,3,2.0,1.0,0,3054,206071140,Apartment,3.62919,2.81917,0.96975,0.09843,,,,,600.0,206071140
7453,"37 BELL STREET, RICHMOND",-37.825319,145.002012,2014,4,3.0,1.0,0,3121,206071517,House,4.8543400000000005,0.6647000000000001,0.7006699999999999,1.12854,0.6465299999999999,,,,675.0,206071144
7454,"37 BLISS STREET, POINT COOK",-37.9019713,144.7345127,2014,7,4.0,2.0,2,3030,213051466,House,28.98594,,3.84462,1.38292,,,,,370.0,213051466
7455,"37 BRETON DRIVE, HOPPERS CROSSING",-37.855087,144.672176,2014,1,3.0,1.0,2,3029,213051361,House,32.95889,5.049270000000001,3.12663,0.85045,5.254239999999999,,,,290.0,213051361
7456,"37 BRETON DRIVE, HOPPERS CROSSING",-37.855087,144.672176,2014,3,3.0,1.0,2,3029,213051361,House,32.95889,5.049270000000001,3.12663,0.85045,5.254239999999999,,,,300.0,213051361
7457,"37 BRUSHY PARK ROAD, WONGA PARK",-37.75898,145.289855,2014,12,4.0,2.0,2,3115,211021262,House,36.771370000000005,4.85097,4.63078,1.29193,,,10.90468,,500.0,211021262
7458,"37 CARLISLE STREET, WUNGHNU",-36.154394,145.432473,2014,11,3.0,1.0,2,3635,216021413,House,209.39839,4.5387200000000005,1.02982,9.45044,0.28825,7.31832,8.614930000000001,,230.0,216021413
7459,"37 CARLISLE STREET, WUNGHNU",-36.154394,145.432473,2014,12,3.0,1.0,2,3635,216021413,House,209.39839,4.5387200000000005,1.02982,9.45044,0.28825,7.31832,8.614930000000001,,230.0,216021413
7460,"37 CASEY DRIVE, HOPPERS CROSSING",-37.849291,144.6762,2014,1,3.0,2.0,2,3029,213051361,House,30.51976,5.21729,2.76606,1.66606,5.455310000000001,,,,300.0,213051361
7461,"37 CEMETARY ROAD, TRAFALGAR EAST",-38.1907326,146.2686805,2014,12,4.0,2.0,1,3824,205041095,House,137.10284,1.35871,1.98551,3.37791,2.03355,3.5294,2.15867,,250.0,205041095
7462,"37 CHARLES STREET, WARRAGUL",-38.148743,145.934418,2014,1,2.0,1.0,1,3820,205011079,House,104.99258,2.00382,0.59805,3.35155,2.37148,3.4572,1.98727,,265.0,205011079
7463,"37 CLIFTON STREET, WARRNAMBOOL",-38.386556,142.52236,2014,10,4.0,2.0,2,3280,217041480,House,254.89331,1.81435,0.47757,5.36075,5.23758,6.08944,4.699479999999999,,330.0,217041480
7464,"37 CRAIG DRIVE, BELLBRIDGE",-36.100391,147.060068,2014,3,4.0,2.0,2,3691,204031072,House,332.97716,34.11474,7.166180000000001,38.96583,40.160160000000005,40.39097,39.98886,,330.0,204031072
7465,"37 CROSS STREET, BATESFORD",-38.092109,144.282344,2014,5,4.0,2.0,2,3221,203021047,House,75.91883,7.06136,0.9664,3.74052,9.15052,,,,500.0,203021047
7466,"37 CUTTY SARK ROAD, CORONET BAY",-38.438772,145.442029,2014,2,3.0,1.0,2,3984,205031093,House,112.36225,1.00415,4.01106,28.73884,11.55464,30.91033,8.47287,,230.0,205031093
7467,"37 DANA AVENUE, BLAIRGOWRIE",-38.373052,144.770509,2014,11,4.0,2.0,4,3942,214021383,House,107.71419,0.2148499999999999,5.06193,,,,5.19553,,650.0,214021383
7468,"37 DOBIE COURT, NORTH GEELONG",-37.3430305,143.0286978,2014,9,4.0,2.0,2,3215,215011387,House,201.40516,4.71479,22.70806,62.85443,5.49988,47.44737,46.98691,,520.0,215011387
7469,"37 DOBIE COURT, NORTH GEELONG",-37.3430305,143.0286978,2014,10,4.0,2.0,2,3215,215011387,House,201.40516,4.71479,22.70806,62.85443,5.49988,47.44737,46.98691,,520.0,215011387
7470,"37 FORGE CLOSE, MARIBYRNONG",-37.773245,144.879261,2014,7,3.0,2.0,2,3032,213031349,House,10.40789,1.11758,1.81574,1.52846,,,,1.64411,475.0,213031349
7471,"37 HEATH STREET, PORT MELBOURNE",-37.835652,144.943842,2014,7,2.0,1.0,0,3207,206051130,House,4.95571,0.49738,1.49914,,0.88228,,0.65718,,450.0,206051130
7472,"37 HEATH STREET, PORT MELBOURNE",-37.835652,144.943842,2014,9,2.0,1.0,0,3207,206051130,House,4.95571,0.49738,1.49914,,0.88228,,0.65718,,450.0,206051130
7473,"37 HORNSBY DRIVE, LANGWARRIN",-38.156775,145.203368,2014,6,3.0,1.0,2,3910,214011374,House,55.90679,2.08743,0.8560399999999999,2.49257,6.52578,,,,355.0,214011374
7474,"37 HUTTON STREET, KYNETON",-37.246426,144.448138,2014,6,3.0,1.0,2,3444,202021030,House,87.54149000000001,1.02838,1.681,1.5023,1.83424,0.5443600000000001,0.4652699999999999,,300.0,202021030
7475,"37 INGLEWOOD STREET, GOLDEN SQUARE",-36.762781,144.247312,2014,1,3.0,1.0,1,3555,202011022,House,149.49611,,0.18073,3.07796,3.63897,,,,215.0,202011022
7476,"37 INGLEWOOD STREET, GOLDEN SQUARE",-36.762781,144.247312,2014,12,3.0,1.0,1,3555,202011022,House,149.49611,,0.18073,3.07796,3.63897,,,,260.0,202011022
7477,"37 JOYNT STREET, MACLEOD",-37.725389,145.065243,2014,3,3.0,2.0,1,3085,209011203,House,17.03131,2.84347,2.53574,1.51378,1.45621,,,,300.0,209011203
7478,"37 KALLAY DRIVE, PIONEER BAY",-38.381081,145.548486,2014,2,2.0,1.0,1,3984,205031093,Apartment,98.82975,8.79857,8.88486,35.12568,9.88205,37.297160000000005,14.8597,,200.0,205031093
7479,"37 LAMBERTIA LOOP, CAROLINE SPRINGS",-37.7246962,144.7293404,2014,8,4.0,2.0,1,3023,213041463,House,32.52889,,3.81296,1.46171,,,,,420.0,213041463
7480,"37 LAMBERTIA LOOP, CAROLINE SPRINGS",-37.7246962,144.7293404,2014,12,4.0,2.0,1,3023,213041463,House,32.52889,,3.81296,1.46171,,,,,420.0,213041463
7481,"37 LAWRENCE STREET, BEAUFORT",-37.432971,143.383985,2014,7,2.0,1.0,1,3373,201031014,House,161.09998000000002,1.24218,0.91164,0.93885,0.8793500000000001,0.49674,0.48151,,250.0,201031014
7482,"37 LEONARD STREET, FRANKSTON",-38.143006,145.142037,2014,9,2.0,1.0,2,3199,214011372,House,54.71372,0.5794,0.88528,0.77408,,,,2.78743,285.0,214011372
7483,"37 LEWISHAM ROAD, PRAHRAN",-37.855252,144.999113,2014,9,3.0,2.0,0,3181,206061136,House,7.60179,,1.09885,1.04438,1.36539,,1.3735,,800.0,206061136
7484,"37 MEDORO GROVE, MULGRAVE",-37.924536,145.159095,2014,1,3.0,1.0,2,3170,212051325,House,26.08728,2.5787600000000004,1.42725,2.10822,,,,,310.0,212051325
7485,"37 MIMOSA WAY, BURNSIDE HEIGHTS",-37.73754094,144.7488665,2014,9,3.0,2.0,2,3023,213041462,House,31.49451,,0.77855,,,,,,360.0,213041462
7486,"37 NORTHUMBERLAND CRESCENT, SHEPPARTON",-36.404139,145.410973,2014,4,3.0,1.0,2,3630,216031594,House,180.22834,7.475020000000001,0.93395,0.91492,2.9604,,3.99764,,180.0,216031417
7487,"37 NORWOOD STREET, ALBION",-37.778685,144.811684,2014,10,4.0,1.0,1,3020,213011328,House,25.52182,0.3793,0.83508,,2.38085,1.96698,,,290.0,213011328
7488,"37 PENDRAGON CRESCENT, DERRIMUT",-37.7886067,144.7666339,2014,8,3.0,1.0,1,3030,213011570,House,25.37587,0.38867,0.88424,,,,,,310.0,213011330
7489,"37 PENDRAGON CRESCENT, DERRIMUT",-37.7886067,144.7666339,2014,9,3.0,1.0,1,3030,213011570,House,25.37587,0.38867,0.88424,,,,,,320.0,213011330
7490,"37 POWELL STREET, YARRAVILLE",-37.81511,144.885688,2014,9,3.0,1.0,0,3013,213031352,House,8.46359,0.26222,0.0356799999999999,2.15945,0.96814,,0.77696,,450.0,213031352
7491,"37 ROSSHIRE ROAD, NEWPORT",-37.848286,144.864277,2014,2,3.0,2.0,2,3015,213021344,House,14.20117,1.14167,0.74905,1.79823,2.77897,,3.13676,,370.0,213021344
7492,"37 SMITH STREET, BENDIGO",-36.743352,144.282889,2014,9,3.0,1.0,1,3550,202011018,House,153.43019,2.05189,0.33626,1.93275,3.73395,1.3667,4.01584,2.9082,280.0,202011018
7493,"37 TOORONGA ROAD, WILLOW GROVE",-38.072442,146.177453,2014,5,3.0,1.0,3,3825,205011077,House,142.36641,2.29547,0.79001,36.87306,,,36.40437,,250.0,205011077
7494,"37 TOORONGA ROAD, WILLOW GROVE",-38.072442,146.177453,2014,10,3.0,1.0,3,3825,205011077,House,142.36641,2.29547,0.79001,36.87306,,,36.40437,,250.0,205011077
7495,"37 UNION STREET, ARMADALE",-37.858613,145.02266,2014,2,2.0,2.0,2,3143,206061135,House,10.0662,0.1242099999999999,1.1298800000000002,,0.5294500000000001,,,,850.0,206061135
7496,"37 WHYTE STREET, COLERAINE",-37.599119,141.696519,2014,3,3.0,1.0,3,3315,217011423,House,344.24088,0.8176,0.7878200000000001,42.170300000000005,0.8190299999999999,1.54778,13.43115,,170.0,217011423
7497,"37-39 ARDGOWER ROAD, NOBLE PARK",-37.954507,145.175917,2014,2,3.0,1.0,3,3174,212041459,House,31.13753,0.46187,1.6543599999999998,2.2391,1.78376,,,,310.0,212041459
7498,"37/262 HEIDELBERG ROAD, FAIRFIELD",-37.784681,145.010488,2014,3,1.0,1.0,1,3078,206071145,Apartment,6.50037,0.76351,2.17713,2.5438400000000003,1.58435,1.00463,,,350.0,206071145
7499,"37/358 SYDENHAM ROAD, SYDENHAM",-37.702628,144.774406,2014,2,3.0,2.0,1,3037,213011339,House,26.84088,1.45159,0.3912,0.6598200000000001,2.59787,,,,330.0,213011339
7500,"37/4 SEISMAN PLACE, PORT MELBOURNE",-37.842374,144.944868,2014,8,2.0,1.0,2,3207,206051130,Apartment,5.686100000000001,0.3676399999999999,1.3687,,1.24555,,0.52674,,595.0,206051130
7501,"370 COOMBOONA ROAD, COOMBOONA",-36.284732,145.274332,2014,1,4.0,2.0,0,3629,216031419,House,202.74316,5.7193000000000005,2.96115,23.4387,23.21365,24.57002,23.71334,,260.0,216031419
7502,"370 ORRVALE ROAD, ORRVALE",-36.4261731,145.4466745,2014,6,3.0,2.0,2,3631,216031594,House,183.94563,12.95305,2.47398,6.392939999999999,7.821140000000001,,8.38772,,350.0,216031417
7503,"370 ORRVALE ROAD, ORRVALE",-36.4261731,145.4466745,2014,7,3.0,2.0,2,3631,216031594,House,183.94563,12.95305,2.47398,6.392939999999999,7.821140000000001,,8.38772,,350.0,216031417
7504,"372 RYRIE ST, GEELONG",-38.152828,144.371242,2014,11,3.0,1.0,1,3220,203021039,House,80.49704,1.38545,0.8499099999999999,0.62291,1.73507,0.93774,2.04112,,360.0,203021039
7505,"374 FINDON ROAD, EPPING",-37.642544,145.058287,2014,10,2.0,1.0,1,3076,209041431,House,24.2977,3.47087,0.60926,0.5393600000000001,,,,,280.0,209041431
7506,"374 GLEN EIRA ROAD, CAULFIELD",-37.879519,145.017267,2014,1,3.0,2.0,1,3162,208021178,House,11.54706,2.2525500000000003,1.75865,1.61095,,0.27193,0.67948,,795.0,208021178
7507,"3740A PRINCES HIGHWAY, KILMANY",-38.104337,146.925111,2014,4,3.0,1.0,1,3851,205051102,House,200.53783,1.26171,6.75164,,1.15818,,13.88698,,240.0,205051102
7508,"375 LAKE ROAD, BETHANGA",-36.1600849,147.0836261,2014,5,4.0,2.0,4,3691,204031072,House,342.72438,33.20193,6.09638,33.43549,31.46469,32.68267,32.51525,,550.0,204031072
7509,"375 LAKE ROAD, BETHANGA",-36.1600849,147.0836261,2014,11,4.0,2.0,4,3691,204031072,House,342.72438,33.20193,6.09638,33.43549,31.46469,32.68267,32.51525,,550.0,204031072
7510,"375 THWAITES ROAD, YANNATHAN",-38.224337,145.683687,2014,7,4.0,1.0,1,3981,212011548,House,88.17532000000001,24.66546,5.43818,19.78111,13.68877,20.89396,13.8608,,220.0,212011290
7511,"375 VICKERS STREET, SEBASTOPOL",-37.5929301,143.8266749,2014,1,3.0,1.0,1,3356,201011484,House,119.62559,1.04555,1.98443,1.55332,,,,,270.0,201011004
7512,"378 PAKINGTON STREET, NEWTOWN",-38.160286,144.34499,2014,3,4.0,1.0,0,3220,203021046,House,79.69506,0.44671,0.5839500000000001,1.32288,,,,,400.0,203021046
7513,"378 RICHARDSON STREET, MIDDLE PARK",-37.853276,144.96734,2014,9,2.0,1.0,1,3206,206051128,House,6.4088400000000005,2.02816,1.15177,2.0986700000000003,0.92197,,4.41371,,630.0,206051128
7514,"379 POLICE ROAD, MULGRAVE",-37.937675,145.196565,2014,5,3.0,1.0,1,3170,212051325,House,28.40514,5.621,1.00133,2.76594,,,,,350.0,212051325
7515,"379 POLICE ROAD, MULGRAVE",-37.937675,145.196565,2014,6,3.0,1.0,1,3170,212051325,House,28.40514,5.621,1.00133,2.76594,,,,,320.0,212051325
7516,"3796 OMEO HIGHWAY, ESKDALE",-36.4648823,147.2520813,2014,3,2.0,1.0,1,3701,204031072,House,375.86056,39.93525,0.07936,39.59891,40.79324,41.02405,17.5426,,150.0,204031072
7517,"3796 OMEO HWY, ESKDALE",-36.4648823,147.2520813,2014,3,3.0,1.0,1,3701,204031072,House,375.86056,39.93525,0.07936,39.59891,40.79324,41.02405,17.5426,,150.0,204031072
7518,"37A HARRISON STREET, BENDIGO",-36.749122,144.269636,2014,2,3.0,2.0,1,3550,202011018,House,153.20128,1.54963,0.76113,0.90562,2.83202,2.42544,2.87831,2.00618,670.0,202011018
7519,"37A SHERBROOKE LODGE ROAD, SHERBROOKE",-37.88509,145.361161,2014,12,1.0,1.0,1,3789,211051282,Apartment,49.86606,1.6028699999999998,2.56966,,,,7.37646,,250.0,211051282
7520,"38 BANBURY STREET, BURWOOD EAST",-37.856276,145.153301,2014,4,4.0,2.0,2,3151,207031166,House,20.67679,0.88186,0.98166,1.82333,0.77707,,,,370.0,207031166
7521,"38 BELLEVILLE CLOSE, BURNSIDE HEIGHTS",-37.7254185,144.7535818,2014,2,3.0,2.0,1,3023,213041462,House,32.68271,,1.64521,,,,,,360.0,213041462
7522,"38 BELLEVILLE CLOSE, BURNSIDE HEIGHTS",-37.7254185,144.7535818,2014,8,3.0,2.0,1,3023,213041462,House,32.68271,,1.64521,,,,,,360.0,213041462
7523,"38 BLACK STREET, WATSONIA",-37.710792,145.078782,2014,2,3.0,1.0,2,3087,209011204,House,18.6438,0.27229,1.16396,1.82056,1.35903,,,,310.0,209011204
7524,"38 BLACK STREET, WATSONIA",-37.710792,145.078782,2014,3,3.0,1.0,2,3087,209011204,House,18.6438,0.27229,1.16396,1.82056,1.35903,,,,310.0,209011204
7525,"38 BLOSSOM PARK DRIVE, MILL PARK",-37.67046,145.075299,2014,2,4.0,2.0,2,3082,209041220,House,21.89179,,0.16987,2.04582,,,,,405.0,209041220
7526,"38 BLOSSOM PARK DRIVE, MILL PARK",-37.67046,145.075299,2014,12,4.0,2.0,2,3082,209041220,House,21.89179,,0.16987,2.04582,,,,,405.0,209041220
7527,"38 BUCKLEY STREET, SALE",-38.095527,147.078686,2014,8,3.0,1.0,1,3850,205051103,House,218.91492,0.253,0.53796,0.50736,3.34231,,3.33796,,280.0,205051103
7528,"38 CARSON STREET, MULGRAVE",-37.929169,145.16454,2014,3,3.0,1.0,2,3170,212051325,House,30.90261,2.83498,0.96916,1.1876,,,,,360.0,212051325
7529,"38 COCOPARRA CRESCENT, TAYLORS LAKES",-37.710039,144.796331,2014,3,4.0,2.0,2,3038,213011340,House,23.8522,0.29718,0.19838,0.45144,2.70929,,,,430.0,213011340
7530,"38 COCOPARRA CRESCENT, TAYLORS LAKES",-37.710039,144.796331,2014,10,4.0,2.0,2,3038,213011340,House,23.8522,0.29718,0.19838,0.45144,2.70929,,,,410.0,213011340
7531,"38 CROMWELL STREET, CAULFIELD NORTH",-37.874588,145.027751,2014,4,4.0,1.0,2,3161,208021177,House,11.65207,0.51522,0.31994,0.73451,1.69802,,,0.52427,630.0,208021177
7532,"38 CUNNINGHAM CHASE, BURNSIDE HEIGHTS",-37.735439,144.761778,2014,6,3.0,2.0,2,3023,213041462,House,32.13189,,0.70643,,,,,,345.0,213041462
7533,"38 DAISY AVENUE, PIONEER BAY",-38.380744,145.548399,2014,9,3.0,1.0,2,3984,205031093,House,98.92951,8.89832,8.98461,35.22543,9.98181,37.39692,14.95945,,230.0,205031093
7534,"38 EARL STREET, PRAHRAN",-37.8536999,144.9949266,2014,5,2.0,1.0,0,3181,206061136,House,7.15454,,0.58968,0.42638,0.47675,,1.51921,,500.0,206061136
7535,"38 GRAMMAR STREET, WENDOUREE",-37.534429,143.834769,2014,9,2.0,1.0,1,3355,201011008,House,121.91335,1.10989,1.5070599999999998,1.82642,,,,1.36714,225.0,201011008
7536,"38 GRAMMAR STREET, WENDOUREE",-37.534429,143.834769,2014,11,2.0,1.0,1,3355,201011008,House,121.91335,1.10989,1.5070599999999998,1.82642,,,,1.36714,225.0,201011008
7537,"38 HEAPE STREET, CARISBROOK",-37.040328,143.820864,2014,6,3.0,1.0,2,3464,201031017,House,168.75936,4.38842,1.9817,,2.41825,25.57516,25.72231,,270.0,201031017
7538,"38 KOALA CRESCENT, WESTMEADOWS",-37.676221,144.880527,2014,12,3.0,1.0,2,3049,210051245,House,19.94147,0.19431,1.8261,3.0801,,,1.23581,1.77706,320.0,210051245
7539,"38 LEOPOLD STREET, BURWOOD",-37.859704,145.098002,2014,7,3.0,2.0,5,3125,212051319,House,15.80792,2.07273,2.7901700000000003,2.26025,,,,,480.0,212051319
7540,"38 LEOPOLD STREET, BURWOOD",-37.859704,145.098002,2014,8,3.0,2.0,5,3125,212051319,House,15.80792,2.07273,2.7901700000000003,2.26025,,,,,450.0,212051319
7541,"38 MAPLE CRESCENT, HOPPERS CROSSING",-37.859764,144.711324,2014,6,3.0,2.0,1,3029,213051361,House,30.85676,0.40617,1.50777,4.00701,3.17479,,,,300.0,213051361
7542,"38 MARTHAS RIDGE DRIVE, MOUNT MARTHA",-38.257248,145.048146,2014,1,4.0,2.0,2,3934,214021382,House,74.28525,2.72742,0.7862,,,,,,490.0,214021382
7543,"38 MASON STREET, CAMPBELLFIELD",-37.673054,144.966929,2014,6,3.0,1.0,1,3061,210051243,House,18.7312,4.12525,0.19611,4.63309,2.38859,,,4.56579,310.0,210051243
7544,"38 MASON STREET, CAMPBELLFIELD",-37.673054,144.966929,2014,7,3.0,1.0,1,3061,210051243,House,18.7312,4.12525,0.19611,4.63309,2.38859,,,4.56579,330.0,210051243
7545,"38 MILL AVENUE, YARRAVILLE",-37.822781,144.871644,2014,1,3.0,2.0,2,3013,213031352,House,10.77357,1.0233,0.44307,0.01801,2.8630500000000003,,2.67187,,575.0,213031352
7546,"38 MILL AVENUE, YARRAVILLE",-37.822781,144.871644,2014,2,3.0,2.0,2,3013,213031352,House,10.77357,1.0233,0.44307,0.01801,2.8630500000000003,,2.67187,,575.0,213031352
7547,"38 NEILL STREET, BEAUFORT",-37.429615,143.384623,2014,6,3.0,1.0,3,3373,201031014,House,160.66213,1.3408,1.36707,1.39428,0.70956,0.5445399999999999,0.60545,,270.0,201031014
7548,"38 ONE TREE HILL ROAD, FERNY CREEK",-37.877483,145.326364,2014,7,5.0,3.0,4,3786,211051282,House,46.01502,0.87241,1.21069,,,,6.28307,,620.0,211051282
7549,"38 PALMER STREET, PORTLAND",-38.347737,141.599887,2014,11,2.0,2.0,2,3305,217011422,House,360.24691,0.40273,0.04661,0.28613,1.05542,1.51666,1.31701,,300.0,217011422
7550,"38 PERRY STREET, WILLIAMSTOWN",-37.861558,144.892586,2014,6,4.0,2.0,1,3016,213021346,House,14.12159,1.44203,0.8666200000000001,0.94167,1.50511,1.30199,1.5090599999999998,,450.0,213021346
7551,"38 PROVOST STREET, NORTH MELBOURNE",-37.801791,144.946871,2014,3,3.0,2.0,1,3051,206041506,House,2.38463,,0.8617999999999999,0.25889,1.96112,,,,620.0,206041123
7552,"38 RATHDOWNE STREET, CARLTON",-37.799625,144.970421,2014,6,2.0,1.0,1,3053,206041117,House,1.77332,0.3298,0.5467799999999999,1.21152,,,0.3826,,600.0,206041117
7553,"38 REGENT STREET, MERNDA",-37.6057896,145.0764673,2014,5,4.0,2.0,4,3754,209041532,House,31.13553,,,1.82217,,,,,350.0,209041434
7554,"38 ROWE STREET, BALLARAT",-37.557197,143.865643,2014,5,3.0,1.0,1,3350,201011481,House,114.51152,0.39635,1.52158,1.24797,2.64241,,,,240.0,201011003
7555,"38 SEBASTOPOL HILL ROAD, OMEO",-37.1004,147.597938,2014,12,3.0,1.0,2,3898,205021082,House,400.89284,0.6840900000000001,0.59269,0.8521799999999999,89.47671000000001,0.74912,0.97389,,230.0,205021082
7556,"38 SUSSEX STREET, SEAHOLME",-37.864032,144.841214,2014,3,5.0,3.0,2,3018,213021341,House,17.2415,0.31721,0.1665,2.4778800000000003,0.8427100000000001,1.68714,,,350.0,213021341
7557,"38 TRENTHAM RD, TYLDEN",-37.325284,144.407269,2014,10,3.0,1.0,2,3444,202021030,House,81.92902000000001,12.24785,0.25245,10.73476,1.74359,11.26384,10.75366,,340.0,202021030
7558,"38 VIEW ROAD, THE PATCH",-37.883898,145.389346,2014,3,3.0,1.0,2,3792,211051282,House,52.45359,2.54052,1.33496,,,,6.97036,,340.0,211051282
7559,"38 VIEW ROAD, THE PATCH",-37.883898,145.389346,2014,4,3.0,1.0,2,3792,211051282,House,52.45359,2.54052,1.33496,,,,6.97036,,340.0,211051282
7560,"38 VIEW ROAD, THE PATCH",-37.883898,145.389346,2014,7,3.0,1.0,2,3792,211051282,House,52.45359,2.54052,1.33496,,,,6.97036,,340.0,211051282
