address,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,weekly_rent
"1 OLD PLENTY ROAD, SOUTH MORANG",2.0,1.0,1,3752,209041436,House,25.04078,,1.42048,2.73945,,600.0
"1 PALMER CRESCENT, MERRIGUM",3.0,1.0,0,3618,216031419,House,187.95027,0.71102,0.4718299999999999,17.111189999999997,0.51965,190.0
"1 PARK AVENUE, KEW",4.0,3.0,6,3101,207011522,House,9.24437,1.28972,1.89549,2.93534,,1200.0
"1 PATTISON AVENUE, NORTH GEELONG",3.0,1.0,1,3215,203021047,House,76.31983,0.40263,1.97236,2.86584,1.38993,290.0
"1 PEARCE STREET, LAVERTON",3.0,1.0,2,3028,213051363,House,20.71586,0.45921,0.09787,,2.10963,345.0
"1 PENZANCE PLACE, SYDENHAM",4.0,2.0,2,3037,213011339,House,29.5058,1.63223,1.64586,2.57222,3.25517,390.0
"1 PILITA STREET, FOREST HILL",3.0,2.0,2,3131,211041269,House,25.56634,,0.87091,0.6634500000000001,2.88463,550.0
"1 PINE AVENUE, NORTH SHORE",3.0,1.0,4,3214,203021488,Other,68.35491999999999,1.41713,1.99209,4.76649,1.0766099999999998,360.0
"1 PINE GROVE, TYABB",3.0,1.0,1,3913,214021385,House,68.32641000000001,0.5136499999999999,0.22006,2.1118200000000003,0.7056,420.0
"1 PIONEER AVENUE, UPWEY",3.0,1.0,1,3158,211051284,Other,43.27387,1.07987,0.5458500000000001,0.75803,0.52638,425.0
"1 PLENTY COURT, ALTONA MEADOWS",3.0,1.0,2,3028,213021342,House,24.07373,0.90824,1.5508,,,350.0
"1 POPES ROAD, NOBLE PARK",3.0,1.0,1,3174,212041565,House,34.52347,0.33412,0.75488,0.4181,,360.0
"1 PORTSMOUTH CRESCENT, GROVEDALE",4.0,1.0,1,3216,203021487,Other,86.83684,0.6158899999999999,0.4196,0.6292000000000001,2.71124,410.0
"1 PRIDHAM STREET, MARIBYRNONG",3.0,1.0,2,3032,213031349,Other,9.44971,0.7100599999999999,1.78297,0.47739,,500.0
"1 RAILWAY ROAD, BLACKBURN",3.0,2.0,2,3130,207031161,Other,21.65527,1.18637,1.23043,1.56225,0.48921,620.0
"1 RATHKEALE AVENUE, MOUNT HELEN",3.0,1.0,2,3350,201011005,House,119.7869,2.41515,3.58127,,,320.0
"1 READ STREET, COLERAINE",2.0,1.0,2,3315,217011423,House,344.38494000000003,0.6467999999999999,0.85057,42.31437,0.88178,160.0
"1 RECEPTION AVENUE, STRATHDALE",2.0,1.0,2,3550,202011020,House,154.36345,2.7248,1.84774,3.0662800000000003,,240.0
"1 REYNOLDS COURT, ENDEAVOUR HILLS",4.0,3.0,2,3802,212021454,House,37.378800000000005,0.65334,0.55677,4.79763,,575.0
"1 RINDLEBROOK PLACE, WONGA PARK",3.0,2.0,2,3115,211021262,House,36.8485,5.05375,4.83356,1.36907,,520.0
"1 ROBERT COURT, EASTWOOD",3.0,2.0,2,3875,205021081,House,284.69956,2.11881,2.03038,5.22041,4.81425,390.0
"1 ROBERTSON ROAD, KINGLAKE",2.0,1.0,1,3763,209031211,House,56.40611,15.0904,2.20336,,,290.0
"1 ROBINSONS ROAD, SEAFORD",3.0,1.0,1,3198,214011375,House,50.5393,0.49071,0.35725,4.07074,0.93794,375.0
"1 ROCKE STREET, IVANHOE",4.0,1.0,1,3079,209011200,House,10.83556,0.44131,0.16919,,0.36968,540.0
"1 ROGER STREET, MORWELL",2.0,1.0,1,3840,205041096,House,149.77884,0.57553,0.57199,1.42771,0.83656,190.0
"1 ROSE STREET, PASCOE VALE",2.0,1.0,1,3044,210031538,Other,12.30829,0.43925,0.78547,0.5721799999999999,,365.0
"1 ROWAN PL, BAYSWATER",3.0,2.0,1,3153,211011251,House,33.86324,1.27297,0.09451,0.62372,1.09486,390.0
"1 ROWAN PLACE, BAYSWATER",3.0,2.0,1,3153,211011251,House,33.86324,1.27297,0.09451,0.62372,1.09486,390.0
"1 RUBEN DRIVE, SYDENHAM",3.0,1.0,1,3037,213011339,House,28.15444,0.68772,1.37042,1.2708499999999998,3.91143,360.0
"1 RYANS ROAD, WATERFORD PARK",3.0,2.0,2,3658,209041224,House,67.71238000000001,52.68612,8.66817,18.45499,7.94865,440.0
"1 SADIE COURT, NOBLE PARK",3.0,1.0,2,3174,212041459,House,32.78721,1.57028,0.2438199999999999,1.427,1.73666,380.0
"1 SAFFRON STREET, NEWTOWN",4.0,2.0,2,3220,203021046,Other,79.51682000000001,0.66814,0.66853,1.14464,,580.0
"1 SARA DRIVE, WHEELERS HILL",3.0,2.0,1,3150,212051327,House,27.85296,1.0557999999999998,0.84819,1.50994,,550.0
"1 SCOBIE COURT, EUREKA",3.0,1.0,2,3350,201011481,House,113.26851,0.43349,1.25078,1.89899,0.436,300.0
"1 SELSEY STREET, SEAFORD",3.0,1.0,1,3198,214011375,House,51.692,0.20434,1.11592,2.27619,1.1378199999999998,362.5
"1 SHABA COURT, MEADOW HEIGHTS",3.0,1.0,1,3048,210051247,House,21.49165,1.56427,1.35451,,,390.0
"1 SHAKESPEARE DRIVE, TEMPLESTOWE",5.0,3.0,2,3106,207021159,House,24.29831,0.33904,0.84453,,,700.0
"1 SHERWOOD PLACE, MELTON WEST",3.0,2.0,3,3337,213041358,House,46.57607,,1.55455,1.67421,,350.0
"1 SHIERS STREET, ALPHINGTON",4.0,1.0,2,3078,206021110,House,9.96228,0.71423,1.34779,,0.6607000000000001,650.0
"1 SHORT STREET, BOX HILL",3.0,1.0,2,3128,207031163,House,21.51594,0.33905,0.48208,0.77066,1.39452,410.0
"1 SINCLAIR STREET, BEAUFORT",3.0,1.0,1,3373,201031014,Other,161.4155,0.78089,1.83494,1.86215,0.4446299999999999,300.0
"1 SMITH STREET, KENSINGTON",2.0,1.0,0,3031,206041121,House,4.59539,0.63546,0.8304199999999999,0.72194,0.56491,600.0
"1 STATION ROAD, WILLIAMSTOWN",3.0,1.0,0,3016,213021346,House,13.54212,0.49887,0.29024,0.6667000000000001,1.44362,600.0
"1 STATION STREET, KEW EAST",4.0,3.0,2,3102,207011154,Other,10.11579,1.16127,0.74698,1.3359100000000002,,760.0
"1 STREETON COURT, ROWVILLE",3.0,1.0,2,3178,211011258,House,33.52376,1.14968,0.87349,,,365.0
"1 STREETON ROAD, BAYSWATER",3.0,1.0,2,3153,211011251,House,36.07838,2.12594,2.74138,2.60522,2.36043,375.0
"1 SYMES ROAD, HARCOURT",2.0,1.0,2,3453,202021028,House,121.26695,0.70868,0.54523,18.25326,0.40685,320.0
"1 TARA CLOSE, ROWVILLE",4.0,2.0,2,3178,211011258,House,35.614830000000005,1.05743,1.00475,,,540.0
"1 TARA ROAD, BARNAWARTHA",3.0,1.0,1,3688,204031070,Other,290.80825,16.648880000000002,0.55802,,1.40447,260.0
"1 TATURA ROAD, RUSHWORTH",2.0,1.0,1,3612,216011410,House,170.97610999999998,6.698390000000001,0.83074,25.33135,0.3907,190.0
"1 TERRELL CLOSE, ENDEAVOUR HILLS",4.0,2.0,2,3802,212021454,House,34.39029,0.94359,0.4382799999999999,1.80911,,415.0
"1 THE BOULEVARD, SALE",4.0,2.0,2,3850,205051102,Other,206.28039,7.00428,9.35714,,6.90074,350.0
"1 THORNBILL DRIVE, WERRIBEE",3.0,1.0,2,3030,213051467,House,32.00612,1.46568,1.16718,1.3224200000000002,,380.0
"1 THORNBURY LANE, HIGHTON",4.0,2.0,2,3216,203021042,Other,83.74835,0.04374,0.36405,2.83123,,465.0
"1 TOORWOOD STREET, HEATHWOOD",4.0,2.0,2,3134,211031268,House,30.38456,0.6170599999999999,1.14107,1.10252,,550.0
"1 VALERIE STREET, MILLGROVE",3.0,1.0,1,3799,211051286,House,73.26406,0.93775,1.88459,2.32572,,330.0
"1 VARDON AVENUE, BEAUMARIS",3.0,2.0,2,3193,208011168,Other,22.67687,1.2309,0.51554,1.1633699999999998,,900.0
"1 VENTURA COURT, KEILOR LODGE",3.0,1.0,1,3038,213011340,House,23.20389,0.3957799999999999,2.8262,1.4245,2.76803,345.0
"1 VICTORIA STREET, NORTH GEELONG",3.0,2.0,1,3215,203021047,House,71.21634,0.57866,0.76449,2.8622,0.18206,350.0
"1 VINCENT CRESCENT, WERRIBEE",3.0,1.0,0,3030,213051467,House,32.79296,0.58029,0.51558,0.56968,,330.0
"1 WAKEFIELD COURT, CRANBOURNE NORTH",3.0,2.0,1,3977,212031560,House,46.645410000000005,0.7147899999999999,0.4577,0.7737200000000001,,350.0
"1 WANSTEAD ST, WARRNAMBOOL",3.0,1.0,1,3280,217041479,House,255.83441,0.8443099999999999,3.02848,1.3123900000000002,6.125979999999999,280.0
"1 WANSTEAD STREET, WARRNAMBOOL",3.0,1.0,1,3280,217041479,Other,255.83441,0.8443099999999999,3.02848,1.3123900000000002,6.125979999999999,280.0
"1 WARREN PARADE, KILCUNDA",3.0,2.0,2,3995,205031093,House,120.86445,6.08804,8.699459999999998,13.22964,9.04409,320.0
"1 WATERSIDE DRIVE, BURNSIDE HEIGHTS",4.0,2.0,2,3023,213041462,House,33.07877,,1.25504,,,460.0
"1 WEIGELA COURT, FRANKSTON",3.0,1.0,1,3199,214011372,House,54.0186,0.4316,0.5529,0.94588,,310.0
"1 WHARF STREET, PORT ALBERT",4.0,1.0,0,3971,205051104,Other,222.42272,0.3825699999999999,0.3683999999999999,13.99532,8.301879999999999,265.0
"1 WHEELER PLACE, GEELONG",2.0,1.0,1,3220,203021039,House,75.06805,0.37615,1.06836,0.77495,1.65667,280.0
"1 WHITEHAVEN CRESCENT, MULGRAVE",3.0,3.0,1,3170,212051325,House,30.26836,3.31496,0.25323,1.40776,,450.0
"1 WHITTA STREET, SEBASTOPOL",3.0,1.0,0,3356,201011484,House,118.41661,0.51534,1.48949,1.14404,,280.0
"1 WILLIAM CRESCENT, YINNAR",3.0,2.0,2,3869,205041094,House,162.45736,3.61548,1.57722,8.2542,,320.0
"1 WILLOW DRIVE, HAMPTON PARK",3.0,1.0,2,3976,212031562,House,42.21256,3.3510500000000003,2.24934,2.60845,,345.0
"1 WILTSHIRE ROAD, GLADSTONE PARK",4.0,1.0,2,3043,210051245,House,19.83682,1.17545,0.85002,0.72275,,415.5
"1 WREN PLACE, MELTON",3.0,2.0,1,3337,213041577,House,47.04657,1.5013299999999998,2.27979,,,290.0
"1 WRIGHT COURT, MILL PARK",4.0,2.0,2,3082,209041220,House,22.36391,,0.5395700000000001,0.5973099999999999,,437.5
"1 WRIGHT CT, MILL PARK",4.0,2.0,2,3082,209041220,House,22.35763,,0.5332899999999999,0.6303200000000001,,425.0
"1 WRIGHT STREET, MIDDLE PARK",2.0,2.0,0,3206,206051128,Other,5.425949999999999,1.04527,0.5179199999999999,1.11578,0.67461,725.0
"1 YARTO COURT, MEADOW HEIGHTS",3.0,2.0,2,3048,210051247,Other,20.68377,0.33408,0.77397,,,340.0
"1-11/279 WYNDHAM STREET, SHEPPARTON",1.0,1.0,0,3630,216031416,Other,180.70817,1.79496,1.63542,1.63417,,200.0
"1-2 TURNER COURT, GLEN WAVERLEY",4.0,3.0,3,3150,212051322,Other,22.70951,2.2985900000000004,1.45554,2.02856,0.96979,600.0
"1-3 BINDOWAN DRIVE, HOPPERS CROSSING",5.0,3.0,4,3029,213051361,House,29.26947,3.15704,0.91997,2.64534,4.8287700000000005,620.0
"1-4 SARATOGA AVENUE, BARWON HEADS",2.0,1.0,2,3227,203031489,House,107.83857,0.16847,1.23106,13.48192,,420.0
"1.02/35 TENNYSON STREET, HIGHETT",2.0,1.0,1,3190,208031188,Apartment,26.52158,0.96274,1.29435,1.67293,0.96827,445.0
"1.02/4 WILLSMERE ROAD, KEW",2.0,2.0,1,3101,207011522,Other,8.619399999999999,0.66476,1.17132,2.41765,,462.5
"1.04/398 GLENFERRIE ROAD, KOOYONG",2.0,1.0,1,3144,208041194,Other,10.14951,0.1614,1.75244,1.73961,0.57247,460.0
"1.06/91 DOW STREET, PORT MELBOURNE",1.0,1.0,1,3207,206051130,Other,5.56449,0.2484799999999999,1.26167,,1.13852,395.0
"1.07/35 TENNYSON STREET, HIGHETT",2.0,1.0,1,3190,208031188,Apartment,26.52158,0.96274,1.29435,1.67293,0.96827,450.0
"1/1 ARMADALE STREET, ARMADALE",1.0,1.0,1,3143,206061135,Other,10.15485,0.97125,1.43402,,0.74401,340.0
"1/1 BERNARD STREET, RESERVOIR",3.0,1.0,1,3073,209021525,Other,12.74094,3.99968,1.35837,2.8218,,390.0
"1/1 BETTY AVENUE, MOUNT ELIZA",2.0,1.0,1,3930,214021381,Other,61.71692,0.18039,1.12763,0.5396299999999999,6.265,450.0
"1/1 CHANDLER ROAD, BORONIA",2.0,1.0,1,3155,211011446,Other,36.3128,3.07556,1.40075,0.4704,0.2807699999999999,400.0
"1/1 CLYDESDALE CRESCENT, BELMONT",1.0,1.0,2,3216,203021037,House,86.96956,0.4335,0.96439,1.26384,,220.0
"1/1 COMO COURT, MOUNT WAVERLEY",4.0,2.0,1,3149,212051324,Other,21.63248,2.07676,1.80859,4.00614,,480.0
"1/1 DERRECK AVENUE, BULLEEN",3.0,2.0,2,3105,207021156,House,15.19071,1.0015,0.20598,2.91391,,650.0
"1/1 FOOT STREET, FRANKSTON",2.0,2.0,1,3199,214011371,Other,54.55553,0.72877,1.03359,0.7220599999999999,1.15416,315.0
"1/1 GEORGIA PLACE, KEALBA",3.0,2.0,1,3021,213011332,Other,22.14956,0.92971,0.2115699999999999,0.80875,,390.0
"1/1 HARDING LANE, BONBEACH",3.0,2.0,2,3196,208031186,Other,49.07878,1.02092,1.03743,1.03579,0.28519,680.0
"1/1 HERRING STREET, HASTINGS",3.0,1.0,2,3915,214021379,House,74.52314,0.57371,0.87181,1.91738,1.24022,360.0
"1/1 INDUSTRY LANE, COBURG",1.0,1.0,1,3058,206011497,Other,9.16039,0.3271,0.49445,0.63149,,350.0
"1/1 JOFFRE STREET, BROADMEADOWS",1.0,1.0,1,3047,210051242,Apartment,16.38477,1.1038,0.2306,0.68256,1.16681,280.0
"1/1 KAWEKA STREET, CASTLEMAINE",2.0,1.0,1,3450,202021027,Apartment,127.47529,4.70155,1.3638,0.68791,2.26489,280.0
"1/1 MABEL STREET, IVANHOE",2.0,1.0,1,3079,209011200,House,11.728879999999998,1.1906199999999998,0.5337999999999999,,2.42803,420.0
"1/1 MOORE STREET, WANGARATTA",2.0,1.0,1,3677,204021066,Other,241.5107,0.75758,0.96837,1.01589,1.41224,250.0
"1/1 NOLAN STREET, FRANKSTON SOUTH",3.0,2.0,1,3199,214011371,House,54.55414,0.5814400000000001,1.06564,1.7281300000000002,1.6001800000000002,380.0
"1/1 NORELLE CRESCENT, GOLDEN SQUARE",2.0,1.0,1,3555,202011022,Other,148.25795000000002,1.15732,1.89103,1.83982,2.40082,240.0
"1/1 OLYMPIC STREET, BUNDOORA",3.0,2.0,1,3083,209011196,House,17.10068,0.7639,1.1203299999999998,1.02955,,495.0
"1/1 REGIS CLOSE, WERRIBEE",2.0,1.0,2,3030,213051468,Other,37.32599,1.90893,1.15278,,18.94984,300.0
"1/1 RIVER AVENUE, ASCOT VALE",4.0,2.0,2,3032,206031113,Other,8.14273,0.72794,1.19824,,3.11525,730.0
"1/1 SUNNINGDALE DRIVE, HILLSIDE",3.0,1.0,1,3875,213041575,House,28.96218,,1.41511,,,340.0
"1/1 SYLVESTER STREET, OAK PARK",3.0,1.0,2,3046,210031537,Other,12.31809,0.57601,0.93979,2.16828,1.36523,360.0
"1/1 TRAINOR COURT, NOBLE PARK",2.0,1.0,1,3174,212041459,House,31.48221,0.80657,1.99905,2.08995,1.63461,330.0
"1/1 WANDANA DRIVE, WANDANA HEIGHTS",1.0,1.0,1,3216,203021042,Other,82.59134,0.18865,0.72309,2.00934,,250.0
"1/1-3 BELLIN STREET, LAVERTON",3.0,2.0,2,3028,213051363,Other,20.58808,0.33142,0.14014,,2.21849,395.0
"1/1-4 HOWE COURT, GEELONG WEST",2.0,1.0,2,3218,203021040,Other,76.37035,1.02728,0.1649499999999999,1.82475,,270.0
"1/1/HERRING STREET, HASTINGS",3.0,1.0,2,3915,214021379,House,74.52314,0.57371,0.87181,1.91738,1.24022,360.0
"1/10 BAY STREET, PORT ALBERT",2.0,2.0,0,3971,205051104,House,222.43063,0.5255299999999999,0.3763,14.00323,8.30978,275.0
"1/10 CAMBRIDGE CRESCENT, WERRIBEE",3.0,2.0,2,3030,213051468,House,36.92613,1.45663,0.82984,,18.49754,360.0
"1/10 DARNLEY DRIVE, SKYE",3.0,1.0,1,3977,214011376,Other,50.72223,,1.2402,,,340.0
"1/10 LAUREL AVENUE, BORONIA",2.0,1.0,1,3155,211011446,House,35.68474,3.00017,0.2562799999999999,0.50022,1.30143,340.0
"1/10 LEONARD AVENUE, GLENROY",2.0,1.0,1,3046,210031535,House,14.2644,0.77776,0.80559,0.38366,,365.0
"1/10 LIEGE AVENUE, NOBLE PARK",1.0,1.0,1,3174,212041459,Apartment,32.68011,1.46319,0.23569,1.3199,1.62956,200.0
"1/10 LLOYD STREET, DERRINALLUM",1.0,1.0,1,3325,217031474,Other,177.26092,1.23903,11.2197,0.3849599999999999,2.14503,120.0
"1/10 MILL RD, OAKLEIGH",3.0,2.0,2,3166,212051326,House,18.53095,3.2735,0.24809,2.74054,0.13221,565.0
"1/10 MILL ROAD, OAKLEIGH",3.0,2.0,2,3166,212051326,House,18.52565,3.2788000000000004,0.2428,2.7458400000000003,0.13751,565.0
"1/10 NELSON STREET, RINGWOOD",4.0,2.0,2,3134,211031266,Other,27.283900000000003,0.72168,1.4148900000000002,1.88564,1.13181,550.0
"1/10 OLIVE ROAD, DEVON MEADOWS",3.0,1.0,0,3977,212031303,House,60.44446,6.774649999999999,1.1688,4.14223,7.43842,320.0
"1/10 ORIONDO WAY, MARSHALL",3.0,2.0,2,3216,203021485,House,89.44163,0.47416,,5.349939999999999,,415.0
"1/10 TEKAPO CRESCENT, TAYLORS LAKES",3.0,2.0,1,3038,213011340,House,23.97905,1.36558,1.88588,1.73729,4.46957,400.0
"1/10 VINES ROAD, HAMLYN HEIGHTS",2.0,1.0,1,3215,203021040,House,75.01516000000001,0.43609,0.71224,0.44962,,280.0
"1/10 WATTLEBIRD DRIVE, BANDIANA",4.0,2.0,2,3691,204031491,House,316.20266,2.51391,2.77392,6.394609999999999,8.53673,380.0
"1/1009 GLEN HUNTLY ROAD, CAULFIELD",2.0,1.0,0,3162,208021178,Other,13.83297,1.91281,0.73265,1.32901,,485.0
"1/102 MCCLELLAND STREET, BELL PARK",3.0,1.0,1,3215,203021047,Other,72.62438,1.12351,0.36726,0.5473600000000001,3.55812,340.0
"1/103 BARKLY STREET, ST KILDA",2.0,1.0,1,3182,206051514,Other,7.13094,0.8489099999999999,0.86924,1.2438,0.73376,510.0
"1/104 MONASH STREET, SUNSHINE",2.0,1.0,1,3020,213011336,House,13.37365,0.60023,0.16882,0.82714,0.23263,390.0
"1/104 SWAN STREET, WANGARATTA",3.0,1.0,1,3677,204021066,House,241.60359,1.30681,1.11454,1.21977,2.63899,255.0
"1/105 COCHRANE STREET, BRIGHTON",3.0,1.0,2,3186,208011169,Other,11.01026,0.44001,0.44492,0.37468,0.56935,640.0
"1/105 HEAD STREET, BRIGHTON",3.0,1.0,1,3186,208011169,House,10.86142,0.43156,0.0889399999999999,0.8019299999999999,1.23627,737.5
"1/106 DARLING ROAD, MALVERN EAST",3.0,2.0,2,3145,208041195,Other,14.70621,1.1244,1.51414,1.1121800000000002,1.68755,660.0
"1/107 IVANHOE PARADE, IVANHOE",3.0,2.0,1,3079,209011200,Other,12.47787,1.04273,0.8566900000000001,,1.42595,500.0
"1/108 BLACKSHAWS ROAD, SOUTH KINGSVILLE",2.0,1.0,1,3015,213021344,Other,12.17306,0.6088899999999999,0.8952100000000001,2.7509200000000003,2.28688,360.5
"1/109 MAIN STREET, ELLIMINYT",3.0,1.0,1,3250,217031472,Other,153.60844,1.47134,0.6616000000000001,0.7893,1.53466,350.0
"1/11 ANDREWS STREET, HEIDELBERG",2.0,1.0,1,3084,209011198,Other,15.15897,1.32284,0.60714,1.1911500000000002,1.12766,330.0
"1/11 CAMBRIDGE STREET, ALTONA",2.0,1.0,1,3018,213021341,Apartment,17.28247,0.0829,0.57621,2.88778,1.02453,370.0
"1/11 COBHAM ROAD, MITCHAM",2.0,1.0,1,3132,211041270,Other,24.21692,1.1845,0.8927999999999999,0.69309,2.00318,430.0
"1/11 DEAN STREET, KEW",3.0,1.0,0,3101,207011521,Other,8.69893,1.2158699999999998,0.64575,1.05488,,480.0
"1/11 GOULBURN STREET, YARRAVILLE",2.0,2.0,1,3013,213031352,House,7.860180000000001,0.22731,0.93409,2.84049,0.21341,570.0
"1/11 GRANGE PARK AVENUE, DONCASTER",3.0,1.0,1,3108,207021157,Other,18.39408,1.79193,1.43408,1.7418699999999998,,437.5
"1/11 KATSURA RETREAT, ROXBURGH PARK",4.0,2.0,2,3064,210051545,House,24.72985,0.66213,0.83408,,,460.0
"1/11 LAKEVIEW AVENUE, ROWVILLE",2.0,1.0,1,3178,211011256,Apartment,34.51373,0.79322,1.11973,1.12281,,380.0
"1/11 MAHONEYS ROAD, RESERVOIR",3.0,1.0,3,3073,209021524,House,15.30343,,0.5494,0.7474,,400.0
"1/11 PASSFIELD STREET, BRUNSWICK WEST",1.0,1.0,1,3055,206011107,Apartment,6.94491,0.12966,0.70763,1.402,,260.0
"1/11 ROYDON ROAD, COWES",3.0,2.0,1,3922,205031091,House,140.94244,2.52468,1.43099,7.26244,,375.0
"1/11 STAFFORD STREET, HERNE HILL",3.0,1.0,1,3218,203021040,Other,77.71288,0.33176,1.43678,2.27198,,340.0
"1/11 WILLOW STREET, ESSENDON",2.0,1.0,2,3040,206031502,House,8.165560000000001,0.81655,0.5397000000000001,0.60923,0.6447200000000001,420.0
"1/110 BRADSHAW STREET, ESSENDON",3.0,1.0,1,3040,206031501,House,11.02266,1.22841,0.8084199999999999,1.22948,,550.0
"1/110 DUNLOP ROAD, BITTERN",3.0,2.0,2,3918,214021379,House,78.8527,0.4854,1.1451300000000002,4.9531,0.92585,460.0
"1/110 ST HELENA ROAD, BRIAR HILL",3.0,2.0,2,3088,209011202,Other,24.09285,1.13611,1.81959,2.58721,2.76024,470.0
"1/111 MILLER STREET, FITZROY NORTH",2.0,1.0,1,3068,206071143,Other,5.61504,1.66458,0.3402,1.68015,1.4048900000000002,395.0
"1/1116 BURKE ROAD, BALWYN NORTH",2.0,1.0,1,3104,207011148,Other,11.90346,1.49547,0.94604,1.6555799999999998,,430.0
"1/112 SEVERN ST, YARRAVILLE",2.0,2.0,2,3013,213031352,House,10.43156,0.85995,0.73277,1.08561,1.91022,550.0
"1/113 BRIDGE STREET, BENDIGO",2.0,1.0,1,3550,202011018,House,152.41869,0.42669,0.42569,1.23804,2.71978,380.0
"1/113 GRANT STREET, ALEXANDRA",3.0,1.0,0,3714,204011054,Other,162.07406,1.5531,0.27824,1.17493,1.53009,220.0
"1/113 KELVINSIDE ROAD, NOBLE PARK",1.0,1.0,1,3174,212041459,Apartment,31.54856,0.87291,2.06539,2.1563000000000003,1.70096,280.0
"1/113 SURREY ROAD, BLACKBURN NORTH",2.0,1.0,1,3130,207031161,Other,21.18546,0.91712,0.7415499999999999,0.83917,1.71085,360.0
"1/113 WESTBURY STREET, BALACLAVA",2.0,1.0,1,3183,206051134,Other,8.43692,0.8148,0.96331,0.2822699999999999,0.65851,595.0
"1/114 MAIN RD, HEPBURN SPRINGS",2.0,1.0,1,3461,201021011,Other,115.97338,1.45618,0.89579,4.8106800000000005,4.25506,320.0
"1/114 MAIN ROAD, HEPBURN SPRINGS",2.0,1.0,1,3461,201021011,House,116.00154,1.42803,0.86764,4.83883,4.28321,325.0
"1/115 MERTON STREET, ALTONA MEADOWS",2.0,1.0,2,3028,213021342,Apartment,23.6595,1.0946600000000002,0.8999199999999999,,,340.0
"1/115 WOOD STREET, CALIFORNIA GULLY",2.0,1.0,1,3556,202011019,House,155.39184,1.3907,0.5624199999999999,1.40001,2.16941,250.0
"1/119 TENNYSON STREET, ESSENDON",2.0,1.0,1,3040,206031502,Other,9.15046,1.23284,1.0520999999999998,1.1216400000000002,1.53964,320.0
"1/119 THE PARADE, ASCOT VALE",2.0,1.0,1,3032,206031113,House,7.466270000000001,0.42687,0.22972,,1.5284,470.0
"1/12 BROADMEADOWS ROAD, TULLAMARINE",3.0,2.0,2,3043,210051250,Other,16.17718,0.99119,0.5578099999999999,,,500.0
"1/12 BULLEN STREET, DONCASTER EAST",3.0,2.0,1,3109,207021425,House,20.8299,0.55038,0.51185,1.74985,,580.0
"1/12 CHENIES STREET, RESERVOIR",2.0,1.0,1,3073,209021523,House,14.90985,1.7458699999999998,0.80103,,2.22209,450.0
"1/12 CUSHING AVENUE, BENTLEIGH",2.0,1.0,1,3204,208021174,Other,18.6062,,0.87538,1.2147,0.90402,330.0
"1/12 ESSEX STREET, PASCOE VALE",3.0,2.0,0,3044,210031538,House,11.34729,0.70275,0.93624,1.31721,,470.0
"1/12 EVANSDALE ROAD, HAWTHORN",2.0,1.0,1,3122,207011520,Other,6.471640000000001,0.29754,1.27547,1.4301199999999998,1.65147,450.0
"1/12 GEORGE STREET, GLENROY",2.0,1.0,2,3046,210031536,Other,12.81549,1.23009,1.29376,1.2797,1.27362,340.0
"1/12 GILLIES STREET, MITCHAM",3.0,1.0,1,3132,211041270,Other,24.60884,1.12645,0.72333,1.03377,0.69326,400.0
"1/12 OWENS AVENUE, GLEN WAVERLEY",4.0,2.0,1,3150,212051322,House,23.66131,0.34169,1.01569,2.14229,1.90413,560.0
"1/12 PALL MALL, BENDIGO",1.0,1.0,0,3550,202011018,Apartment,150.81586,0.89708,0.22847,0.37041,1.11704,310.0
"1/123 ORIEL ROAD, BELLFIELD",3.0,1.0,1,3081,209011199,House,13.14269,1.9569,1.33322,0.4666,,387.5
"1/124 HAYES STREET, SHEPPARTON SOUTH",2.0,1.0,1,3630,216031594,Other,180.29658,1.4086500000000002,0.08558,1.61027,0.95206,225.0
"1/126 APPIN STREET, WANGARATTA",2.0,1.0,1,3677,204021066,Apartment,241.29672,2.59492,0.28291,1.06233,3.77026,230.0
"1/1268 GLENHUNTLY ROAD, CARNEGIE",3.0,2.0,2,3163,208021176,House,15.59837,1.2568800000000002,0.45115,,1.61085,560.0
"1/129 HODDLE STREET, RICHMOND",1.0,1.0,1,3121,206071518,Other,3.25764,2.6973200000000004,0.50787,1.1719000000000002,0.3155199999999999,420.0
"1/12A LINCOLN DRIVE, BULLEEN",2.0,1.0,2,3105,207021156,Other,14.36864,1.02975,0.70973,1.84888,,420.0
"1/13 ASHLEY COURT, GROVEDALE",2.0,1.0,1,3216,203021487,Other,87.1965,0.8189299999999999,0.75903,0.28248,2.552,330.0
"1/13 CERBERUS ROAD, BAXTER",2.0,1.0,1,3911,214021385,Other,60.16609,0.2875,3.33668,5.44024,1.41456,350.0
"1/13 DAVID STREET, ALTONA",3.0,2.0,2,3018,213021341,House,18.71704,0.6417999999999999,0.37098,1.55618,0.46208,560.0
"1/13 DESROY AVENUE, MILDURA",2.0,1.0,1,3500,215021469,House,544.2095,0.5698099999999999,0.89451,1.26431,2.52052,240.0
"1/13 ELM STREET, BAYSWATER",3.0,3.0,2,3153,211011251,House,33.87345,1.28317,0.2222299999999999,0.6339199999999999,1.10507,480.0
"1/13 JUBILEE STREET, NEWPORT",3.0,1.0,1,3015,213021344,Other,13.65508,0.03853,0.38426,1.08227,2.06301,420.0
"1/13 VICKERY STREET, BENTLEIGH",2.0,1.0,1,3204,208021174,Other,18.09037,,0.88314,1.22246,0.26486,470.0
