address,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,weekly_rent
"15 ADRIAN PLACE, ROWVILLE",3.0,1.0,1,3178,211011258,House,35.06396,0.61607,0.29955,,,405.0
"15 AINTREE ROAD, GLEN IRIS",1.0,1.0,1,3146,208041194,House,11.35689,0.7820199999999999,0.87053,1.14357,1.1097,330.0
"15 ALFRED STREET, NOBLE PARK",3.0,1.0,1,3174,212041460,House,34.8078,0.9069,0.42719,,2.67315,380.0
"15 ALVINA STREET, SUNSHINE NORTH",4.0,1.0,1,3020,213011337,House,20.95124,1.44046,1.22158,2.85275,,400.0
"15 AMBITION DRIVE, GREENVALE",3.0,2.0,2,3059,210051246,Other,27.47283,0.5622,4.23263,2.6293,,395.0
"15 ANDERSON STREET EAST, BALLARAT",3.0,1.0,0,3350,201011483,House,114.73828,0.842,0.58469,0.53213,,300.0
"15 ARKELL COURT, PORTLAND",3.0,1.0,2,3305,217011422,House,364.54425,1.5878800000000002,1.42398,2.33868,2.53449,220.0
"15 BAKER STREET, LILYDALE",3.0,2.0,2,3140,211051278,House,40.06332,1.90272,0.4567799999999999,1.32076,1.39846,370.0
"15 BARKERS ST, OAKLEIGH SOUTH",3.0,2.0,3,3167,212041309,House,22.718580000000003,0.65198,2.4969200000000003,,,580.0
"15 BARKERS STREET, OAKLEIGH SOUTH",3.0,2.0,3,3167,212041309,House,22.718580000000003,0.65198,2.4969200000000003,,,580.0
"15 BEDDOE AVENUE, BRIGHTON EAST",3.0,2.0,2,3187,208011170,House,15.58781,0.84189,0.30487,1.75954,,890.0
"15 BERRYS ROAD, HARMERS HAVEN",4.0,2.0,0,3995,205031093,House,140.73825,0.38896,5.611149999999999,5.94961,6.37853,290.0
"15 BINDING AVENUE, CRANBOURNE",3.0,1.0,2,3977,212031300,House,53.18017,2.56663,0.55423,1.24247,1.51944,325.0
"15 BITTERN STREET, MELTON",3.0,1.0,2,3337,213041577,Other,46.93172,1.07777,1.4593699999999998,,,300.0
"15 BLACKWOOD DRIVE, WHEELERS HILL",3.0,1.0,1,3150,212051327,Other,24.39655,1.3466300000000002,0.36742,0.2061899999999999,,500.0
"15 BLOOMSBURY DRIVE, TAYLORS HILL",5.0,2.0,2,3037,213041360,House,27.34371,,2.37614,3.59716,,500.0
"15 BRIAR CLOSE, NARRE WARREN",3.0,1.0,4,3805,212021456,House,44.60419,1.61304,1.11426,5.32576,2.30093,345.0
"15 BRICKWORKS LANE, NORTHCOTE",3.0,1.0,1,3070,206021499,House,8.198870000000001,0.56471,1.89451,0.92895,2.19921,680.0
"15 BRIDGE ROAD, MELTON SOUTH",3.0,1.0,4,3338,213041578,House,48.65982,,0.71009,1.21101,1.57217,310.0
"15 BRIXTON PLACE, MELTON",3.0,1.0,2,3337,213041577,House,45.08302,1.74728,0.9072,,,340.0
"15 BROWN STREET, AVONDALE HEIGHTS",3.0,1.0,3,3034,210011533,House,12.40654,1.82745,0.63797,0.94092,,400.0
"15 BURN STREET, GOLDEN SQUARE",5.0,2.0,2,3555,202011022,Other,149.06557999999998,0.53515,0.31194,2.64744,1.42724,350.0
"15 BUTE CLOSE, CLUNES",3.0,1.0,4,3370,201021010,Other,148.88902,2.14461,3.86311,,4.08371,300.0
"15 CADOGAN PLACE, ALTONA MEADOWS",2.0,1.0,1,3028,213021342,Apartment,24.89584,1.21943,1.78102,,,320.0
"15 CAMPBELL GROVE, MORNINGTON",3.0,2.0,1,3931,214021592,House,71.88336,0.29354,0.54423,1.2799200000000002,,505.0
"15 CANTERBURY ROAD, TOORAK",3.0,1.0,1,3142,206061138,House,8.06144,0.57711,1.11179,2.89423,2.8026500000000003,700.0
"15 CAVIAR COURT, MINERS REST",4.0,2.0,3,3352,201011008,House,122.46709,4.35168,2.80069,4.79679,,425.0
"15 CHELBARA COURT, CHELSEA",3.0,2.0,1,3196,208031186,House,47.72209,2.81512,1.89759,3.60189,1.46391,425.0
"15 CILENTO CRESCENT, LYNBROOK",5.0,3.0,2,3975,212031306,House,43.70052,0.82369,1.0556,,4.081840000000001,600.0
"15 CITRON AVENUE, BALWYN NORTH",4.0,2.0,2,3104,207011148,Other,15.92482,1.3723599999999998,0.35029,1.2685799999999998,,600.0
"15 CLARE STREET, BROOKFIELD",4.0,2.0,2,3338,213041571,House,49.20029,,,2.56972,,370.0
"15 CLIFFORD STREET, WARRACKNABEAL",3.0,1.0,1,3393,215011394,House,335.21975,1.46306,1.79183,2.76266,1.1443,160.0
"15 COLLEGE COURT, NEWTOWN",3.0,1.0,1,3220,203021046,House,77.60338,0.28057,0.62263,0.57804,,300.0
"15 CROCKER STREET, LAKE WENDOUREE",3.0,2.0,1,3350,201011002,Other,118.39102,1.2289,1.84986,0.91998,2.78806,566.6666666666666
"15 CULLINAN ROAD, BATESFORD",3.0,2.0,0,3221,203011034,House,77.49095,,,,5.555479999999999,450.0
"15 CUMMINS ROAD, BRIGHTON EAST",3.0,1.0,3,3187,208011170,Other,17.98144,1.25075,1.97485,1.68056,,580.0
"15 CURRINGA COURT, CHURCHILL",4.0,2.0,2,3842,205041094,Other,161.65088,1.12476,1.53218,1.73152,,310.0
"15 CYRIL STREET, ASHBURTON",3.0,2.0,1,3147,207011146,House,15.15374,0.60856,0.80125,,1.01891,510.0
"15 DAVENPORT DRIVE, WILLIAMS LANDING",4.0,2.0,2,3027,213051363,House,24.49348,1.88614,4.04711,,2.09293,480.0
"15 DAVIS AVENUE, CAMBERWELL",4.0,2.0,2,3124,207011149,Other,11.28074,0.97801,1.40873,3.15607,2.15329,980.0
"15 DENT STREET, GLEN IRIS",5.0,2.0,2,3146,207011150,House,13.548,0.88324,1.0747,,2.78804,1200.0
"15 DIXON STREET, MALVERN",3.0,1.0,0,3144,208041194,Other,12.42792,0.73976,0.8936799999999999,0.97531,1.19465,840.0
"15 DORRINGTON COURT, MILL PARK",3.0,2.0,2,3082,209041220,House,21.47818,,3.20283,4.519909999999999,,396.6666666666667
"15 DRAKE COURT, MELTON",3.0,1.0,3,3337,213041577,House,44.97019,1.63445,0.79437,,,310.0
"15 DRINAN ROAD, CHELSEA",2.0,1.0,1,3196,208031186,Other,47.33845,1.04847,0.6194700000000001,3.03354,0.5920599999999999,320.0
"15 DUNBAR COURT, KEILOR DOWNS",4.0,2.0,4,3038,213011332,Apartment,24.420330000000003,0.84305,0.79638,0.38525,,445.0
"15 DUNDAS PLACE, ALBERT PARK",3.0,2.0,0,3206,206051128,House,5.05605,0.41769,0.63247,0.75942,1.18869,1250.0
"15 DYE STREET, HEYWOOD",3.0,1.0,2,3304,217011420,House,351.29088,4.38877,2.74359,1.85681,0.85609,200.0
"15 DYLAN STREET, EPSOM",4.0,2.0,2,3551,202011025,Other,157.88701999999998,0.3630899999999999,0.30432,4.26396,0.53085,400.0
"15 DYSART STREET, GLENLYON",4.0,1.0,2,3461,201021011,House,99.73397,1.6833699999999998,1.53805,10.60337,9.72014,400.0
"15 EILDON STREET, DONCASTER",3.0,1.0,1,3108,207021157,House,17.26312,2.39429,1.44234,2.34424,,460.0
"15 ELLERTON SQUARE, WANTIRNA",4.0,2.0,3,3152,211011259,House,34.33082,3.9253,0.87747,1.64974,,450.0
"15 EMERALD LAKE ROAD, EMERALD",4.0,2.0,2,3782,212011289,House,57.41079,0.23928,1.14789,2.10422,0.69178,490.0
"15 ERICA AVENUE, GLEN IRIS",2.0,1.0,0,3146,208041194,House,12.56223,0.90094,0.76628,2.20115,1.52854,490.0
"15 ERSKINE PLACE, NORTH MELBOURNE",3.0,1.0,2,3051,206041506,Other,3.53133,0.7079,1.35734,0.71617,1.22416,600.0
"15 FLINT CRESCENT, DELAHEY",3.0,2.0,2,3037,213011331,House,28.15764,0.50482,1.60369,1.0396500000000002,,400.0
"15 FORE STREET, LAKE WENDOUREE",3.0,2.0,1,3350,201011002,House,116.46591,1.81415,1.57797,1.2175,3.6242,400.0
"15 GALAXIAS TERRACE, BANDIANA",3.0,2.0,2,3691,204031491,House,316.09594,2.40718,2.66719,6.28789,8.43001,340.0
"15 GATEWAY CLOSE, CHADSTONE",3.0,2.0,1,3148,212051319,Other,18.501060000000003,1.22791,1.21719,0.4646,,500.0
"15 GEELONG ROAD, PORTARLINGTON",2.0,1.0,2,3223,203031051,House,108.46784,0.35438,1.03197,,,295.0
"15 GOOCH COURT, WHEATSHEAF",2.0,1.0,4,3461,201021011,Other,102.54734,4.49674,3.45871,7.84204,6.958810000000001,370.0
"15 GOULD STREET, WURRUK",4.0,2.0,7,3850,205051103,House,210.72481,0.69133,1.85209,4.42867,5.35102,330.0
"15 GRANDVIEW AVENUE, GLEN IRIS",3.0,1.0,1,3146,207011150,House,13.66187,0.5007,2.19433,,0.41917,742.5
"15 GRANTON AVENUE, ENDEAVOUR HILLS",4.0,2.0,2,3802,212021454,House,37.75437,1.30171,0.6074700000000001,5.1732,,500.0
"15 GUTHRIE AVENUE, NORTH GEELONG",3.0,1.0,1,3215,203021047,House,76.50148,0.8335499999999999,1.91218,3.25849,1.32975,320.0
"15 GYTON AVENUE, GLEN WAVERLEY",4.0,2.0,1,3150,212051322,House,20.98917,1.90442,0.5905199999999999,2.01162,3.34961,650.0
"15 HALSBURY COURT, ST HELENA",3.0,2.0,2,3088,209011197,House,28.36089,1.2731199999999998,1.25898,0.75309,5.03106,470.0
"15 HAMMOND DRIVE, MAFFRA",4.0,2.0,0,3860,205051101,House,227.86925,1.58531,2.3284,2.56289,3.7191,365.0
"15 HARPER STREET, NORTHCOTE",3.0,1.0,1,3070,206021499,House,6.80829,0.3411,1.43564,2.19559,0.4072699999999999,565.0
"15 HAZELWOOD AVENUE, CRANBOURNE NORTH",3.0,2.0,1,3977,212031560,House,50.3916,2.55973,0.5189,1.2757,,350.0
"15 HEATHER GROVE, RINGWOOD",4.0,2.0,2,3134,211031266,House,27.65721,0.52504,0.83601,2.29872,1.69319,370.0
"15 HERBERT PLACE, ALBERT PARK",2.0,1.0,0,3206,206051128,House,5.35236,0.71151,0.57624,1.05574,1.1950999999999998,625.0
"15 HOPE STREET, DIMBOOLA",3.0,1.0,1,3414,215011390,House,336.83140999999995,1.44128,1.70845,2.50012,1.32073,180.0
"15 HOWIE STREET, GLEN IRIS",4.0,2.0,6,3146,207011150,House,13.75717,0.5205,1.48649,,1.58827,900.0
"15 HOWITT STREET, NORTHCOTE",2.0,2.0,1,3070,206021499,House,7.95218,0.95326,1.72277,2.66205,1.12398,520.0
"15 HUDSON STREET, ARMSTRONG CREEK",3.0,2.0,2,3217,203031489,Other,92.59736,4.38863,12.77316,0.93876,,395.0
"15 HUGHES STREET, YARRAVILLE",2.0,1.0,0,3013,213031352,House,8.726120000000002,0.88115,0.44172,2.2081,1.05845,400.0
"15 HUNTER STREET, RICHMOND",3.0,1.0,0,3121,206071517,House,4.69397,0.55515,1.5405799999999998,1.20878,1.66933,625.0
"15 ILLAROO STREET, CAPEL SOUND",3.0,1.0,3,3940,214021384,House,92.44707,1.5241,0.89858,0.47248,,335.0
"15 IRVING ST, POINT COOK",4.0,2.0,2,3030,213051580,House,25.11629,,2.81969,1.09999,,460.0
"15 IRVING STREET, POINT COOK",4.0,2.0,2,3030,213051580,Other,25.11629,,2.81969,1.09999,,460.0
"15 JOHN STREET, SEDDON",3.0,2.0,2,3011,213031350,House,7.51696,0.69145,,,1.52497,650.0
"15 JOHNS ROAD, MORNINGTON",3.0,1.0,1,3931,214021592,Other,75.03504,0.00422,2.58393,2.40087,,440.0
"15 JOROMA PLACE, WONGA PARK",3.0,2.0,2,3115,211021262,Other,36.79789,5.17602,4.95583,1.31845,,510.0
"15 KHARTOUM STREET, CAULFIELD NORTH",2.0,1.0,1,3161,208021177,House,10.15643,1.59467,1.3525999999999998,1.33115,2.77747,410.0
"15 KYLE COURT, WEST WODONGA",3.0,1.0,2,3690,204031073,Other,309.60431,0.67332,3.22935,2.08093,,320.0
"15 LAN AVE, ALTONA MEADOWS",3.0,1.0,1,3028,213021342,House,24.88813,1.2888499999999998,2.14674,,,350.0
"15 LANTANA ROAD, CAPE WOOLAMAI",3.0,1.0,2,3925,205031091,House,127.52031,2.93401,2.73328,2.74196,,350.0
"15 LARKSPUR AVENUE, DONCASTER",3.0,1.0,4,3108,207021157,House,18.66792,1.85425,1.49641,1.8042,,468.75
"15 LETHBRIDGE STREET, MOONEE PONDS",2.0,1.0,0,3039,206031116,House,7.3851,1.00341,0.76802,,1.59409,540.0
"15 LOWERY STREET, PANMURE",3.0,1.0,2,3265,217041477,House,245.99056,4.0328,7.237319999999999,38.8031,10.01047,240.0
"15 LUSATIA PARK ROAD, LAUNCHING PLACE",3.0,1.0,0,3139,211051286,Other,61.19297,2.63598,2.90408,8.47234,,320.0
"15 LYLE STREET, BRUNSWICK",2.0,1.0,0,3056,206011496,House,7.02266,0.4715899999999999,1.52676,0.63616,1.00712,500.0
"15 MACKEY STREET, LONGWARRY",3.0,1.0,0,3816,205011076,House,86.95907000000001,0.32486,0.63463,10.45914,0.56374,275.0
"15 MALCOLM STREET, BLACKBURN",3.0,1.0,2,3130,207031161,House,23.358220000000003,0.5722200000000001,0.49247,3.26121,2.37967,450.0
"15 MALLACOOTA CRESCENT, ARMSTRONG CREEK",3.0,2.0,2,3217,203021485,House,91.85987,5.98343,,1.68208,,410.0
"15 MCCOLL STREET, BENDIGO",3.0,1.0,1,3550,202011018,Other,153.17011,1.03364,0.60036,0.8744400000000001,2.80083,270.0
"15 MCCONNELL DRIVE, JUNORTOUN",4.0,2.0,2,3551,202011024,House,158.35685999999998,5.07766,5.02151,2.8264,,470.0
"15 MCPHERSON STREET, SWAN HILL",3.0,1.0,2,3585,215031404,House,343.78525,1.2751199999999998,0.99011,1.57492,2.81522,280.0
"15 MONTALBO RD, RINGWOOD NORTH",4.0,2.0,1,3134,211031268,House,28.68719,0.47416,0.65576,3.946,,475.0
"15 MONTALBO ROAD, RINGWOOD NORTH",4.0,2.0,1,3134,211031268,House,28.68819,0.47316,0.65475,3.947,,475.0
"15 MOORE STREET, KATAMATITE",4.0,2.0,2,3649,216021412,House,230.34366,0.23593,0.67214,,2.03442,280.0
"15 MORA AVENUE, OAKLEIGH",3.0,1.0,2,3166,212051326,House,18.67172,3.19018,0.38887,2.65722,0.35384,480.0
"15 MULLERS ROAD, ST ANDREWS",3.0,2.0,1,3761,209031212,Other,47.09388,6.41498,3.5291900000000003,20.84418,,400.0
"15 MURPHY ST, ROMSEY",4.0,2.0,4,3434,210021235,House,66.62296,,1.27011,7.90379,16.58043,390.0
"15 MURPHY STREET, ROMSEY",4.0,2.0,4,3434,210021235,House,66.40394,,1.04036,7.63297,16.36141,390.0
"15 MYRTLE GROVE, ALTONA",4.0,2.0,3,3018,213021341,House,21.13695,0.21568,0.92245,1.19668,1.24682,560.0
"15 NATREN COURT, HARKAWAY",4.0,2.0,3,3806,212021293,House,45.79928,0.69724,2.1367800000000003,2.16552,4.715109999999999,595.0
"15 NATREN CT, HARKAWAY",4.0,2.0,2,3806,212021293,House,45.801660000000005,0.6996100000000001,2.13916,2.1679,4.71749,595.0
"15 NIKI COURT, BENTLEIGH EAST",3.0,1.0,1,3165,208021427,Other,22.96237,0.17451,1.21649,1.2737,,520.0
"15 NOTTINGHAM AVE, SOMERVILLE",3.0,1.0,5,3912,214021385,House,64.86691,0.7523200000000001,0.58763,0.48986,2.1415900000000003,370.0
"15 OAK TERRACE, WHEELERS HILL",3.0,2.0,2,3150,212051327,House,28.32291,1.52576,1.3181500000000002,1.9799,,580.0
"15 OLYMPIC STREET, GIRGARRE",3.0,1.0,2,3624,216011410,House,193.34695,1.12478,0.8557899999999999,42.00898,0.98752,195.0
"15 PALOMA STREET, BENTLEIGH EAST",3.0,1.0,1,3165,208021426,Other,20.22482,1.1238,1.12429,2.53854,,425.0
"15 PARKLANDS PLACE, MORWELL",3.0,1.0,1,3840,205041096,House,156.52578,1.84588,1.61611,0.20145,4.379029999999999,325.0
"15 PEAKE STREET, BALLARAT",4.0,1.0,0,3350,201011483,Other,114.84054,0.5591799999999999,0.5588099999999999,0.78495,,250.0
"15 PEAKE STREET, GOLDEN POINT",4.0,1.0,2,3451,201011483,House,114.84054,0.5591799999999999,0.5588099999999999,0.78495,,285.0
"15 PENGELLY ROAD, LUCAS",4.0,2.0,2,3350,201011001,House,126.67752,2.936,2.53161,,,380.0
"15 PINOAK DRIVE, YARRA GLEN",3.0,2.0,1,3775,211051276,House,53.90102,9.68139,1.06698,16.27486,0.8450700000000001,390.0
"15 PORTER ROAD, BENTLEIGH",4.0,2.0,3,3204,208021174,House,19.88615,,1.27379,0.93447,1.39025,950.0
"15 POWLEY PARADE, WATSONIA",2.0,1.0,2,3087,209011204,House,19.35623,0.9762,1.44109,2.09769,1.17701,360.0
"15 POWLEY PDE, WATSONIA",2.0,1.0,2,3087,209011204,House,19.35623,0.9762,1.44109,2.09769,1.17701,360.0
"15 PRINCES STREET, WILLIAMSTOWN",3.0,1.0,0,3016,213021346,Other,11.99925,0.83727,1.01303,1.63664,2.4135500000000003,565.0
"15 REEFTON DRIVE, MCMAHONS CREEK",2.0,1.0,0,3799,204011061,Other,91.95154,29.20161,,,,250.0
"15 RIVERSDALE AVENUE, CARRUM",3.0,2.0,1,3197,208031185,Other,47.92384,1.39565,1.03311,,1.0943,460.0
"15 RIVERSIDE CRESCENT, FLOWERDALE",2.0,1.0,0,3658,204011062,Other,75.8267,19.09606,6.62356,31.3025,32.60289,260.0
"15 ROBINSON STREET, THORPDALE",3.0,2.0,2,3835,205011078,House,137.57061,12.25238,0.05958,11.07452,13.11441,270.0
"15 ROCKFORD STREET, PAKENHAM",4.0,2.0,2,3810,212011551,Other,61.66094,0.7335,,,0.38897,370.0
"15 ROSALIE COURT, WANTIRNA SOUTH",4.0,2.0,2,3152,211011260,House,33.31248,0.62236,2.3177600000000003,1.6323,,470.0
"15 ROWAN STREET, BENDIGO",2.0,1.0,1,3550,202011018,House,151.10603,0.76839,0.4393399999999999,0.5153099999999999,1.70359,500.0
"15 RYAN COURT, PYALONG",5.0,2.0,1,3521,204011060,House,87.92859,16.50696,3.6344,,46.13049,600.0
"15 SEVENTH STREET, HEPBURN SPRINGS",2.0,2.0,2,3461,201021011,House,115.79051,1.80751,1.2471199999999998,4.627800000000001,4.07218,380.0
"15 SHIRLEY CRESCENT, WOORI YALLOCK",3.0,1.0,2,3139,211051286,House,59.77177,0.80404,1.23525,10.11133,,370.0
"15 SILVEREYE CRESCENT, WERRIBEE",3.0,2.0,2,3030,213051467,House,30.95306,2.67552,1.85209,1.65008,,350.0
"15 SIMPSON STREET, BACCHUS MARSH",3.0,1.0,1,3340,213041353,House,59.74126,0.87176,1.06841,2.05608,2.44556,300.0
"15 STATION AVENUE, ASHWOOD",2.0,1.0,1,3147,212051319,Other,19.84603,0.92799,1.63588,1.11551,,360.0
"15 STRATHMORE DRIVE, JAN JUC",3.0,2.0,2,3228,203031053,House,104.9316,0.8734,3.33271,3.38442,,550.0
"15 STUART AVENUE, MILDURA",2.0,1.0,2,3500,215021469,House,544.10075,0.8515499999999999,0.51888,0.74759,2.4117800000000003,250.0
"15 STUDLEY STREET, MELTON SOUTH",4.0,2.0,2,3338,213041463,House,31.68456,,2.96863,0.93333,,365.0
"15 STURT STREET, KYNETON",3.0,1.0,1,3444,202021030,House,86.31804,2.0540700000000003,0.45229,1.29898,2.12073,380.0
"15 SUNBURST AVENUE, BALWYN NORTH",3.0,1.0,2,3104,207011148,House,12.58862,0.5120399999999999,0.54371,1.00192,,620.0
"15 TALBOT ROAD, MOUNT WAVERLEY",3.0,1.0,1,3149,212051324,Other,21.57253,1.22806,0.61634,2.61661,,395.0
"15 TAMBO COURT, KALIMNA",3.0,1.0,1,3909,205021084,House,314.43869,1.79762,2.09946,5.09749,,267.5
"15 TELOPEA AVENUE, WALLAN",4.0,2.0,2,3756,209041224,House,53.42182,44.32279,2.56968,3.1858,5.30736,370.0
"15 TENNYSON AVENUE, PRESTON",3.0,2.0,2,3072,209021428,House,11.6672,2.66235,1.38995,1.77653,1.37465,600.0
"15 THWAITES CLOSE, HIGHTON",4.0,2.0,2,3216,203021042,House,85.76477,2.50669,3.18125,1.53344,,485.0
"15 TIVEY ST, RESERVOIR",3.0,1.0,2,3073,209021524,House,14.1455,,0.86994,1.3622,,430.0
"15 TIVEY STREET, RESERVOIR",3.0,1.0,2,3073,209021524,House,14.1455,,0.86994,1.3622,,430.0
"15 TOORAK AVE, THE BASIN",3.0,1.0,2,3154,211011449,House,40.62103,1.7795,1.83043,2.47642,,420.0
"15 TOORAK AVENUE, THE BASIN",3.0,1.0,2,3154,211011449,House,40.6277,1.78618,1.83711,2.4831,,420.0
"15 TROPHY WAY, DIGGERS REST",3.0,2.0,1,3427,210041539,House,38.26229,4.35633,3.03149,,4.61706,360.0
"15 TROTMAN DRIVE, WANGARATTA",3.0,2.0,2,3677,204021066,House,243.48756,1.6032,1.73478,1.3796199999999998,4.385020000000001,360.0
"15 ULEY STREET, BENDIGO",2.0,1.0,1,3550,202011018,House,152.12859,0.75028,1.00235,0.83677,2.6974,470.0
"15 VALE ROAD, BELGRAVE HEIGHTS",4.0,1.0,2,3160,211051274,House,46.71463,1.77123,1.47925,3.75298,3.43346,400.0
"15 VICTORIA STREET, DIMBOOLA",3.0,1.0,1,3414,215011390,House,335.49819,0.23759,0.37523,1.1668900000000002,0.67531,215.0
"15 VINCENT ROAD, WANGARATTA",3.0,1.0,2,3677,204021066,House,240.79138,0.82799,1.36772,0.0784,1.50302,250.0
"15 WALSGOTT STREET, NORTH GEELONG",3.0,1.0,1,3215,203021047,House,76.12925,0.58397,1.81356,1.43503,1.55932,320.0
"15 WARRINGA CRESCENT, HOPPERS CROSSING",3.0,2.0,2,3029,213051362,House,29.48604,0.6197999999999999,0.28079,1.85432,,375.0
"15 WATERMOOR AVENUE, KILSYTH SOUTH",3.0,1.0,2,3137,211031263,House,36.19849,0.11891,1.35794,,,410.0
"15 WATTLE TREE ROAD, BRIDGEWATER",3.0,1.0,0,3516,202031033,House,178.27808,0.64198,1.03597,37.65598000000001,1.07945,305.0
"15 WAUGH STREET, CHARLTON",2.0,1.0,1,3525,215031400,House,246.33005,4.75228,1.37634,1.76154,1.25391,200.0
"15 WAXFLOWER CRESCENT, BUNDOORA",2.0,2.0,2,3083,209041217,Other,17.32512,1.02795,0.5176499999999999,0.89203,,370.0
"15 WEEDEN CRES, HALLAM",3.0,2.0,0,3803,212021297,House,39.79218,0.94487,2.8091,2.80706,2.54099,375.0
"15 WEEDEN CRESCENT, HALLAM",3.0,2.0,1,3803,212021297,House,39.79279,0.94548,2.80971,2.80767,2.5416,375.0
"15 WILLOW COURT, DONALD",3.0,1.0,4,3480,215031400,Other,278.47790999999995,2.17895,1.27115,0.53259,1.59032,245.0
"15 WOOLNOUGHS ROAD, PORCUPINE RIDGE",2.0,1.0,0,3461,201021011,House,103.65297,7.02046,5.457050000000001,9.13234,8.249120000000001,370.0
"15 WYLIE CIRCUIT, BURNSIDE HEIGHTS",4.0,2.0,2,3023,213041462,House,31.71918,,0.64298,,,450.0
"15 YOUNG STREET, GOLDEN POINT",3.0,1.0,3,3451,201011483,House,114.42595,0.47961,0.0443,0.37036,,300.0
"15/1-5 HOMEWOOD DR, MOOROOPNA",3.0,1.0,0,3629,216031415,Other,183.37972,1.22525,1.14732,0.3191299999999999,2.63235,270.0
"15/106 BURNBANK STREET, BALLARAT",2.0,1.0,1,3350,201011002,House,116.67263,2.09433,1.85814,1.92374,3.12949,240.0
"15/111 BARKLY STREET, MORDIALLOC",2.0,1.0,1,3195,208031193,Other,34.36493,0.73075,0.65126,1.56474,0.97406,156.0
"15/114 MASON STREET, NEWPORT",2.0,1.0,1,3015,213021344,Other,12.36347,0.45319,0.8304,1.78545,1.43932,400.0
"15/123-125 PARKER STREET, TEMPLESTOWE",2.0,1.0,2,3106,207021159,Other,17.67755,2.05335,0.51424,,,380.0
"15/15-25 OXFORD STREET, COLLINGWOOD",2.0,1.0,2,3066,206071141,Other,2.33097,,0.1339499999999999,0.8754299999999999,,500.0
"15/159 UNION STREET, BRUNSWICK WEST",2.0,1.0,1,3055,206011107,Other,5.6215,0.7020599999999999,0.65385,2.26081,,400.0
"15/17 MACQUARIE STREET, PRAHRAN",1.0,1.0,0,3181,206061136,Other,6.76545,,0.87659,0.25183,0.65366,257.5
"15/17-21 QUEEN STREET, BLACKBURN",1.0,1.0,1,3130,207031161,Other,21.977880000000003,0.74411,0.84297,1.30279,0.20022,350.0
"15/171 FLEMINGTON ROAD, NORTH MELBOURNE",1.0,1.0,1,3051,206041506,Apartment,2.71595,0.82378,1.07797,0.7740900000000001,1.24889,355.0
"15/202 THE AVENUE, PARKVILLE",2.0,1.0,1,3052,206041124,Other,3.75307,0.7840499999999999,,2.2242,0.8487100000000001,416.6666666666667
"15/23 GEORGE STREET, FITZROY",1.0,1.0,1,3065,206071142,Other,2.2053000000000003,0.99527,0.95192,1.23679,1.02203,350.0
"15/237 THOMAS STREET, HAMPTON",2.0,1.0,1,3188,208011172,Other,19.42592,0.61519,0.92915,2.66398,3.70908,410.0
"15/24 ELPHIN GROVE, HAWTHORN",2.0,1.0,1,3122,207011519,Other,7.42991,0.21963,2.95149,,2.33039,380.0
"15/31 JUMBUNNA ROAD, KORUMBURRA",3.0,2.0,2,3950,205031089,House,120.93802,0.98698,1.03988,1.00982,1.84015,300.0
"15/34 BEETHAM PARADE, ROSANNA",2.0,1.0,1,3084,209011198,Other,15.71654,1.18808,1.1683,2.3160100000000003,0.28673,340.0
"15/56 BEACH ROAD, HAMPTON",2.0,1.0,1,3188,208011172,Other,16.1826,0.96067,0.9552,1.3621500000000002,0.39835,370.0
"15/59 STATION STREET, FAIRFIELD",1.0,1.0,1,3078,206021110,Other,8.45134,1.15043,0.46704,,0.37754,280.0
"15/649 DRUMMOND STREET, CARLTON NORTH",2.0,1.0,1,3054,206071140,Other,2.74655,1.93653,0.68199,1.2088,,450.0
"15/777 BELL STREET, PRESTON",2.0,1.0,1,3072,209021429,Other,8.208290000000002,0.7980900000000001,1.67722,1.79505,,360.0
"15/79-89 LANCEFIELD DRIVE, CAROLINE SPRINGS",3.0,2.0,2,3023,213041360,House,33.73146,,0.75451,4.15918,,390.0
"15/99 OXFORD STREET, COLLINGWOOD",1.0,1.0,1,3066,206071141,Apartment,2.3197,,0.14522,0.8641599999999999,,410.0
"150 ALBERT STREET, BRUNSWICK",2.0,1.0,1,3056,206011496,House,4.98184,0.1603899999999999,0.73675,0.42237,1.25301,495.0
"150 BERKLEYS ROAD, FLYNN",3.0,1.0,0,3844,205051102,House,179.65222,7.47181,6.20972,,7.976520000000001,240.0
"150 DROPMORE ROAD, MOLESWORTH",2.0,1.0,0,3718,204011062,House,144.27222,15.0514,15.85417,17.015220000000003,2.47549,320.0
"150 HAZELWOOD ESTATE ROAD, HAZELWOOD",4.0,2.0,4,3840,205041094,House,162.42867,2.6750100000000003,2.29039,2.54776,,340.0
"150-152 ROSSACK DR, WAURN PONDS",5.0,3.0,2,3216,203021487,House,85.99316,0.67955,2.42741,2.13835,0.56935,550.0
"150-152 ROSSACK DRIVE, WAURN PONDS",5.0,3.0,2,3216,203021487,House,85.99316,0.67955,2.42741,2.13835,0.56935,550.0
"1505 DONNYBROOK ROAD, WOODSTOCK",3.0,2.0,2,3751,209041225,House,32.823800000000006,8.41277,7.12547,10.78924,7.35963,466.6666666666667
"1505/280 SPENCER STREET, MELBOURNE",1.0,1.0,0,3000,206041118,Other,1.7096300000000002,0.6400399999999999,,,0.7412799999999999,400.0
