address,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,weekly_rent
"1337 GREGORY STREET, LAKE WENDOUREE",2.0,1.0,1,3350,201011002,Apartment,122.95397,2.40685,2.61019,2.75025,1.94728,270.0
"134 BALLARAT ROAD, HAMLYN HEIGHTS",3.0,1.0,2,3215,203021040,House,73.73413000000001,0.90594,0.55213,1.01586,,340.0
"134 BARNARD STREET, BENDIGO",3.0,1.0,1,3550,202011018,House,151.93001999999998,0.55171,1.30561,0.6382000000000001,2.4725900000000003,280.0
"134 BROWNS ROAD, CRANBOURNE SOUTH",5.0,2.0,1,3977,212031303,House,55.33343,1.66362,0.58976,6.05507,11.01288,455.0
"134 GREAT ALPINE ROAD, MYRTLEFORD",3.0,1.0,2,3737,204031071,House,287.47288000000003,0.15191,3.53332,3.86282,2.17389,180.0
"134 HIGH STREET ROAD, ASHWOOD",2.0,1.0,0,3147,212051319,Apartment,16.371100000000002,0.3512,1.05909,0.53872,,292.5
"134 VICTORIA AVENUE, ALBERT PARK",1.0,1.0,0,3206,206051128,House,5.492970000000001,0.16168,0.30581,0.46518,2.02409,417.5
"1349 PRINCES HIGHWAY, KILLARNEY",2.0,1.0,0,3283,217041478,Apartment,279.12781,7.23619,9.36139,29.26039,9.3092,245.0
"135 ARBOUR BOULEVARD, BURNSIDE HEIGHTS",4.0,3.0,2,3023,213041462,House,31.57341,,0.6815800000000001,,,560.0
"135 BARRETTS ROAD, LANGWARRIN SOUTH",5.0,3.0,3,3911,214011374,House,59.79984,3.89988,4.35908,0.6476799999999999,3.43513,920.0
"135 EVERETT CRESCENT, BARONGAROOK WEST",4.0,1.0,1,3249,217031473,House,161.18138000000002,16.515430000000002,7.31759,,20.96137,350.0
"135 GAYS ROAD, WHEATSHEAF",3.0,2.0,4,3461,201021011,House,104.33849,12.456040000000002,5.71656,10.09988,9.21666,400.0
"135 JETTY ROAD, ROSEBUD",2.0,1.0,2,3939,214021384,House,90.24844,1.2458399999999998,0.9048,0.91143,,290.0
"135 TONKS ROAD, WEERITE",3.0,1.0,2,3260,217031474,House,194.145,29.16566,5.89898,30.83815,16.47072,250.0
"1359 SHELFORD ROAD, LETHBRIDGE",2.0,1.0,2,3332,203011035,House,109.55977,24.45638,12.12504,,12.4229,330.0
"1359 SHELFORD ROAD, MEREDITH",2.0,1.0,2,3333,203011035,House,109.55977,24.45638,12.12504,,12.4229,330.0
"135A NOONE STREET, CLIFTON HILL",1.0,1.0,0,3068,206071145,House,4.8735100000000005,0.47852,0.98037,5.405279999999999,0.90679,300.0
"136 AMESS STREET, CARLTON NORTH",3.0,1.0,1,3054,206071140,House,3.63752,2.8275,0.90869,0.95937,,650.0
"136 BAYVIEW AVENUE, TENBY POINT",2.0,1.0,4,3984,205031093,House,111.47876,4.694100000000001,4.66358,32.57218,10.67116,220.0
"136 CLARENDON DRIVE, KEYSBOROUGH",4.0,2.0,2,3173,212041566,House,38.66224,2.2925500000000003,4.315189999999999,1.38193,,480.0
"136 EAST BOUNDARY ROAD, BENTLEIGH EAST",2.0,1.0,2,3165,208021427,House,20.0907,1.34127,0.78647,0.7352799999999999,,400.0
"136 EASTFIELD ROAD, CROYDON SOUTH",3.0,2.0,2,3136,211031452,House,31.75573,,0.94494,,,370.0
"136 WILSON STREET, CHELTENHAM",3.0,1.0,2,3192,208031188,House,26.13381,1.3720899999999998,1.3725,0.7352000000000001,,440.0
"136 WOODS STREET, NEWPORT",3.0,2.0,2,3015,213021344,House,13.16456,0.32491,0.0581599999999999,1.4616,2.24041,450.0
"136/325 NEPEAN HIGHWAY, FRANKSTON",2.0,1.0,1,3199,214011371,Apartment,53.075120000000005,1.91509,2.02332,1.48459,1.53143,235.0
"1360 LARDNERS TRACK, LARDNER",3.0,1.0,1,3821,205011079,House,109.52245,11.18337,2.92123,7.1165,11.57705,280.0
"1363B WHITTLESEA YEA ROAD, KINGLAKE WEST",3.0,1.0,1,3757,209031211,House,61.93042,28.57504,3.27773,,,270.0
"1363B WHITTLESEA-YEA ROAD, KINGLAKE WEST",3.0,1.0,1,3757,209031211,House,61.93042,28.57504,3.27773,,,270.0
"1363C WHITTLESEA YEA ROAD, KINGLAKE WEST",3.0,1.0,1,3757,209031211,House,61.93042,28.57504,3.27773,,,290.0
"1363C WHITTLESEA-YEA ROAD, KINGLAKE WEST",3.0,1.0,2,3757,209031211,House,61.93042,28.57504,3.27773,,,290.0
"137 BRISBANE STREET, BERWICK",4.0,1.0,1,3806,212021293,House,47.96215,0.34783,1.09885,0.79169,4.279,360.0
"137 LLOYD STREET, BENDIGO",4.0,2.0,2,3550,202011020,House,153.81053,,2.1105,2.53983,,650.0
"137 MENA ROAD, BIRDWOODTON",3.0,1.0,2,3505,215021396,House,548.90663,4.11695,3.22968,4.37128,3.71085,260.0
"1379 DEANS MARSH-BIRREGURRA ROAD, DEANS MARSH",3.0,2.0,1,3235,203011036,House,139.07492000000002,33.42922,0.78465,,23.98779,250.0
"138 CAPEL STREET, NORTH MELBOURNE",3.0,2.0,0,3051,206041506,House,1.44822,,1.33449,0.92842,2.88885,680.0
"1383 BIRREGURRA ROAD, DEANS MARSH",3.0,2.0,4,3235,203011036,House,139.02255,33.376839999999994,0.73227,,23.93541,360.0
"139 -141 BEACONSFIELD EMERALD ROAD, BEACONSFIELD UPPER",4.0,1.0,4,3808,212011289,House,57.10879,2.24365,3.44309,10.89711,8.321069999999999,400.0
"139 BEACONSFIELD - EMERALD ROAD, DEWHURST",4.0,1.0,3,3808,212011289,House,57.11731,2.25217,3.45161,10.88859,8.31255,395.0
"139 BEMERSYDE DRIVE, BERWICK",3.0,2.0,2,3806,212021553,House,47.79377,1.3631099999999998,0.89551,0.80635,,350.0
"139 DARREN ROAD, KEYSBOROUGH",3.0,1.0,4,3173,212041565,House,37.92956,0.43245,0.7323500000000001,1.11947,,380.0
"139 JOLIMONT ROAD, VERMONT",3.0,2.0,2,3133,211041272,House,28.24244,2.15243,0.91796,2.66434,,530.0
"139 ORMOND ROAD, HAMPTON PARK",3.0,1.0,2,3976,212031561,House,45.20154,,1.27746,,,360.0
"139 SOUTH GIPPSLAND HIGHWAY, TOORADIN",3.0,2.0,2,3980,212031308,House,71.82817,10.22325,1.40439,,4.56199,335.0
"139 WINDHAM STREET, NARRAWONG",3.0,1.0,1,3285,217011420,House,344.01531,3.34962,1.45577,24.60478,23.36324,220.0
"13A CLYDE STREET, LILYDALE",3.0,1.0,4,3140,211051278,House,39.72626,1.56674,1.52062,0.6379400000000001,0.7365700000000001,350.0
"13A HARDING AVENUE, BONBEACH",3.0,2.0,2,3196,208031186,House,49.181160000000006,1.1233,1.1398199999999998,1.13818,0.38758,600.0
"13A LUCAS STREET, CAULFIELD SOUTH",3.0,2.0,1,3162,208021178,House,13.79072,0.91158,1.61872,1.44101,,560.0
"13A SHAW STREET, FAWKNER",1.0,1.0,1,3060,210031237,Apartment,14.63309,2.12407,0.45432,0.31985,2.23138,240.0
"14 ACORN LANE, PAKENHAM",3.0,1.0,2,3810,212011551,House,62.4102,,,,1.5417,270.0
"14 ALBERT STREET, CARISBROOK",3.0,1.0,2,3464,201031017,House,169.83395000000002,3.3200700000000003,0.7699,,1.3499,265.0
"14 ALLOWAH COURT, NORLANE",3.0,1.0,4,3214,203021488,House,68.24295,1.65824,0.58405,1.49466,4.110270000000001,265.0
"14 ALPINE GROVE, PASCOE VALE",2.0,1.0,3,3044,210031538,House,11.31556,0.29548,1.0549000000000002,1.7626,,320.0
"14 ANAKIE WALK, DELAHEY",3.0,2.0,1,3037,213011331,House,27.62878,0.53287,1.55181,0.98778,,300.0
"14 ANNA STREET, DIMBOOLA",3.0,1.0,2,3414,215011390,House,336.83991,1.44978,1.71695,2.50862,1.32923,200.0
"14 ANNE STREET, EMERALD",3.0,2.0,1,3782,212011289,House,55.71668,2.13472,1.13203,3.06183,1.12735,355.0
"14 ANZAC AVENUE, LEOPOLD",3.0,2.0,2,3224,203021044,House,91.60446,1.63105,1.148,,,310.0
"14 ASHWORTH STREET, ALBERT PARK",2.0,1.0,1,3206,206051128,Apartment,5.94838,0.61709,0.76122,0.5519299999999999,2.1088,650.0
"14 ATHERTON AVENUE, BURNSIDE HEIGHTS",4.0,2.0,2,3023,213041462,House,32.23847,,0.98184,,,375.0
"14 ATKINSON CLOSE, POINT COOK",4.0,2.0,2,3030,213051581,House,28.53128,,1.5395,1.47837,,365.0
"14 AUSTIN STREET, WINCHELSEA",3.0,1.0,1,3241,203011036,House,113.67575,16.21968,1.81827,,1.48124,285.0
"14 BARRABOOL STREET, DONCASTER EAST",3.0,2.0,2,3109,207021424,House,21.64677,1.21768,1.2811400000000002,,,470.0
"14 BELMONT AVENUE, UPWEY",4.0,2.0,1,3158,211051284,House,44.20579,1.41711,1.55103,1.76321,1.28348,470.0
"14 BENNIE COURT, FLINDERS",3.0,1.0,0,3929,214021378,House,99.29127,1.66883,15.77258,,,395.0
"14 BERRY STREET, YARRAVILLE",3.0,1.0,0,3013,213031352,House,7.29505,0.31462,1.49244,3.81048,0.92112,460.0
"14 BILLETS ROAD, PANMURE",3.0,1.0,2,3265,217041477,House,240.58639,8.359290000000001,1.23818,31.87428,0.78611,180.0
"14 BIRDIE AVENUE, ANGLESEA",4.0,1.0,0,3230,203031049,House,115.35275,27.8269,3.62427,,,385.0
"14 BISHOP STREET, BOX HILL",4.0,3.0,1,3128,207031163,House,21.8058,0.62891,0.7719400000000001,0.55076,1.17457,757.5
"14 BLACKHILL ROAD, MENZIES CREEK",4.0,2.0,4,3159,211051274,House,54.57354,2.33583,0.78275,5.402340000000001,3.76595,370.0
"14 BLAKE COURT, MOUNT ELIZA",4.0,2.0,2,3930,214021381,House,59.14679,2.09149,2.30827,3.09265,4.5545,620.0
"14 BLANCHE ST, WAHGUNYAH",4.0,1.0,1,3687,204021065,House,288.59578000000005,,0.62206,10.38506,0.8385199999999999,270.0
"14 BLANCHE STREET, WAHGUNYAH",4.0,1.0,1,3687,204021065,House,288.59578000000005,,0.62206,10.38506,0.8385199999999999,270.0
"14 BROOKS AVENUE, SHEPPARTON",3.0,2.0,2,3630,216031594,House,181.61647,6.34546,0.70257,1.53001,1.71871,290.0
"14 CANTERBURY STREET, CLUNES",3.0,2.0,2,3370,201021010,House,146.1705,1.48683,0.32675,,2.4821,260.0
"14 CHEFFERS STREET, MOONEE PONDS",3.0,2.0,1,3039,206031116,House,8.30989,0.46207,0.98233,,1.50383,700.0
"14 CORANGAMITE DRIVE, CORIO",4.0,1.0,2,3214,203021486,House,67.78105000000001,2.41686,1.36321,2.39431,4.17147,300.0
"14 CREEKVIEW , ASCOT PLACE, ASCOT",4.0,1.0,1,3551,201021010,House,133.28647,8.07231,0.2154499999999999,,4.12268,320.0
"14 CREEKVIEW PLACE, ASCOT, ASCOT",4.0,1.0,1,3551,201021010,House,133.28647,8.07231,0.2154499999999999,,4.12268,320.0
"14 DENMAN AVENUE, EDITHVALE",3.0,2.0,1,3196,208031189,House,47.3062,1.44955,0.7434400000000001,2.14942,0.6357999999999999,520.0
"14 DIAMOND STREET, ESSENDON WEST",3.0,1.0,3,3040,210011230,House,11.27977,0.69947,0.91262,0.58223,,430.0
"14 EASTERN VIEW DRIVE, EASTWOOD",3.0,2.0,2,3875,205021081,House,284.33128000000005,5.0766,1.66211,4.85215,4.44599,330.0
"14 ELCAN AVENUE, CRANBOURNE",3.0,2.0,1,3977,212031304,House,52.64318,,,2.31476,,330.0
"14 ELEVENTH PARADE, RAYMOND ISLAND",3.0,1.0,2,3880,205021086,House,296.15716,3.61769,3.03451,,,285.0
"14 ELM GROVE, RICHMOND",3.0,1.0,0,3121,206071517,House,4.65749,0.7647999999999999,0.7870499999999999,0.63705,0.44968,620.0
"14 FARRINGTON AVENUE, ALTONA NORTH",4.0,2.0,2,3025,213021343,House,12.63107,0.45559,0.40773,1.02344,2.80596,395.0
"14 FERGUSON DRIVE, BALNARRING BEACH",2.0,1.0,0,3926,214021379,House,86.7235,0.88063,2.44841,11.43858,7.85032,310.0
"14 FLAMINGO COURT, NORLANE",3.0,1.0,2,3214,203021488,House,67.16176,2.13243,0.53623,1.12508,3.02908,225.0
"14 FOSTER STREET, WARRNAMBOOL",2.0,1.0,2,3280,217041480,House,257.60091,1.86104,0.71933,3.2018,1.87341,325.0
"14 FRANCIS STREET, YARRAVILLE",4.0,1.0,1,3013,213031352,House,7.97093,0.4428,0.3076,2.62564,1.26274,366.0
"14 FRESHWATER POINT, COCOROC",3.0,2.0,0,3030,213051368,House,45.15048,12.38415,12.90553,13.41312,12.88061,500.0
"14 GALAXIAS TERRACE, BANDIANA",3.0,2.0,2,3691,204031491,House,316.09559,2.40686,2.66687,6.28756,8.429680000000001,350.0
"14 GELLIBRAND CLOSE, SEABROOK",4.0,3.0,2,3028,213021345,House,25.37588,,1.17016,,,330.0
"14 GEORGE STREET, BRUNSWICK",2.0,1.0,1,3056,206011496,Apartment,5.5339,0.37231,0.61258,0.29819,0.99243,650.0
"14 GRACE STREET, MOONEE PONDS",3.0,1.0,0,3039,206031116,House,7.47513,1.15557,0.6741699999999999,,0.66907,650.0
"14 HAMILTON STREET, RIDDELLS CREEK",3.0,2.0,1,3431,210021234,House,62.524910000000006,7.857229999999999,0.81941,,0.05565,310.0
"14 HAMMOND STREET, ALTONA",3.0,1.0,2,3018,213021341,House,21.04897,0.70635,0.39037,0.42887,1.25265,390.0
"14 HAROLD STREET, WENDOUREE",3.0,1.0,1,3355,201011008,House,121.42167,1.05778,1.04337,1.36273,,260.0
"14 HARRISON STREET, BELLFIELD",3.0,2.0,2,3081,209011199,House,13.05625,2.19779,1.52266,0.4516,,385.0
"14 HENSLEY COURT, ENDEAVOUR HILLS",5.0,2.0,2,3802,212021454,House,39.58672,1.13872,0.63387,5.76985,,400.0
"14 HOPETOUN STREET, ROCHESTER",3.0,2.0,2,3561,216011409,House,183.84702,1.89931,0.77125,0.97332,0.98583,271.6666666666667
"14 HUNTER STREET, WODONGA",3.0,1.0,2,3690,204031073,House,307.39447,0.98767,3.14789,1.2490599999999998,,320.0
"14 INVERLOCH PARADE, INVERLOCH",2.0,1.0,1,3996,205031093,House,148.52664,1.09377,1.0383699999999998,13.67679,14.13284,230.0
"14 JILLIAN STREET, CRANBOURNE",3.0,1.0,2,3977,212031300,House,52.79278,2.17924,0.82441,2.01701,1.90563,292.5
"14 KIEWA STREET, CLIFTON HILL",2.0,1.0,0,3068,206071145,Apartment,5.759729999999999,0.3077,1.01877,5.7363800000000005,0.9452,540.0
"14 LABURNUM STREET, BRIGHTON",3.0,1.0,1,3186,208011169,House,16.22451,0.77452,1.34202,1.04608,1.6660899999999998,840.0
"14 LAKE AVENUE, PASCOE VALE",3.0,1.0,2,3044,210031538,House,12.66467,0.53534,0.4060299999999999,0.0658499999999999,,290.0
"14 LAKE STREET, SHEPPARTON",4.0,2.0,3,3630,216031594,House,179.49294,5.32192,0.83985,1.73647,2.12697,320.0
"14 LEAVESDON AVENUE, KEALBA",3.0,1.0,1,3021,213011332,House,22.15486,0.75673,1.26804,0.58052,,315.0
"14 LEONORA STREET, ROBINVALE",4.0,1.0,1,3549,215031403,House,465.83797,1.4241700000000002,0.63655,0.5724199999999999,0.68838,190.0
"14 LEVANTO STREET, MENTONE",3.0,1.0,1,3194,208031190,House,30.47987,0.44431,0.7759299999999999,1.57539,1.11341,476.6666666666667
"14 LINDENOW STREET, MAIDSTONE",3.0,1.0,3,3012,213031347,House,10.66366,0.86351,2.48721,2.36698,4.15903,330.0
"14 LOWREY ROAD, PANMURE",4.0,1.0,2,3265,217041477,House,240.89431,8.33798,1.54609,32.18219,0.4783,200.0
"14 MANNA GUM COURT, NARRE WARREN",3.0,1.0,2,3805,212021456,House,45.1342,1.30749,0.54883,5.855770000000001,2.81774,330.0
"14 MARY STREET, PRESTON",3.0,1.0,2,3072,209021428,House,9.61982,2.65208,0.49344,0.48471,0.51778,380.0
"14 MCLAURIN AVE, ROXBURGH PARK",3.0,2.0,2,3064,210051544,House,22.75842,,1.04428,0.69839,2.22066,340.0
"14 MIHAN STREET, NOBLE PARK",2.0,1.0,1,3174,212041459,House,32.3837,0.4995199999999999,1.29105,1.27428,1.58353,330.0
"14 MOORE CRESCENT, MILLGROVE",3.0,1.0,1,3799,211051286,House,72.6142,1.0757,0.3629,1.1988299999999998,,265.0
"14 OAK GROVE (80 A11), SPRINGVALE",3.0,1.0,0,3171,212041317,House,29.04268,1.14054,0.69031,0.9681,0.9343,310.0
"14 OAK GROVE, RIPPONLEA",3.0,1.0,0,3185,206051134,House,9.7831,2.16098,2.30949,1.10464,0.15387,515.0
"14 PARKDALE AVENUE, BALWYN",3.0,2.0,1,3103,207011147,House,17.86015,0.38091,1.68576,0.87771,,525.0
"14 PATRICIA COURT, YALLAMBIE",3.0,1.0,1,3085,209011203,House,17.71228,1.25932,1.01238,1.80725,2.0585500000000003,330.0
"14 PAULA TERRACE, ENDEAVOUR HILLS",3.0,1.0,2,3802,212021453,House,35.78545,1.35352,0.48018,2.42814,,340.0
"14 PEROVIC PLACE, CHELSEA HEIGHTS",2.0,1.0,1,3196,208031187,Apartment,46.38291,,0.95472,,,320.0
"14 PERRY LANE, ASCOT",4.0,2.0,2,3551,201021010,House,133.28647,8.07231,0.2154499999999999,,4.12268,325.0
"14 PITMAN STREET, CHEWTON",4.0,1.0,1,3451,202021027,House,115.91302,7.624680000000001,0.98985,5.57021,1.09728,345.0
"14 PORT STREET, NEWPORT",3.0,2.0,1,3015,213021344,House,13.6921,0.8139,0.42128,1.47045,2.45119,550.0
"14 POWELLS AVENUE, STRATHDALE",3.0,1.0,1,3550,202011020,House,154.8015,,2.29941,3.17731,,310.0
"14 PURDEY STREET, TONGALA",2.0,1.0,2,3621,216011407,House,211.04983,7.84985,0.39884,14.11063,1.09504,210.0
"14 RANGE ROAD, BURWOOD EAST",3.0,1.0,1,3151,207031166,House,26.72385,1.38401,1.22236,1.65472,0.6084700000000001,385.0
"14 RONALD STREET, BRUTHEN",3.0,1.0,0,3885,205021082,House,305.59421999999995,1.07054,0.26997,69.65109,1.4911800000000002,270.0
"14 RUBY PLACE, WERRIBEE",3.0,1.0,1,3030,213051467,House,33.20955,0.6895800000000001,1.34129,1.35716,,270.0
"14 SEVENTH AVENUE, ALTONA NORTH",3.0,1.0,2,3025,213021343,House,14.74775,0.88237,0.89742,0.45215,0.81068,400.0
"14 SPINNINGDALE CLOSE, SEABROOK",3.0,2.0,2,3028,213021345,House,24.99443,,0.7887000000000001,,,420.0
"14 STANHOPE ROAD, RUSHWORTH",3.0,1.0,1,3612,216011410,House,171.69116,7.10827,0.44249,24.90331,1.10574,235.0
"14 STOCKTON STREET, CRAIGIEBURN",3.0,2.0,2,3064,210051443,House,26.095080000000003,,1.08974,1.0809300000000002,2.84767,330.0
"14 STRICKLAND STREET, ASCOT",3.0,1.0,2,3551,202011025,House,158.70139,0.73299,1.1348699999999998,5.07833,3.96302,290.0
"14 SWAN STREET, MELTON",3.0,1.0,2,3337,213041577,House,46.70977,0.85582,1.23741,,,225.0
"14 TARELLA COURT, MILDURA",3.0,1.0,4,3500,215021469,House,546.3306899999999,1.84352,1.89684,3.38554,2.72649,240.0
"14 TEAL CRESCENT, LALOR",3.0,2.0,1,3075,209041530,House,18.58716,,1.86023,0.94269,0.54987,370.0
"14 TEKAPO CRESCENT, TAYLORS LAKES",4.0,2.0,2,3038,213011340,House,24.02953,1.41606,1.93636,1.78777,4.52005,380.0
"14 THE RIDGEWAY, IVANHOE",4.0,2.0,2,3079,209011200,House,11.05551,0.6170599999999999,0.7754099999999999,,0.7190599999999999,850.0
"14 TONGIO ROAD, OMEO",3.0,1.0,1,3898,205021082,House,402.03591,0.39088,0.38106,1.03467,90.61977,200.0
"14 TOOLERN STREET, MELTON SOUTH",3.0,1.0,1,3338,213041578,House,47.76557,,0.62275,1.18665,0.5588,250.0
"14 TREETOP TERRACE, PLENTY",4.0,2.0,2,3090,209031213,House,26.03359,1.00211,1.01114,,,650.0
"14 TYQUIN STREET, LAVERTON",3.0,1.0,1,3028,213051363,House,19.47868,1.24455,0.8354400000000001,,3.33649,340.0
"14 VERDUN STREET, SURREY HILLS",5.0,4.0,2,3127,207011155,House,12.9205,0.0733299999999999,1.5348,1.1536,1.36983,395.0
"14 WARNEET ROAD, BLIND BIGHT",3.0,1.0,1,3980,212031308,House,70.03982,3.93343,5.4222600000000005,,14.53542,330.0
"14 WATERVIEW DRIVE, WHITE HILLS",4.0,2.0,2,3550,202011025,House,154.63763,4.73992,1.26902,1.24221,2.62636,360.0
"14 WILKINS COURT, BURNSIDE HEIGHTS",4.0,2.0,2,3023,213041462,House,32.225880000000004,,1.44401,,,380.0
"14 WILSON AVENUE, TATURA",3.0,1.0,2,3616,216031419,House,173.05592,12.62808,1.01866,0.6615700000000001,0.78244,260.0
"14/1 BELLEVUE AVENUE, DONCASTER EAST",2.0,1.0,1,3109,207021424,House,22.53318,0.80651,0.35805,,,400.0
"14/122 BEACONSFIELD PARADE, ALBERT PARK",1.0,1.0,1,3206,206051128,Apartment,5.986890000000001,1.04175,0.81555,0.97658,1.7847,337.5
"14/145-149 COPERNICUS WAY, KEILOR DOWNS",2.0,1.0,1,3038,213011332,Apartment,25.25223,0.23434,0.13065,2.6880300000000004,,310.0
"14/15 BELL STREET, TORQUAY",2.0,1.0,1,3228,203031053,Apartment,103.81168,1.53693,2.36643,2.75656,,350.0
"14/17A MILTON STREET, ELWOOD",1.0,1.0,0,3184,206051129,Apartment,8.56133,1.84737,1.14106,0.6084400000000001,,350.0
"14/18-20 SELWYN AVENUE, ELWOOD",1.0,1.0,1,3184,206051129,Apartment,9.91736,0.63678,0.5955900000000001,0.73322,,325.0
"14/19-21 SELWYN STREET, ELSTERNWICK",2.0,2.0,2,3185,208021179,House,10.77419,,0.52407,0.08312,0.26139,470.0
"14/2 EUCALYPTUS DRIVE, MAIDSTONE",1.0,1.0,1,3012,213031347,Apartment,10.66196,0.47544,1.08549,1.4128,3.20485,315.0
"14/21 BRUCE STREET, TOORAK",1.0,1.0,0,3142,206061138,Apartment,6.32012,1.87239,0.33219,1.96408,2.2383200000000003,325.0
"14/23-33 CAMBRIDGE STREET, BOX HILL",2.0,1.0,1,3128,207031163,House,19.76421,1.29567,1.47216,0.91715,0.55069,420.0
"14/3 ALLARD STREET, BRUNSWICK WEST",1.0,1.0,1,3055,206011107,Apartment,6.60845,0.2832699999999999,0.37116,1.26802,,210.0
"14/3 KEYLANA BOULEVARD, MOUNT WAVERLEY",3.0,2.0,2,3149,212051324,House,22.2035,3.2582600000000004,0.7513099999999999,3.15574,,500.0
"14/34 SMITH STREET, COLLINGWOOD",1.0,1.0,1,3066,206071142,Apartment,2.07469,1.09138,1.04942,1.33291,0.8914099999999999,395.0
"14/42 VERDON STREET, WILLIAMSTOWN",2.0,1.0,1,3016,213021346,Apartment,14.08684,1.29676,0.5666100000000001,1.24643,1.35985,320.0
"14/44 EVERARD STREET, FOOTSCRAY",2.0,1.0,1,3011,213031348,Apartment,8.6084,0.32154,0.15784,0.90035,1.36026,340.0
"14/45 LEVESON STREET, NORTH MELBOURNE",2.0,2.0,2,3051,206041506,House,1.91493,,1.1848599999999998,0.51558,2.75536,550.0
"14/48 DERBY STREET, KEW",1.0,1.0,1,3101,207011522,Apartment,7.44245,0.42485,1.05287,2.51196,,315.0
"14/483 KOOYONG ROAD, ELSTERNWICK",2.0,1.0,1,3185,208021179,Apartment,11.9427,,1.4221400000000002,1.15105,1.54465,295.0
"14/49 DEMOCRAT DRIVE, THE BASIN",3.0,2.0,1,3154,211011449,House,39.23881,1.92225,1.24241,2.61917,,380.0
"14/5 DUKE STREET, CAULFIELD SOUTH",1.0,1.0,1,3162,208021178,Apartment,13.22443,1.33119,2.10107,1.75617,,275.0
"14/5 ELIZABETH STREET, ECHUCA",2.0,1.0,1,3564,216011406,Apartment,209.54892,1.39721,0.82927,0.99525,2.97621,190.0
"14/50 LILLIMUR ROAD, ORMOND",1.0,1.0,1,3204,208021182,Apartment,16.21712,0.94246,1.21203,,0.34096,270.0
"14/52 MOUBRAY STREET, ALBERT PARK",1.0,1.0,1,3206,206051128,Apartment,5.3786700000000005,0.14352,0.1915099999999999,0.74076,1.89155,320.0
"14/56 BARKLY STREET, ST KILDA",1.0,1.0,1,3182,206051513,Apartment,6.76328,1.16288,1.3773,0.40192,,240.0
"14/58 AITKEN STREET, WILLIAMSTOWN",2.0,1.0,2,3016,213021346,Apartment,13.614,0.68956,0.56597,2.16991,0.4743799999999999,450.0
"14/59 STATION STREET, FAIRFIELD",1.0,1.0,1,3078,206021110,Apartment,8.46225,1.13952,0.45613,,0.36663,260.0
"14/6 POPLAR GROVE, CARNEGIE",1.0,1.0,1,3163,208021176,Apartment,15.3611,1.94939,1.63694,,0.59511,245.0
"14/62 CUNNINGHAM STREET, NORTHCOTE",1.0,1.0,1,3070,206021499,Apartment,6.73715,0.6617999999999999,1.3645,2.12445,0.3358,335.0
"14/70 BEACH ROAD, MENTONE",2.0,1.0,1,3194,208031190,Apartment,25.7593,1.6502,2.23121,1.00227,2.42696,305.0
"14/71 ALLISON ROAD, ELSTERNWICK",1.0,1.0,1,3185,208021179,Apartment,11.589709999999998,,0.6355700000000001,1.7331500000000002,1.32053,250.0
"14/73 DROMANA PARADE, SAFETY BEACH",3.0,1.0,1,3936,214021377,House,83.18035,2.91342,2.81806,5.17613,,360.0
"14/8 ROBERT STREET, ELWOOD",1.0,1.0,1,3184,206051129,Apartment,9.21974,1.57712,0.41562,0.91702,,275.0
"14/96 HAWDON STREET, HEIDELBERG",2.0,1.0,1,3084,209011198,Apartment,14.68956,0.8640599999999999,0.33973,0.68669,0.49474,395.0
"140 BLACKSANDS ROAD, THREE BRIDGES",3.0,1.0,4,3797,211051286,House,75.81171,3.95071,3.30911,7.31903,,300.0
"140 HIGH STREET, VIOLET TOWN",4.0,2.0,2,3669,204011055,House,175.24461,15.63984,1.47682,18.87946,1.00444,255.0
"140 NEERIM ROAD, CAULFIELD EAST",3.0,1.0,1,3145,208021177,House,14.24192,2.8135100000000004,3.02562,0.6182799999999999,1.301,420.0
"140 RESEARCH WARRANDYTE ROAD, NORTH WARRANDYTE",2.0,1.0,0,3113,209031214,House,33.97434,3.33209,5.56909,6.29571,,360.0
"140 RESEARCH-WARRANDYTE ROAD, NORTH WARRANDYTE",2.0,1.0,0,3113,209031214,Apartment,33.97434,3.33209,5.56909,6.29571,,360.0
"140 SOLDIERS ROAD, GEMBROOK",3.0,1.0,5,3783,211051286,House,80.64338000000001,5.41987,12.65328,19.96871,,265.0
"140 SPRAY STREET, ROSEBUD",3.0,1.0,2,3939,214021384,House,90.52918,1.5265799999999998,1.06582,1.1921700000000002,,320.0
"1401 SHEPPARTON - KATMATITE ROAD, INVERGORDON",3.0,1.0,1,3636,216021413,House,215.20055,2.90383,1.96223,25.7656,15.02982,160.0
"1401 SHEPPARTON KATMATITE ROAD, INVERGORDON",3.0,1.0,1,3636,216021413,House,215.20055,2.90383,1.96223,25.7656,15.02982,160.0
"1404/18 WATERVIEW WALK, DOCKLANDS",2.0,1.0,1,3008,206041118,Apartment,2.78552,0.72692,,,0.50466,500.0
"1409/22 DORCAS STREET, SOUTH MELBOURNE",1.0,1.0,1,3205,206041509,Apartment,3.18199,,,0.98959,,395.0
"141 BELGRAVE HALLAM ROAD, BELGRAVE SOUTH",3.0,1.0,4,3160,211051274,House,48.17379,0.83656,0.5445800000000001,3.39569,3.07618,350.0
"141 EMPRESS AVENUE, KINGSVILLE",3.0,1.0,1,3012,213031350,House,8.757299999999999,1.64825,,,1.7891199999999998,435.0
