Unnamed: 0,facility,latitude,longitude,year,facility_type,SA2_CODE
7,JOHN MCMAHON RESERVE,-37.574229994954,144.757459997994,2018,park,210041240
8,TRUSCOTT RESERVE,-37.7096300008859,144.935600009708,2018,park,210031535
9,MAYFIELD PARK,-37.991959992035,145.101829974018,2018,park,208031193
10,BOB PETTITT RESERVE,-38.3483700858732,144.294029983903,2018,park,203031053
11,BURT-KUR-MIN RESERVE,-37.5965100016657,144.898679971278,2018,park,210051443
12,JOHN VANDELOO RESERVE,-37.7158200028576,144.919959995745,2018,park,210031537
13,FIDDLERS GREEN,-38.3837599828336,142.237429963242,2018,park,217041478
14,Douglas Maggs Reserve,-37.7880399976085,145.258339988279,2018,park,211031451
15,DORSET GOLF,-37.805409998627,145.300129979119,2018,park,211031450
16,THOMAS MILLETT PARK,-37.5979099997666,144.707979977003,2018,park,210041540
17,JUNCTION SQUARE,-36.1200799446383,146.88733007879,2018,park,204031492
18,RINGWOOD GOLF,-37.8349999963911,145.222229977354,2018,park,211031266
19,NOWINGI PLACE,-34.1852000205282,142.169829973346,2018,park,215021469
20,BILL MINNS ROTUNDA,-38.0284099963861,145.348489968893,2018,park,212021293
21,NICOLA DAVIS CONSERVATION RESERVE,-37.632070000015,145.075880006897,2018,park,209041435
22,WANGARATTA LIONS PARK,-36.3598999842053,146.313849970308,2018,park,204021066
23,REMEMBRANCE PARK,-37.9556199972491,145.551949981602,2018,park,212011289
24,CRAIGIEBURN ANZAC PARK,-37.5885300016001,144.913129981648,2018,park,210051543
25,KESTLE PARK,-38.1502199970364,145.909749986939,2018,park,205011079
26,SCOTT PARK,-38.04279999631,145.260109967733,2018,park,212031562
27,EDITHVALE PUBLIC GOLF COURSE,-38.035999995738,145.122579981538,2018,park,208031189
28,NAPTHINE RESERVE,-38.2366700502298,143.986869970135,2018,park,203011036
29,BARWON RIVER RESERVE,-38.2397300504132,143.989429975364,2018,park,203011036
30,MATHISON RESERVE,-38.244520051631,143.992359993349,2018,park,203011036
31,GUYE RESERVE,-38.2435100516905,143.993379994272,2018,park,203011036
32,CWA PARK,-38.241740050446,143.989749980099,2018,park,203011036
33,PLATYPUS RESERVE,-38.2403700503939,143.989069977362,2018,park,203011036
34,LIONS PARK,-38.2424400505352,143.991069984793,2018,park,203011036
35,WINCHELSEA CRICKET GROUND,-38.2421000502004,143.985899983745,2018,park,203011036
36,BENNETT RESERVE,-38.236050049356,143.988889966841,2018,park,203011036
37,HESSE STREET RESERVE,-38.2416700502093,143.986079982758,2018,park,203011036
38,THOMAS OVAL,-37.8324999994391,145.005659981229,2018,park,206061515
39,GREENWOOD RESERVE,-37.7082700012679,145.072659975156,2018,park,209011196
40,JUBILEE PARK / WURRUMBIT BIRRNG YAAR,-38.3162999835775,142.482869934443,2018,park,217041479
41,RADIO PARK,-37.7363899988615,145.093269984524,2018,park,209011203
42,SEAVIEW RESERVE,-38.3411900799108,144.295269988443,2018,park,203031053
43,MCCORMACK PARK,-37.1007200057126,146.26975999829,2018,park,204011057
44,JENSEN PARK,-37.7894399980623,144.901580005974,2018,park,213031348
45,JOHNSON RESERVE,-37.7920700012639,144.874910015319,2018,park,213031351
46,MARTIN RESERVE,-37.794000001403,144.876780006786,2018,park,213031351
47,YARRAVILLE OVAL,-37.815560000978,144.88326999133,2018,park,213031352
48,NEWELLS PADDOCK WETLAND PARK,-37.7970699999502,144.913919982007,2018,park,213031348
49,FROGS HOLLOW WETLAND,-37.7793500006069,144.895809986066,2018,park,213031349
50,ASH RESERVE,-37.7810900007582,144.853749974176,2018,park,213031347
51,BEATON RESERVE,-37.8173400001822,144.886109990644,2018,park,213031352
52,BARRETT RESERVE,-37.7954900006475,144.880239998024,2018,park,213031351
53,MCIVOR RESERVE,-37.8215100011037,144.869869986015,2018,park,213031352
54,VIN HEFFERNAN PARK,-37.7453700010143,145.051069970847,2018,park,209011199
55,DES LEONARD OVAL,-37.2961599986865,144.252869971654,2018,park,201021011
56,SCHOROBURA PARK,-36.1406499483291,146.947080001785,2018,park,204031491
57,BRANKO PALAVESTRA PARK,-36.1380499448914,146.889109985424,2018,park,204031492
58,MCLEAN PARK,-36.1421199315379,146.897249995642,2018,park,204031491
59,VERONICA EGAN PARK,-36.1493799705956,146.871109983014,2018,park,204031492
60,JIM COSTELLOE PARK,-36.1161999715414,146.873250098505,2018,park,204031492
61,COMMUNITY GROW AND PLAY GARDENS,-38.3713299974465,144.825119985103,2018,park,214021383
62,MAIDSTONE PARK,-37.788490001292,144.875650023577,2018,park,213031347
63,MOONAH PARK,-38.4119302633956,144.189099929877,2018,park,203031049
64,MARGARET HEATHORN PARK,-37.7567200002358,145.038709953751,2018,park,209011200
65,DAVID COOPER PARK,-37.8729899968643,145.225649973565,2018,park,211011260
66,BAYVIEW PARK,-38.0013499988544,145.328969977323,2018,park,212021299
67,BEERSHEBA MEMORIAL PARK,-37.7395900118991,142.024820056463,2018,park,217011421
68,MACARTHUR PARK,-38.1546899971199,145.938190004447,2018,park,205011079
69,MEMORIAL PARK,-38.1355499990201,145.855319965153,2018,park,205011076
70,GARDINER PRIMARY RESERVE,-37.8561899924985,145.048109990268,2018,park,208041194
71,CHIPTON PARK,-37.8591499953762,144.987729986443,2018,park,206051513
72,RALPH GOODE RESERVE,-37.7576999979001,145.35124997556,2018,park,211051278
73,WOOWOOKARUNG REGIONAL PARK,-37.5997199989192,143.88706999173,2018,park,201011483
74,LONGWARRY MEMORIAL PARK,-38.112049999639,145.768509967033,2018,park,205011076
75,KARIBOK PARK,-36.3843499884316,145.411639971192,2018,park,216031594
76,CANADIAN REGIONAL PARK,-37.5997199989192,143.88706999173,2018,park,201011483
77,BARTON RECREATION RESERVE,-38.1129099982697,145.238929977639,2018,park,212031304
78,WILLIAM CANNING RESERVE,-37.6741600023936,144.960909979169,2018,park,210051243
79,BOORAN RESERVE,-37.8881199930369,145.038510003448,2018,park,208021182
80,LEMNOS SQUARE,-37.8441399964903,144.946879971178,2018,park,206051128
81,HARKNESS PARK,-38.1535099972481,145.912399982094,2018,park,205011079
82,STRACHAN PARK,-38.1534399976046,145.917339979238,2018,park,205011079
83,EDYTHE MCCALLUM RESERVE,-37.8348999953819,144.960769971768,2018,park,206051512
84,BLUEBELL HILL RESERVE,-37.8293199883503,145.106499990065,2018,park,207031167
85,BOB MORELL RESERVE,-38.163709997528,144.351549967239,2018,park,203021039
86,ALCOA OVAL,-38.3986002621346,144.20166992604,2018,park,203031049
87,DANDENONG RANGES BOTANIC GARDEN,-37.846629995889,145.371770000122,2018,park,211051282
88,HAROLD ALEXANDER FORECOURT,-37.834739996344,144.960229972879,2018,park,206051512
89,HARRISON PARK,-35.9994701113972,145.460859949309,2018,park,216021413
90,TAYLOR PARK,-36.0109500139901,146.055290031129,2018,park,216021414
0,WYNDHAM VALE RAILWAY STATION,-37.8408199970151,144.61472998133,2014,train_station,213051582
1,TARNEIT RAILWAY STATION,-37.8320699952869,144.694119980443,2014,train_station,213051584
0,ST ANNES RESERVE,-38.316030071024,144.344959991281,2019,park,203031053
1,JAN JUC CREEK RESERVE,-38.3451300813917,144.302229992789,2019,park,203031053
2,BARCLAY PARK ,-37.7142400013817,145.102819975291,2019,park,209011197
3,DESTINATION PARK,-37.6147400011694,144.889719970863,2019,park,210051246
4,MILDURA SKATE PARK,-34.1843400233259,142.166359987948,2019,park,215021469
5,HARMONY SQUARE,-37.9885099967375,145.213519979898,2019,park,212041563
6,JACK GREVILLE PARK,-37.578419995354,143.864629992765,2019,park,201011483
7,JOHN MCMAHON RESERVE,-37.574229994954,144.757459997994,2019,park,210041240
8,TRUSCOTT RESERVE,-37.7096300008859,144.935600009708,2019,park,210031535
9,MAYFIELD PARK,-37.991959992035,145.101829974018,2019,park,208031193
10,BOB PETTITT RESERVE,-38.3483700858732,144.294029983903,2019,park,203031053
11,BURT-KUR-MIN RESERVE,-37.5965100016657,144.898679971278,2019,park,210051443
12,JOHN VANDELOO RESERVE,-37.7158200028576,144.919959995745,2019,park,210031537
13,FIDDLERS GREEN,-38.3837599828336,142.237429963242,2019,park,217041478
14,Douglas Maggs Reserve,-37.7880399976085,145.258339988279,2019,park,211031451
15,DORSET GOLF,-37.805409998627,145.300129979119,2019,park,211031450
16,THOMAS MILLETT PARK,-37.5979099997666,144.707979977003,2019,park,210041540
17,JUNCTION SQUARE,-36.1200799446383,146.88733007879,2019,park,204031492
18,RINGWOOD GOLF,-37.8349999963911,145.222229977354,2019,park,211031266
19,NOWINGI PLACE,-34.1852000205282,142.169829973346,2019,park,215021469
20,BILL MINNS ROTUNDA,-38.0284099963861,145.348489968893,2019,park,212021293
21,NICOLA DAVIS CONSERVATION RESERVE,-37.632070000015,145.075880006897,2019,park,209041435
22,WANGARATTA LIONS PARK,-36.3598999842053,146.313849970308,2019,park,204021066
23,REMEMBRANCE PARK,-37.9556199972491,145.551949981602,2019,park,212011289
24,CRAIGIEBURN ANZAC PARK,-37.5885300016001,144.913129981648,2019,park,210051543
25,KESTLE PARK,-38.1502199970364,145.909749986939,2019,park,205011079
26,SCOTT PARK,-38.04279999631,145.260109967733,2019,park,212031562
27,EDITHVALE PUBLIC GOLF COURSE,-38.035999995738,145.122579981538,2019,park,208031189
28,NAPTHINE RESERVE,-38.2366700502298,143.986869970135,2019,park,203011036
29,BARWON RIVER RESERVE,-38.2397300504132,143.989429975364,2019,park,203011036
30,MATHISON RESERVE,-38.244520051631,143.992359993349,2019,park,203011036
31,GUYE RESERVE,-38.2435100516905,143.993379994272,2019,park,203011036
32,CWA PARK,-38.241740050446,143.989749980099,2019,park,203011036
33,PLATYPUS RESERVE,-38.2403700503939,143.989069977362,2019,park,203011036
34,LIONS PARK,-38.2424400505352,143.991069984793,2019,park,203011036
35,WINCHELSEA CRICKET GROUND,-38.2421000502004,143.985899983745,2019,park,203011036
36,BENNETT RESERVE,-38.236050049356,143.988889966841,2019,park,203011036
37,HESSE STREET RESERVE,-38.2416700502093,143.986079982758,2019,park,203011036
38,THOMAS OVAL,-37.8324999994391,145.005659981229,2019,park,206061515
39,GREENWOOD RESERVE,-37.7082700012679,145.072659975156,2019,park,209011196
40,JUBILEE PARK / WURRUMBIT BIRRNG YAAR,-38.3162999835775,142.482869934443,2019,park,217041479
41,RADIO PARK,-37.7363899988615,145.093269984524,2019,park,209011203
42,SEAVIEW RESERVE,-38.3411900799108,144.295269988443,2019,park,203031053
43,MCCORMACK PARK,-37.1007200057126,146.26975999829,2019,park,204011057
44,JENSEN PARK,-37.7894399980623,144.901580005974,2019,park,213031348
45,JOHNSON RESERVE,-37.7920700012639,144.874910015319,2019,park,213031351
46,MARTIN RESERVE,-37.794000001403,144.876780006786,2019,park,213031351
47,YARRAVILLE OVAL,-37.815560000978,144.88326999133,2019,park,213031352
48,NEWELLS PADDOCK WETLAND PARK,-37.7970699999502,144.913919982007,2019,park,213031348
49,FROGS HOLLOW WETLAND,-37.7793500006069,144.895809986066,2019,park,213031349
50,ASH RESERVE,-37.7810900007582,144.853749974176,2019,park,213031347
51,BEATON RESERVE,-37.8173400001822,144.886109990644,2019,park,213031352
52,BARRETT RESERVE,-37.7954900006475,144.880239998024,2019,park,213031351
53,MCIVOR RESERVE,-37.8215100011037,144.869869986015,2019,park,213031352
54,VIN HEFFERNAN PARK,-37.7453700010143,145.051069970847,2019,park,209011199
55,DES LEONARD OVAL,-37.2961599986865,144.252869971654,2019,park,201021011
56,SCHOROBURA PARK,-36.1406499483291,146.947080001785,2019,park,204031491
57,BRANKO PALAVESTRA PARK,-36.1380499448914,146.889109985424,2019,park,204031492
58,MCLEAN PARK,-36.1421199315379,146.897249995642,2019,park,204031491
59,VERONICA EGAN PARK,-36.1493799705956,146.871109983014,2019,park,204031492
60,JIM COSTELLOE PARK,-36.1161999715414,146.873250098505,2019,park,204031492
61,COMMUNITY GROW AND PLAY GARDENS,-38.3713299974465,144.825119985103,2019,park,214021383
62,MAIDSTONE PARK,-37.788490001292,144.875650023577,2019,park,213031347
63,MOONAH PARK,-38.4119302633956,144.189099929877,2019,park,203031049
64,MARGARET HEATHORN PARK,-37.7567200002358,145.038709953751,2019,park,209011200
65,DAVID COOPER PARK,-37.8729899968643,145.225649973565,2019,park,211011260
66,BAYVIEW PARK,-38.0013499988544,145.328969977323,2019,park,212021299
67,BEERSHEBA MEMORIAL PARK,-37.7395900118991,142.024820056463,2019,park,217011421
68,MACARTHUR PARK,-38.1546899971199,145.938190004447,2019,park,205011079
69,MEMORIAL PARK,-38.1355499990201,145.855319965153,2019,park,205011076
70,GARDINER PRIMARY RESERVE,-37.8561899924985,145.048109990268,2019,park,208041194
71,CHIPTON PARK,-37.8591499953762,144.987729986443,2019,park,206051513
72,RALPH GOODE RESERVE,-37.7576999979001,145.35124997556,2019,park,211051278
73,WOOWOOKARUNG REGIONAL PARK,-37.5997199989192,143.88706999173,2019,park,201011483
74,LONGWARRY MEMORIAL PARK,-38.112049999639,145.768509967033,2019,park,205011076
75,KARIBOK PARK,-36.3843499884316,145.411639971192,2019,park,216031594
76,CANADIAN REGIONAL PARK,-37.5997199989192,143.88706999173,2019,park,201011483
77,BARTON RECREATION RESERVE,-38.1129099982697,145.238929977639,2019,park,212031304
78,WILLIAM CANNING RESERVE,-37.6741600023936,144.960909979169,2019,park,210051243
79,BOORAN RESERVE,-37.8881199930369,145.038510003448,2019,park,208021182
80,LEMNOS SQUARE,-37.8441399964903,144.946879971178,2019,park,206051128
81,HARKNESS PARK,-38.1535099972481,145.912399982094,2019,park,205011079
82,STRACHAN PARK,-38.1534399976046,145.917339979238,2019,park,205011079
83,EDYTHE MCCALLUM RESERVE,-37.8348999953819,144.960769971768,2019,park,206051512
84,BLUEBELL HILL RESERVE,-37.8293199883503,145.106499990065,2019,park,207031167
85,BOB MORELL RESERVE,-38.163709997528,144.351549967239,2019,park,203021039
86,ALCOA OVAL,-38.3986002621346,144.20166992604,2019,park,203031049
87,DANDENONG RANGES BOTANIC GARDEN,-37.846629995889,145.371770000122,2019,park,211051282
88,HAROLD ALEXANDER FORECOURT,-37.834739996344,144.960229972879,2019,park,206051512
89,HARRISON PARK,-35.9994701113972,145.460859949309,2019,park,216021413
90,TAYLOR PARK,-36.0109500139901,146.055290031129,2019,park,216021414
91,SANDHILL ROAD FLORA AND FAUNA RESERVE,-37.9566999842261,147.094059999412,2019,park,205051101
92,ERIC ROBERTS RESERVE,-38.1534499980756,145.951500013263,2019,park,205011079
93,HAROLD CATERSON RESERVE,-37.9506299935617,145.069620002181,2019,park,208031188
94,EDITH MACPHERSON PARK,-37.9686399969597,145.189649980261,2019,park,212041459
95,SUNVALE COMMUNITY PARK,-37.7824999995664,144.836059966094,2019,park,213011336
96,WITHAM PARK,-38.3548699854678,142.476999945881,2019,park,217041479
97,Ian Tatterson Pavilion,-37.998839997728,145.154709983023,2019,park,212041566
98,MUNRO RECREATION RESERVE,-37.9218199921803,147.186940005713,2019,park,205051101
99,DENISON RECREATION RESERVE,-38.0230799910594,146.877589990677,2019,park,205051102
100,ECOTHERAPY PARK,-37.3458600055676,144.74322999868,2019,park,210021235
101,H W FOLETTA PARK,-37.772150002297,144.965219982808,2019,park,206011496
102,DES CUSTERSON RESERVE,-37.9952299969925,145.202179975133,2019,park,212041564
103,ADA CAMBRIDGE FORECOURT,-37.8584800001202,144.896149973447,2019,park,213021346
104,ABORIGINAL GARDEN,-36.5477300028781,145.97826995923,2019,park,204021063
105,MOIRA RESERVE,-36.5481600029358,145.979029957057,2019,park,204021063
106,Karingga Park,-37.5630399964193,143.78861997647,2019,park,201011001
107,Henrika Kuljurgies Reserve,-36.1381799514008,146.948229999887,2019,park,204031491
108,Kosovar Park,-36.1410999382156,146.9193499982,2019,park,204031491
109,Bidgood Park,-36.1816999478105,146.949869995568,2019,park,204031491
110,Mel Read Park,-36.1819699433555,146.943889999501,2019,park,204031491
111,BARANDUDA FIELDS,-36.1670499398129,146.938060002174,2019,park,204031491
112,Ernie May Reserve,-36.1321999292579,146.907550011131,2019,park,204031492
113,Ida Schubert Park,-36.1967199661728,146.953330038263,2019,park,204031491
114,BRIAN CALLANAN PARK,-36.1360699604666,146.883699976525,2019,park,204031492
115,Jack Dunstan Park,-36.1422399421183,146.891729994517,2019,park,204031491
116,Kirrip Park,-37.8288599967891,144.952639992836,2019,park,206051511
117,ALTO RESERVE,-37.7909499965493,145.271599985661,2019,park,211031451
118,NARR-MAEN RESERVE,-37.7777899977334,145.261049985941,2019,park,211031265
119,B J Hubbard Reserve,-37.7988599953423,145.224759990902,2019,park,211031268
120,SKYBUS STADIUM,-38.1476299942271,145.119700003709,2019,park,214011371
121,FRANKSTON OVAL,-38.1476299942271,145.119700003709,2019,park,214011371
122,McCubbin Park,-37.8238999898682,145.157940001732,2019,park,207031161
123,Wilhelm Koschel Reserve,-36.164519965629,146.883389979283,2019,park,204031491
124,PIONEERS PARK,-38.028899996373,145.348259968878,2019,park,212021293
125,McGregor Reserve,-38.1620699992615,146.362919967387,2019,park,205041098
0,WYNDHAM VALE RAILWAY STATION,-37.8408199970151,144.61472998133,2016,train_station,213051582
1,TARNEIT RAILWAY STATION,-37.8320699952869,144.694119980443,2016,train_station,213051584
2,WAURN PONDS RAILWAY STATION,-38.2155400197836,144.304999992993,2016,train_station,203021487
3,EPSOM RAILWAY STATION,-36.7065799994193,144.320700014256,2016,train_station,202011025
4,CAROLINE SPRINGS RAILWAY STATION,-37.7662199997834,144.73724998099,2016,train_station,213041359
0,WESTERN HEIGHTS SECONDARY COLLEGE - VINES ROAD CAMPUS,-38.1228799967922,144.32896997953,2018,secondary_school,203021040
1,CHRISTADELPHIAN HERITAGE COLLEGE MELBOURNE,-37.8594699975061,145.322249969286,2018,secondary_school,211011449
2,HAILEYBURY COLLEGE - BRIGHTON CAMPUS,-37.9304499921358,145.006979991314,2018,secondary_school,208011172
3,HAILEYBURY GIRLS COLLEGE - BERWICK CAMPUS,-38.0435799965588,145.363909979502,2018,secondary_school,212021293
4,DE LA SALLE COLLEGE,-37.8576599934144,145.032189991875,2018,secondary_school,208041194
5,BROOKSIDE P-9 COLLEGE,-37.7463700016125,144.736539982236,2018,secondary_school,213041463
6,CORNISH COLLEGE,-38.0491799946282,145.1487699785,2018,secondary_school,212041566
7,BENDIGO SENIOR SECONDARY COLLEGE - NETSCHOOL CAMPUS,-36.7592700021182,144.280520007644,2018,secondary_school,202011018
8,ANTONINE COLLEGE - ST JOSEPH CAMPUS,-37.7411800035691,144.94273998906,2018,secondary_school,206011109
9,ST PETERS COLLEGE - ST PETERS COLLEGE WEST CAMPUS,-38.1083999984892,145.256869983996,2018,secondary_school,212031304
10,SACRED HEART COLLEGE,-36.0086599986268,146.009199932809,2018,secondary_school,216021414
11,MCCLELLAND SECONDARY COLLEGE - CAMP MAHAIKAH,-36.9244000102909,146.279299977895,2018,secondary_school,204021064
12,CHRISTIAN COLLEGE HIGHTON - MAIN CAMPUS,-38.1852300101292,144.313079984761,2018,secondary_school,203021042
13,CAREY BAPTIST GRAMMAR SCHOOL - KEW CAMPUS,-37.8147699872217,145.047820011842,2018,secondary_school,207011521
14,MELBOURNE GIRLS GRAMMAR - MERTON HALL CAMPUS,-37.8316799970061,144.984809969941,2018,secondary_school,206041125
15,GEELONG GRAMMAR SCHOOL - MAIN CAMPUS,-38.0687999950813,144.399079969893,2018,secondary_school,203021486
16,BALLARAT CLARENDON COLLEGE - MAIN CAMPUS,-37.5596400012631,143.833659980016,2018,secondary_school,201011002
17,FLINDERS CHRISTIAN COMMUNITY COLLEGE - CARRUM DOWNS CAMPUS,-38.1168799972685,145.180899967374,2018,secondary_school,214011370
18,FIRBANK GRAMMAR SCHOOL,-37.9584699919438,145.016239980636,2018,secondary_school,208011173
19,FIRBANK GRAMMAR SCHOOL,-37.9077799913324,144.997299999477,2018,secondary_school,208011169
20,SHEPPARTON CHRISTIAN COLLEGE LTD,-36.3538499925395,145.415979993751,2018,secondary_school,216031416
21,VICTORY LUTHERAN COLLEGE,-36.1159899645916,146.847620041656,2018,secondary_school,204031073
22,TOORAK COLLEGE,-38.1722499975698,145.093469974596,2018,secondary_school,214021381
23,MARYBOROUGH EDUCATION CENTRE - BALACLAVA ROAD CAMPUS,-37.0421499990099,143.722869977467,2018,secondary_school,201031016
24,BARBARA TOLSON CENTRE  MELBOURNE GIRLS GRAMMAR,-37.8308399970728,144.98585997085,2018,secondary_school,206041125
25,OAKWOOD SCHOOL - CAULFIELD PARK COMMUNITY CAMPUS,-37.8739799906514,145.034169965748,2018,secondary_school,208021177
26,Turning Point Campus,-38.681949986797,143.382959993836,2018,secondary_school,217031476
27,The Geelong College Middle School Campus,-38.1444599976974,144.325519996864,2018,secondary_school,203021046
28,HAZEL GLEN COLLEGE ,-37.5988700010483,145.122909958413,2018,secondary_school,209041527
29,COBURG HIGH SCHOOL,-37.7394300027626,144.974999988663,2018,secondary_school,206011497
30,AUBURN HIGH SCHOOL,-37.8398799911886,145.045069992578,2018,secondary_school,207011152
31,ASHWOOD HIGH SCHOOL,-37.86452998535,145.103329995756,2018,secondary_school,212051319
32,FOSTER SECONDARY COLLEGE,-38.6517399960694,146.197409987218,2018,secondary_school,205031087
33,EDGARS CREEK SECONDARY COLLEGE,-37.6094900000125,145.005069986549,2018,secondary_school,209041437
34,OFFICER SECONDARY COLLEGE,-38.0720199970332,145.410969960087,2018,secondary_school,212011546
35,RICHMOND HIGH SCHOOL - GLEADELL STREET CAMPUS,-37.817399997142,145.00268998739,2018,secondary_school,206071518
36,RICHMOND HIGH SCHOOL - GRIFFITHS STREET CAMPUS,-37.8174099971496,145.002799987369,2018,secondary_school,206071518
0,WYNDHAM VALE RAILWAY STATION,-37.8408199970151,144.61472998133,2020,train_station,213051582
1,TARNEIT RAILWAY STATION,-37.8320699952869,144.694119980443,2020,train_station,213051584
2,WAURN PONDS RAILWAY STATION,-38.2155400197836,144.304999992993,2020,train_station,203021487
3,EPSOM RAILWAY STATION,-36.7065799994193,144.320700014256,2020,train_station,202011025
4,CAROLINE SPRINGS RAILWAY STATION,-37.7662199997834,144.73724998099,2020,train_station,213041359
5,SOUTHLAND RAILWAY STATION,-37.9587299891989,145.049069991878,2020,train_station,208031188
6,HENDERSYDE,-36.4695100208657,145.295549979164,2020,train_station,216031419
7,Hawkstowe Rail Station,-37.6221699994177,145.09714996831,2020,train_station,209041435
8,Mernda Rail Station,-37.6017000016083,145.101769959743,2020,train_station,209041532
9,MIDDLE GORGE RAIL STATION,-37.6443100011982,145.091959981793,2020,train_station,209041436
10,PARKVILLE RAIL STATION,-37.7999699980923,144.959699984747,2020,train_station,206041117
11,STATE LIBRARY RAIL STATION,-37.8086799983999,144.963409974157,2020,train_station,206041504
12,TOWN HALL RAIL STATION,-37.8167199967047,144.967139962636,2020,train_station,206041503
13,ANZAC RAIL STATION,-37.8328399961629,144.972379970974,2020,train_station,206041125
14,Cobblebank Rail Station,-37.7114399973707,144.602119988258,2020,train_station,213041572
0,WESTERN HEIGHTS SECONDARY COLLEGE - VINES ROAD CAMPUS,-38.1228799967922,144.32896997953,2019,secondary_school,203021040
1,CHRISTADELPHIAN HERITAGE COLLEGE MELBOURNE,-37.8594699975061,145.322249969286,2019,secondary_school,211011449
2,HAILEYBURY COLLEGE - BRIGHTON CAMPUS,-37.9304499921358,145.006979991314,2019,secondary_school,208011172
3,HAILEYBURY GIRLS COLLEGE - BERWICK CAMPUS,-38.0435799965588,145.363909979502,2019,secondary_school,212021293
4,DE LA SALLE COLLEGE,-37.8576599934144,145.032189991875,2019,secondary_school,208041194
5,BROOKSIDE P-9 COLLEGE,-37.7463700016125,144.736539982236,2019,secondary_school,213041463
6,CORNISH COLLEGE,-38.0491799946282,145.1487699785,2019,secondary_school,212041566
7,BENDIGO SENIOR SECONDARY COLLEGE - NETSCHOOL CAMPUS,-36.7592700021182,144.280520007644,2019,secondary_school,202011018
8,ANTONINE COLLEGE - ST JOSEPH CAMPUS,-37.7411800035691,144.94273998906,2019,secondary_school,206011109
9,ST PETERS COLLEGE - ST PETERS COLLEGE WEST CAMPUS,-38.1083999984892,145.256869983996,2019,secondary_school,212031304
10,SACRED HEART COLLEGE,-36.0086599986268,146.009199932809,2019,secondary_school,216021414
11,MCCLELLAND SECONDARY COLLEGE - CAMP MAHAIKAH,-36.9244000102909,146.279299977895,2019,secondary_school,204021064
12,CHRISTIAN COLLEGE HIGHTON - MAIN CAMPUS,-38.1852300101292,144.313079984761,2019,secondary_school,203021042
13,CAREY BAPTIST GRAMMAR SCHOOL - KEW CAMPUS,-37.8147699872217,145.047820011842,2019,secondary_school,207011521
14,MELBOURNE GIRLS GRAMMAR - MERTON HALL CAMPUS,-37.8316799970061,144.984809969941,2019,secondary_school,206041125
15,GEELONG GRAMMAR SCHOOL - MAIN CAMPUS,-38.0687999950813,144.399079969893,2019,secondary_school,203021486
16,BALLARAT CLARENDON COLLEGE - MAIN CAMPUS,-37.5596400012631,143.833659980016,2019,secondary_school,201011002
17,FLINDERS CHRISTIAN COMMUNITY COLLEGE - CARRUM DOWNS CAMPUS,-38.1168799972685,145.180899967374,2019,secondary_school,214011370
18,FIRBANK GRAMMAR SCHOOL,-37.9584699919438,145.016239980636,2019,secondary_school,208011173
19,FIRBANK GRAMMAR SCHOOL,-37.9077799913324,144.997299999477,2019,secondary_school,208011169
20,SHEPPARTON CHRISTIAN COLLEGE LTD,-36.3538499925395,145.415979993751,2019,secondary_school,216031416
21,VICTORY LUTHERAN COLLEGE,-36.1159899645916,146.847620041656,2019,secondary_school,204031073
22,TOORAK COLLEGE,-38.1722499975698,145.093469974596,2019,secondary_school,214021381
23,MARYBOROUGH EDUCATION CENTRE - BALACLAVA ROAD CAMPUS,-37.0421499990099,143.722869977467,2019,secondary_school,201031016
24,BARBARA TOLSON CENTRE  MELBOURNE GIRLS GRAMMAR,-37.8308399970728,144.98585997085,2019,secondary_school,206041125
25,OAKWOOD SCHOOL - CAULFIELD PARK COMMUNITY CAMPUS,-37.8739799906514,145.034169965748,2019,secondary_school,208021177
26,Turning Point Campus,-38.681949986797,143.382959993836,2019,secondary_school,217031476
27,The Geelong College Middle School Campus,-38.1444599976974,144.325519996864,2019,secondary_school,203021046
28,HAZEL GLEN COLLEGE ,-37.5988700010483,145.122909958413,2019,secondary_school,209041527
29,COBURG HIGH SCHOOL,-37.7394300027626,144.974999988663,2019,secondary_school,206011497
30,AUBURN HIGH SCHOOL,-37.8398799911886,145.045069992578,2019,secondary_school,207011152
31,ASHWOOD HIGH SCHOOL,-37.86452998535,145.103329995756,2019,secondary_school,212051319
32,FOSTER SECONDARY COLLEGE,-38.6517399960694,146.197409987218,2019,secondary_school,205031087
33,EDGARS CREEK SECONDARY COLLEGE,-37.6094900000125,145.005069986549,2019,secondary_school,209041437
34,OFFICER SECONDARY COLLEGE,-38.0720199970332,145.410969960087,2019,secondary_school,212011546
35,RICHMOND HIGH SCHOOL - GLEADELL STREET CAMPUS,-37.817399997142,145.00268998739,2019,secondary_school,206071518
36,RICHMOND HIGH SCHOOL - GRIFFITHS STREET CAMPUS,-37.8174099971496,145.002799987369,2019,secondary_school,206071518
37,BEAUMARIS SECONDARY COLLEGE,-37.978399992291,145.034079980339,2019,secondary_school,208011168
38,SPRINGSIDE WEST SECONDARY COLLEGE,-37.7156900018379,144.727869988017,2019,secondary_school,213041574
39,ESSENDON KEILOR COLLEGE - ESSENDON CAMPUS,-37.7551900008737,144.901930011615,2019,secondary_school,206031501
40,ESSENDON KEILOR COLLEGE - EAST KEILOR CAMPUS,-37.7397100005856,144.869709987868,2019,secondary_school,210011534
41,ESSENDON KEILOR COLLEGE - NIDDRIE CAMPUS,-37.7300700021655,144.879120008277,2019,secondary_school,210011226
